Element 1: (1, (9, 5), ['.', '.', '.', 'F'], [(18, 7), (12, 2), (15, 7)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (10, 5))
Element 2: (1, (10, 5), ['', '.', '%', '%'], [(17, 7), (13, 2), (15, 8)], [False, False, True, True], 96, False, [False, True, False, False], 1028, 'South', (10, 4))
Element 3: (1, (10, 4), ['.', '.', '', '.'], [(17, 6), (14, 2), (14, 8)], [False, False, False, False], 94, False, [True, True, False, True], 1067, 'East', (11, 4))
Element 4: (1, (11, 4), ['', '.', '%', '.'], [(17, 5), (14, 3), (14, 7)], [False, False, True, False], 92, False, [False, True, False, True], 1106, 'East', (12, 4))
Element 5: (1, (12, 4), ['', '%', '.', '.'], [(18, 5), (14, 4), (14, 8)], [False, True, False, False], 90, False, [False, False, True, True], 1135, 'East', (13, 4))
Element 6: (1, (13, 4), ['', '.', '.', ''], [(18, 4), (15, 4), (13, 8)], [False, False, False, False], 88, False, [False, True, True, False], 1174, 'North', (13, 5))
Element 7: (1, (13, 5), ['.', '', '.', '.'], [(18, 3), (16, 4), (14, 8)], [False, False, False, False], 86, False, [True, False, True, True], 1203, 'East', (14, 5))
Element 8: (1, (14, 5), ['', '', '%', '.'], [(17, 3), (17, 4), (15, 8)], [False, False, True, False], 84, False, [False, False, False, True], 1232, 'East', (15, 5))
Element 9: (1, (15, 5), ['', '', '.', '.'], [(16, 3), (18, 4), (15, 7)], [False, False, False, False], 82, False, [False, False, True, True], 1251, 'East', (16, 5))
Element 10: (1, (16, 5), ['', 'G', '.', ''], [(16, 4), (18, 5), (15, 6)], [False, False, False, False], 80, False, [False, False, True, False], 1270, 'North', (16, 6))
Element 11: (1, (16, 6), ['', '', '%', ''], [(17, 4), (17, 5), (15, 5)], [False, False, True, False], 78, False, [False, False, False, False], 1279, 'East', (17, 6))
Element 12: (1, (17, 6), ['', '', '', '%'], [(16, 4), (16, 5), (15, 4)], [False, False, False, True], 76, False, [False, False, False, False], 1278, 'North', (17, 7))
Element 13: (1, (17, 7), ['%', '', '%', ''], [(16, 5), (16, 6), (14, 4)], [True, False, True, False], 74, False, [False, False, False, False], 1277, 'East', (18, 7))
Element 14: (1, (18, 7), ['', '%', '%', '%'], [(16, 6), (17, 6), (14, 5)], [False, True, True, True], 72, False, [False, False, False, False], 1276, 'West', (17, 7))
Element 15: (1, (17, 7), ['%', '', '%', ''], [(15, 6), (17, 5), (13, 5)], [True, False, True, False], 70, False, [False, False, False, False], 1275, 'South', (17, 6))
