Element 1: (1, (9, 3), ['.', 'F', '.', '.'], [(6, 11), (18, 3), (18, 10)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (9, 2))
Element 2: (1, (9, 2), ['.', '.', '', '.'], [(6, 12), (18, 4), (18, 11)], [False, False, False, False], 96, False, [True, True, False, True], 1038, 'East', (10, 2))
Element 3: (1, (10, 2), ['', '%', '.', '.'], [(7, 12), (18, 5), (18, 12)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (11, 2))
Element 4: (1, (11, 2), ['', '.', '.', '.'], [(8, 12), (17, 5), (18, 13)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (12, 2))
Element 5: (1, (12, 2), ['', '.', '%', '.'], [(9, 12), (17, 6), (17, 13)], [False, False, True, False], 90, False, [False, True, False, True], 1155, 'East', (13, 2))
Element 6: (1, (13, 2), ['', '.', '.', '.'], [(10, 12), (17, 7), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (14, 2))
Element 7: (1, (14, 2), ['', '.', '.', '%'], [(11, 12), (18, 7), (17, 11)], [False, False, False, True], 86, False, [False, True, True, False], 1233, 'North', (14, 3))
Element 8: (1, (14, 3), ['.', '', '.', '%'], [(12, 12), (17, 7), (17, 10)], [False, False, False, True], 84, False, [True, False, True, False], 1262, 'North', (14, 4))
Element 9: (1, (14, 4), ['.', '', '.', '.'], [(13, 12), (17, 6), (17, 9)], [False, False, False, False], 82, False, [True, False, True, True], 1291, 'East', (15, 4))
Element 10: (1, (15, 4), ['', '%', '.', '.'], [(13, 13), (16, 6), (16, 9)], [False, True, False, False], 80, False, [False, False, True, True], 1330, 'East', (16, 4))
Element 11: (1, (16, 4), ['', '.', 'G', '.'], [(14, 13), (16, 5), (16, 10)], [False, False, False, False], 78, False, [False, True, False, True], 1369, 'East', (17, 4))
Element 12: (1, (17, 4), ['', '.', '', ''], [(15, 13), (15, 5), (16, 11)], [False, False, False, False], 76, False, [False, True, False, False], 1408, 'South', (17, 3))
Element 13: (1, (17, 3), ['.', '%', '', ''], [(16, 13), (15, 6), (16, 12)], [False, True, False, False], 74, False, [True, False, False, False], 1447, 'West', (16, 3))
Element 14: (1, (16, 3), ['%', '%', '', ''], [(17, 13), (15, 7), (15, 12)], [True, True, False, False], 72, False, [False, False, False, False], 1476, 'East', (17, 3))
Element 15: (1, (17, 3), ['', '%', '', ''], [(18, 13), (15, 8), (15, 13)], [False, True, False, False], 70, False, [False, False, False, False], 1485, 'East', (18, 3))
Element 16: (1, (18, 3), ['', '%', '', '%'], [(18, 12), (14, 8), (16, 13)], [False, True, False, True], 68, False, [False, False, False, False], 1494, 'North', (18, 4))
Element 17: (1, (18, 4), ['', '', '', '%'], [(18, 11), (14, 7), (15, 13)], [False, False, False, True], 66, False, [False, False, False, False], 1503, 'North', (18, 5))
Element 18: (1, (18, 5), ['', '', '%', '%'], [(18, 10), (14, 8), (14, 13)], [False, False, True, True], 64, False, [False, False, False, False], 1502, 'West', (17, 5))
Element 19: (1, (17, 5), ['', '', '', ''], [(17, 10), (13, 8), (13, 13)], [False, False, False, False], 62, False, [False, False, False, False], 1511, 'North', (17, 6))
Element 20: (1, (17, 6), ['', '', '', '%'], [(17, 11), (14, 8), (12, 13)], [False, False, False, True], 60, False, [False, False, False, False], 1520, 'North', (17, 7))
Element 21: (1, (17, 7), ['%', '', '%', ''], [(17, 12), (15, 8), (12, 12)], [True, False, True, False], 58, False, [False, False, False, False], 1519, 'East', (18, 7))
Element 22: (1, (18, 7), ['', '%', '%', '%'], [(16, 12), (15, 7), (12, 11)], [False, True, True, True], 56, False, [False, False, False, False], 1528, 'West', (17, 7))
Element 23: (1, (17, 7), ['%', '', '%', ''], [(16, 11), (14, 7), (13, 11)], [True, False, True, False], 54, False, [False, False, False, False], 1537, 'South', (17, 6))
Element 24: (1, (17, 6), ['', '', '', '%'], [(16, 10), (15, 7), (13, 12)], [False, False, False, True], 52, False, [False, False, False, False], 1536, 'West', (16, 6))
Element 25: (1, (16, 6), ['G', '', '%', ''], [(16, 9), (15, 6), (13, 11)], [False, False, True, False], 50, False, [False, False, False, False], 1535, 'South', (16, 5))
Element 26: (1, (16, 5), ['G', '', '', ''], [(17, 9), (15, 5), (12, 11)], [False, False, False, False], 48, False, [False, False, False, False], 1534, 'North', (16, 6))
Element 27: (1, (16, 6), ['', '', '%', ''], [(16, 9), (14, 5), (12, 12)], [False, False, True, False], 46, False, [False, False, False, False], 1543, 'East', (17, 6))
Element 28: (1, (17, 6), ['', '', '', '%'], [(16, 10), (13, 5), (13, 12)], [False, False, False, True], 44, False, [False, False, False, False], 1552, 'South', (17, 5))
Element 29: (1, (17, 5), ['', '', '', ''], [(16, 11), (13, 6), (12, 12)], [False, False, False, False], 42, False, [False, False, False, False], 1561, 'West', (16, 5))
Element 30: (1, (16, 5), ['', '', '', ''], [(16, 12), (12, 6), (11, 12)], [False, False, False, False], 40, False, [False, False, False, False], 1570, 'East', (17, 5))
Element 31: (1, (17, 5), ['', '', '', ''], [(15, 12), (12, 5), (10, 12)], [False, False, False, False], 38, False, [False, False, False, False], 1579, 'East', (18, 5))
Element 32: (1, (18, 5), ['', '', '%', '%'], [(16, 12), (12, 4), (10, 13)], [False, False, True, True], 36, False, [False, False, False, False], 1598, 'South', (18, 4))
Element 33: (1, (18, 4), ['', '', '', '%'], [(17, 12), (13, 4), (9, 13)], [False, False, False, True], 34, False, [False, False, False, False], 1617, 'South', (18, 3))
Element 34: (1, (18, 3), ['', '%', '', '%'], [(17, 11), (13, 3), (9, 12)], [False, True, False, True], 32, False, [False, False, False, False], 1626, 'West', (17, 3))
Element 35: (1, (17, 3), ['', '%', '', ''], [(16, 11), (14, 3), (8, 12)], [False, True, False, False], 30, False, [False, False, False, False], 1625, 'North', (17, 4))
Element 36: (1, (17, 4), ['', '', '', ''], [(17, 11), (14, 4), (7, 12)], [False, False, False, False], 28, False, [False, False, False, False], 1624, 'East', (18, 4))
Element 37: (1, (18, 4), ['', '', '', '%'], [(17, 10), (15, 4), (7, 13)], [False, False, False, True], 26, False, [False, False, False, False], 1633, 'West', (17, 4))
Element 38: (1, (17, 4), ['G', '', '', ''], [(17, 9), (16, 4), (6, 13)], [False, False, False, False], 24, False, [False, False, False, False], 1642, 'North', (17, 5))
Element 39: (1, (17, 5), ['', 'G', '', ''], [(17, 10), (17, 4), (5, 13)], [False, False, False, False], 22, False, [False, False, False, False], 1651, 'West', (16, 5))
Element 40: (1, (16, 5), ['', '', '', ''], [(16, 10), (17, 3), (5, 12)], [False, False, False, False], 20, False, [False, False, False, False], 1660, 'South', (16, 4))
Element 41: (1, (16, 4), ['', 'G', '', ''], [(17, 10), (16, 3), (4, 12)], [False, False, False, False], 18, False, [False, False, False, False], 1669, 'West', (15, 4))
Element 42: (1, (15, 4), ['', '%', '', ''], [(18, 10), (17, 3), (4, 13)], [False, True, False, False], 16, False, [False, False, False, False], 1678, 'East', (16, 4))
Element 43: (1, (16, 4), ['', '', '', 'G'], [(18, 11), (17, 4), (3, 13)], [False, False, False, False], 14, False, [False, False, False, False], 1687, 'West', (15, 4))
Element 44: (1, (15, 4), ['', '%', '', 'G'], [(17, 11), (16, 4), (3, 12)], [False, True, False, False], 12, False, [False, False, False, False], 1696, 'North', (15, 5))
Element 45: (1, (15, 5), ['', '', '', ''], [(18, 11), (16, 3), (2, 12)], [False, False, False, False], 10, False, [False, False, False, False], 1705, 'North', (15, 6))
Element 46: (1, (15, 6), ['%', '', '', ''], [(18, 12), (16, 4), (2, 11)], [True, False, False, False], 8, False, [False, False, False, False], 2704, 'North', (15, 7))
Element 47: (1, (15, 7), ['', '', '', '%'], [(17, 12), (15, 4), (1, 11)], [False, False, False, True], 6, False, [False, False, False, False], 3703, 'North', (15, 8))
Element 48: (1, (15, 8), ['', '', '%', '%'], [(18, 12), (14, 4), (1, 12)], [False, False, True, True], 4, False, [False, False, False, False], 3712, 'West', (14, 8))
Element 49: (1, (14, 8), ['', '', '%', ''], [(18, 13), (14, 3), (1, 13)], [False, False, True, False], 2, False, [False, False, False, False], 3721, 'South', (14, 7))
Element 50: (1, (14, 7), ['%', '%', '', ''], [(18, 13), (14, 2), (1, 12)], [True, True, False, False], 0, False, [False, False, False, False], 3720, 'Stop', (14, 7))
Element 51: #0#
