Element 1: (2, (5, 11), ['G', '%', '.', '.'], [(13, 6), (4, 11), (11, 4)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (6, 11))
Element 22: (2, (16, 11), ['%', '.', '', ''], [(14, 8), (18, 12), (16, 6)], [True, False, False, False], 56, False, [False, True, False, False], 578, 'South', (16, 10))
Element 23: (2, (16, 10), ['%', '.', '', ''], [(15, 8), (18, 13), (16, 5)], [True, False, False, False], 54, False, [False, True, False, False], 587, 'South', (16, 9))
Element 24: (2, (16, 9), ['%', '%', '', '.'], [(15, 7), (17, 13), (15, 5)], [True, True, False, False], 52, False, [False, False, False, True], 596, 'East', (17, 9))
Element 25: (2, (17, 9), ['', '%', '', '%'], [(14, 7), (16, 13), (15, 6)], [False, True, False, True], 50, False, [False, False, False, False], 605, 'West', (16, 9))
Element 26: (2, (16, 9), ['%', '%', '', ''], [(14, 8), (17, 13), (15, 7)], [True, True, False, False], 48, False, [False, False, False, False], 604, 'North', (16, 10))
Element 27: (2, (16, 10), ['%', '', '', ''], [(14, 7), (18, 13), (15, 8)], [True, False, False, False], 46, False, [False, False, False, False], 603, 'North', (16, 11))
Element 28: (2, (16, 11), ['%', '', '', ''], [(14, 7), (18, 12), (14, 8)], [True, False, False, False], 44, False, [False, False, False, False], 602, 'North', (16, 12))
Element 29: (2, (16, 12), ['', '', '', ''], [(14, 7), (18, 11), (13, 8)], [False, False, False, False], 42, False, [False, False, False, False], 601, 'East', (17, 12))
Element 30: (2, (17, 12), ['', '', '', ''], [(14, 7), (18, 10), (14, 8)], [False, False, False, False], 40, False, [False, False, False, False], 600, 'West', (16, 12))
Element 31: (2, (16, 12), ['', '', '', ''], [(14, 7), (17, 10), (15, 8)], [False, False, False, False], 38, False, [False, False, False, False], 599, 'West', (15, 12))
Element 32: (2, (15, 12), ['%', '%', '', ''], [(14, 7), (17, 11), (15, 7)], [True, True, False, False], 36, False, [False, False, False, False], 598, 'East', (16, 12))
Element 33: (2, (16, 12), ['', 'G', '', ''], [(14, 7), (16, 11), (15, 6)], [False, False, False, False], 34, False, [False, False, False, False], 597, 'West', (15, 12))
Element 34: (2, (15, 12), ['%', '%', '', ''], [(14, 7), (16, 10), (15, 7)], [True, True, False, False], 32, False, [False, False, False, False], 596, 'Stop', (15, 12))
Element 35: (2, (15, 12), ['%', '%', '', ''], [(14, 8), (16, 9), (15, 6)], [True, True, False, False], 30, False, [False, False, False, False], 595, 'Stop', (15, 12))
Element 36: (2, (15, 12), ['%', '%', '', ''], [(13, 8), (17, 9), (15, 5)], [True, True, False, False], 28, False, [False, False, False, False], 594, 'North', (15, 13))
Element 37: (2, (15, 13), ['', '', '%', ''], [(14, 8), (16, 9), (14, 5)], [False, False, True, False], 26, False, [False, False, False, False], 593, 'South', (15, 12))
Element 38: (2, (15, 12), ['%', '%', '', ''], [(13, 8), (16, 10), (13, 5)], [True, True, False, False], 24, False, [False, False, False, False], 592, 'North', (15, 13))
Element 39: (2, (15, 13), ['', '', '%', ''], [(14, 8), (16, 11), (12, 5)], [False, False, True, False], 22, False, [False, False, False, False], 601, 'South', (15, 12))
Element 40: (2, (15, 12), ['%', '%', '', ''], [(14, 7), (17, 11), (12, 6)], [True, True, False, False], 20, False, [False, False, False, False], 600, 'Stop', (15, 12))
Element 41: (2, (15, 12), ['%', '%', '', ''], [(14, 7), (17, 10), (11, 6)], [True, True, False, False], 18, False, [False, False, False, False], 609, 'Stop', (15, 12))
Element 42: (2, (15, 12), ['%', '%', '', ''], [(14, 8), (17, 9), (12, 6)], [True, True, False, False], 16, False, [False, False, False, False], 608, 'Stop', (15, 12))
Element 43: (2, (15, 12), ['%', '%', '', ''], [(14, 7), (17, 10), (13, 6)], [True, True, False, False], 14, False, [False, False, False, False], 607, 'Stop', (15, 12))
Element 44: (2, (15, 12), ['%', '%', '', ''], [(14, 8), (16, 10), (12, 6)], [True, True, False, False], 12, False, [False, False, False, False], 606, 'East', (16, 12))
Element 45: (2, (16, 12), ['', '', '', ''], [(14, 7), (17, 10), (12, 5)], [False, False, False, False], 10, False, [False, False, False, False], 605, 'East', (17, 12))
Element 46: (2, (17, 12), ['', '', '', ''], [(14, 7), (18, 10), (13, 5)], [False, False, False, False], 8, False, [False, False, False, False], 604, 'East', (18, 12))
Element 47: (2, (18, 12), ['', 'G', '', '%'], [(14, 7), (18, 11), (13, 6)], [False, False, False, True], 6, False, [False, False, False, False], 603, 'North', (18, 13))
Element 48: (2, (18, 13), ['', '', '%', '%'], [(15, 7), (17, 11), (13, 5)], [False, False, True, True], 4, False, [False, False, False, False], 602, 'West', (17, 13))
Element 49: (2, (17, 13), ['', '', '%', ''], [(15, 8), (18, 11), (14, 5)], [False, False, True, False], 2, False, [False, False, False, False], 601, 'South', (17, 12))
Element 50: (2, (17, 12), ['', '', '', ''], [(15, 8), (18, 11), (15, 5)], [False, False, False, False], 0, False, [False, False, False, False], 600, 'Stop', (17, 12))
Element 51: #0#
