Element 1: (3, (17, 1), ['%', '%', '%', '.'], [(3, 1), (6, 1), (14, 3)], [True, True, True, False], 98, False, [False, False, False, True], 29, 'East', (18, 1))
Element 2: (3, (18, 1), ['', '%', '%', '%'], [(4, 1), (7, 1), (14, 4)], [False, True, True, True], 96, False, [False, False, False, False], 68, 'West', (17, 1))
Element 3: (3, (17, 1), ['%', '%', '%', ''], [(4, 2), (8, 1), (15, 4)], [True, True, True, False], 94, False, [False, False, False, False], 97, 'Stop', (17, 1))
Element 4: (3, (17, 1), ['%', '%', '%', ''], [(5, 2), (9, 1), (16, 4)], [True, True, True, False], 92, False, [False, False, False, False], 126, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(6, 2), (9, 2), (17, 4)], [False, True, True, True], 90, False, [False, False, False, False], 1145, 'West', (17, 1))
Element 6: (3, (17, 1), ['%', '%', '%', ''], [(7, 2), (10, 2), (18, 4)], [True, True, True, False], 88, False, [False, False, False, False], 1174, 'Stop', (17, 1))
Element 7: (3, (17, 1), ['%', '%', '%', ''], [(8, 2), (11, 2), (18, 5)], [True, True, True, False], 86, False, [False, False, False, False], 1203, 'East', (18, 1))
Element 8: (3, (18, 1), ['', '%', '%', '%'], [(8, 3), (12, 2), (17, 5)], [False, True, True, True], 84, False, [False, False, False, False], 1232, 'West', (17, 1))
Element 9: (3, (17, 1), ['%', '%', '%', ''], [(9, 3), (13, 2), (17, 6)], [True, True, True, False], 82, False, [False, False, False, False], 1261, 'Stop', (17, 1))
Element 10: (3, (17, 1), ['%', '%', '%', ''], [(10, 3), (13, 3), (17, 7)], [True, True, True, False], 80, False, [False, False, False, False], 1290, 'East', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(11, 3), (13, 4), (18, 7)], [False, True, True, True], 78, False, [False, False, False, False], 1319, 'West', (17, 1))
Element 12: (3, (17, 1), ['%', '%', '%', ''], [(11, 4), (13, 5), (17, 7)], [True, True, True, False], 76, False, [False, False, False, False], 1338, 'Stop', (17, 1))
Element 13: (3, (17, 1), ['%', '%', '%', ''], [(12, 4), (14, 5), (17, 6)], [True, True, True, False], 74, False, [False, False, False, False], 1357, 'East', (18, 1))
Element 14: (3, (18, 1), ['', '%', '%', '%'], [(12, 5), (15, 5), (16, 6)], [False, True, True, True], 72, False, [False, False, False, False], 1386, 'West', (17, 1))
Element 15: (3, (17, 1), ['%', '%', '%', ''], [(12, 6), (16, 5), (15, 6)], [True, True, True, False], 70, False, [False, False, False, False], 1415, 'Stop', (17, 1))
Element 16: (3, (17, 1), ['%', '%', '%', ''], [(13, 6), (17, 5), (15, 7)], [True, True, True, False], 68, False, [False, False, False, False], 1434, 'East', (18, 1))
Element 17: (3, (18, 1), ['', '%', '%', '%'], [(13, 5), (18, 5), (15, 8)], [False, True, True, True], 66, False, [False, False, False, False], 1443, 'West', (17, 1))
Element 18: (3, (17, 1), ['%', '%', '%', ''], [(14, 5), (18, 4), (14, 8)], [True, True, True, False], 64, False, [False, False, False, False], 1452, 'Stop', (17, 1))
Element 19: (3, (17, 1), ['%', '%', '%', ''], [(15, 5), (18, 3), (14, 7)], [True, True, True, False], 62, False, [False, False, False, False], 1471, 'East', (18, 1))
Element 20: (3, (18, 1), ['', '%', '%', '%'], [(16, 5), (17, 3), (14, 8)], [False, True, True, True], 60, False, [False, False, False, False], 1480, 'West', (17, 1))
Element 21: (3, (17, 1), ['%', '%', '%', ''], [(17, 5), (16, 3), (13, 8)], [True, True, True, False], 58, False, [False, False, False, False], 1499, 'Stop', (17, 1))
Element 22: (3, (17, 1), ['%', '%', '%', ''], [(18, 5), (16, 4), (14, 8)], [True, True, True, False], 56, False, [False, False, False, False], 1498, 'East', (18, 1))
Element 23: (3, (18, 1), ['', '%', '%', '%'], [(18, 4), (17, 4), (15, 8)], [False, True, True, True], 54, False, [False, False, False, False], 1497, 'West', (17, 1))
Element 24: (3, (17, 1), ['%', '%', '%', ''], [(18, 3), (16, 4), (15, 7)], [True, True, True, False], 52, False, [False, False, False, False], 1496, 'Stop', (17, 1))
Element 25: (3, (17, 1), ['%', '%', '%', ''], [(17, 3), (15, 4), (14, 7)], [True, True, True, False], 50, False, [False, False, False, False], 1495, 'East', (18, 1))
Element 26: (3, (18, 1), ['', '%', '%', '%'], [(17, 4), (14, 4), (15, 7)], [False, True, True, True], 48, False, [False, False, False, False], 1494, 'West', (17, 1))
Element 27: (3, (17, 1), ['%', '%', '%', ''], [(16, 4), (14, 3), (15, 6)], [True, True, True, False], 46, False, [False, False, False, False], 1493, 'Stop', (17, 1))
Element 28: (3, (17, 1), ['%', '%', '%', ''], [(16, 3), (14, 2), (15, 5)], [True, True, True, False], 44, False, [False, False, False, False], 1492, 'East', (18, 1))
Element 29: (3, (18, 1), ['', '%', '%', '%'], [(16, 4), (14, 1), (16, 5)], [False, True, True, True], 42, False, [False, False, False, False], 1501, 'West', (17, 1))
Element 30: (3, (17, 1), ['%', '%', '%', ''], [(15, 4), (15, 1), (15, 5)], [True, True, True, False], 40, False, [False, False, False, False], 1510, 'Stop', (17, 1))
Element 31: (3, (17, 1), ['%', '%', '%', ''], [(14, 4), (14, 1), (14, 5)], [True, True, True, False], 38, False, [False, False, False, False], 1509, 'East', (18, 1))
Element 32: (3, (18, 1), ['', '%', '%', '%'], [(14, 3), (13, 1), (13, 5)], [False, True, True, True], 36, False, [False, False, False, False], 1518, 'West', (17, 1))
Element 33: (3, (17, 1), ['%', '%', '%', ''], [(14, 2), (12, 1), (13, 6)], [True, True, True, False], 34, False, [False, False, False, False], 1527, 'Stop', (17, 1))
Element 34: (3, (17, 1), ['%', '%', '%', ''], [(14, 1), (11, 1), (12, 6)], [True, True, True, False], 32, False, [False, False, False, False], 1536, 'East', (18, 1))
Element 35: (3, (18, 1), ['', '%', '%', '%'], [(15, 1), (12, 1), (11, 6)], [False, True, True, True], 30, False, [False, False, False, False], 1545, 'West', (17, 1))
Element 36: (3, (17, 1), ['%', '%', '%', ''], [(14, 1), (13, 1), (12, 6)], [True, True, True, False], 28, False, [False, False, False, False], 1544, 'Stop', (17, 1))
Element 37: (3, (17, 1), ['%', '%', '%', ''], [(14, 2), (14, 1), (12, 5)], [True, True, True, False], 26, False, [False, False, False, False], 1543, 'East', (18, 1))
Element 38: (3, (18, 1), ['', '%', '%', '%'], [(13, 2), (14, 2), (12, 4)], [False, True, True, True], 24, False, [False, False, False, False], 1542, 'West', (17, 1))
Element 39: (3, (17, 1), ['%', '%', '%', ''], [(13, 3), (14, 3), (13, 4)], [True, True, True, False], 22, False, [False, False, False, False], 1541, 'Stop', (17, 1))
Element 40: (3, (17, 1), ['%', '%', '%', ''], [(13, 2), (14, 4), (13, 3)], [True, True, True, False], 20, False, [False, False, False, False], 1540, 'East', (18, 1))
Element 41: (3, (18, 1), ['', '%', '%', '%'], [(13, 1), (15, 4), (13, 2)], [False, True, True, True], 18, False, [False, False, False, False], 1539, 'West', (17, 1))
Element 42: (3, (17, 1), ['%', '%', '%', ''], [(12, 1), (16, 4), (13, 1)], [True, True, True, False], 16, False, [False, False, False, False], 1538, 'Stop', (17, 1))
Element 43: (3, (17, 1), ['%', '%', '%', ''], [(12, 2), (16, 3), (14, 1)], [True, True, True, False], 14, False, [False, False, False, False], 1537, 'East', (18, 1))
Element 44: (3, (18, 1), ['', '%', '%', '%'], [(11, 2), (17, 3), (15, 1)], [False, True, True, True], 12, False, [False, False, False, False], 1536, 'West', (17, 1))
Element 45: (3, (17, 1), ['%', '%', '%', ''], [(11, 1), (17, 4), (14, 1)], [True, True, True, False], 10, False, [False, False, False, False], 1535, 'Stop', (17, 1))
Element 46: (3, (17, 1), ['%', '%', '%', ''], [(11, 2), (17, 3), (13, 1)], [True, True, True, False], 8, False, [False, False, False, False], 1534, 'East', (18, 1))
Element 47: (3, (18, 1), ['', '%', '%', '%'], [(10, 2), (18, 3), (12, 1)], [False, True, True, True], 6, False, [False, False, False, False], 1533, 'West', (17, 1))
Element 48: (3, (17, 1), ['%', '%', '%', ''], [(9, 2), (18, 4), (12, 2)], [True, True, True, False], 4, False, [False, False, False, False], 1532, 'Stop', (17, 1))
Element 49: (3, (17, 1), ['%', '%', '%', ''], [(9, 1), (17, 4), (11, 2)], [True, True, True, False], 2, False, [False, False, False, False], 1531, 'East', (18, 1))
Element 50: (3, (18, 1), ['', '%', '%', '%'], [(9, 1), (17, 4), (11, 2)], [False, True, True, True], 0, False, [False, False, False, False], 1530, 'Stop', (18, 1))
Element 51: #0#
