Element 1: (2, (9, 10), ['%', '%', '%', '.'], [(2, 2), (5, 11), (18, 11)], [True, True, True, False], 98, False, [False, False, False, True], 19, 'East', (10, 10))
Element 2: (2, (10, 10), ['', '%', '%', '%'], [(2, 3), (6, 11), (18, 12)], [False, True, True, True], 96, False, [False, False, False, False], 58, 'West', (9, 10))
Element 3: (2, (9, 10), ['%', '%', '%', ''], [(3, 3), (6, 12), (18, 13)], [True, True, True, False], 94, False, [False, False, False, False], 87, 'Stop', (9, 10))
Element 4: (2, (9, 10), ['%', '%', '%', ''], [(4, 3), (7, 12), (17, 13)], [True, True, True, False], 92, False, [False, False, False, False], 116, 'East', (10, 10))
Element 5: (2, (10, 10), ['', '%', '%', '%'], [(5, 3), (8, 12), (17, 12)], [False, True, True, True], 90, False, [False, False, False, False], 145, 'West', (9, 10))
Element 6: (2, (9, 10), ['%', '%', '%', ''], [(6, 3), (9, 12), (17, 11)], [True, True, True, False], 88, False, [False, False, False, False], 174, 'Stop', (9, 10))
Element 7: (2, (9, 10), ['%', '%', '%', ''], [(7, 3), (10, 12), (17, 10)], [True, True, True, False], 86, False, [False, False, False, False], 203, 'East', (10, 10))
Element 8: (2, (10, 10), ['', '%', '%', '%'], [(8, 3), (11, 12), (18, 10)], [False, True, True, True], 84, False, [False, False, False, False], 232, 'West', (9, 10))
Element 9: (2, (9, 10), ['%', '%', '%', ''], [(9, 3), (12, 12), (17, 10)], [True, True, True, False], 82, False, [False, False, False, False], 251, 'Stop', (9, 10))
Element 10: (2, (9, 10), ['%', '%', '%', ''], [(9, 2), (13, 12), (17, 9)], [True, True, True, False], 80, False, [False, False, False, False], 1270, 'East', (10, 10))
Element 11: (2, (10, 10), ['', '%', '%', '%'], [(10, 2), (13, 13), (16, 9)], [False, True, True, True], 78, False, [False, False, False, False], 1299, 'West', (9, 10))
Element 12: (2, (9, 10), ['%', '%', '%', ''], [(11, 2), (14, 13), (16, 10)], [True, True, True, False], 76, False, [False, False, False, False], 1328, 'Stop', (9, 10))
Element 13: (2, (9, 10), ['%', '%', '%', ''], [(12, 2), (15, 13), (16, 11)], [True, True, True, False], 74, False, [False, False, False, False], 1357, 'East', (10, 10))
Element 14: (2, (10, 10), ['', '%', '%', '%'], [(13, 2), (16, 13), (16, 12)], [False, True, True, True], 72, False, [False, False, False, False], 1386, 'West', (9, 10))
Element 15: (2, (9, 10), ['%', '%', '%', ''], [(14, 2), (17, 13), (15, 12)], [True, True, True, False], 70, False, [False, False, False, False], 1405, 'Stop', (9, 10))
Element 16: (2, (9, 10), ['%', '%', '%', ''], [(14, 3), (18, 13), (15, 13)], [True, True, True, False], 68, False, [False, False, False, False], 1414, 'East', (10, 10))
Element 17: (2, (10, 10), ['', '%', '%', '%'], [(14, 4), (18, 12), (16, 13)], [False, True, True, True], 66, False, [False, False, False, False], 1423, 'West', (9, 10))
Element 18: (2, (9, 10), ['%', '%', '%', ''], [(15, 4), (18, 11), (15, 13)], [True, True, True, False], 64, False, [False, False, False, False], 1432, 'Stop', (9, 10))
Element 19: (2, (9, 10), ['%', '%', '%', ''], [(16, 4), (18, 10), (14, 13)], [True, True, True, False], 62, False, [False, False, False, False], 1441, 'East', (10, 10))
Element 20: (2, (10, 10), ['', '%', '%', '%'], [(17, 4), (17, 10), (13, 13)], [False, True, True, True], 60, False, [False, False, False, False], 1450, 'West', (9, 10))
Element 21: (2, (9, 10), ['%', '%', '%', ''], [(18, 4), (17, 11), (12, 13)], [True, True, True, False], 58, False, [False, False, False, False], 1469, 'Stop', (9, 10))
Element 22: (2, (9, 10), ['%', '%', '%', ''], [(18, 5), (17, 12), (12, 12)], [True, True, True, False], 56, False, [False, False, False, False], 1478, 'East', (10, 10))
Element 23: (2, (10, 10), ['', '%', '%', '%'], [(17, 5), (16, 12), (12, 11)], [False, True, True, True], 54, False, [False, False, False, False], 1497, 'West', (9, 10))
Element 24: (2, (9, 10), ['%', '%', '%', ''], [(17, 6), (16, 11), (13, 11)], [True, True, True, False], 52, False, [False, False, False, False], 1516, 'Stop', (9, 10))
Element 25: (2, (9, 10), ['%', '%', '%', ''], [(17, 7), (16, 10), (13, 12)], [True, True, True, False], 50, False, [False, False, False, False], 1525, 'East', (10, 10))
Element 26: (2, (10, 10), ['', '%', '%', '%'], [(18, 7), (16, 9), (13, 11)], [False, True, True, True], 48, False, [False, False, False, False], 1534, 'West', (9, 10))
Element 27: (2, (9, 10), ['%', '%', '%', ''], [(17, 7), (17, 9), (12, 11)], [True, True, True, False], 46, False, [False, False, False, False], 1533, 'Stop', (9, 10))
Element 28: (2, (9, 10), ['%', '%', '%', ''], [(17, 6), (16, 9), (12, 12)], [True, True, True, False], 44, False, [False, False, False, False], 1532, 'East', (10, 10))
Element 29: (2, (10, 10), ['', '%', '%', '%'], [(16, 6), (16, 10), (13, 12)], [False, True, True, True], 42, False, [False, False, False, False], 1541, 'West', (9, 10))
Element 30: (2, (9, 10), ['%', '%', '%', ''], [(16, 5), (16, 11), (12, 12)], [True, True, True, False], 40, False, [False, False, False, False], 1550, 'Stop', (9, 10))
Element 31: (2, (9, 10), ['%', '%', '%', ''], [(15, 5), (16, 12), (11, 12)], [True, True, True, False], 38, False, [False, False, False, False], 1559, 'East', (10, 10))
Element 32: (2, (10, 10), ['', '%', '%', '%'], [(15, 6), (15, 12), (10, 12)], [False, True, True, True], 36, False, [False, False, False, False], 1568, 'West', (9, 10))
Element 33: (2, (9, 10), ['%', '%', '%', ''], [(15, 7), (16, 12), (10, 13)], [True, True, True, False], 34, False, [False, False, False, False], 1587, 'Stop', (9, 10))
Element 34: (2, (9, 10), ['%', '%', '%', ''], [(15, 8), (17, 12), (9, 13)], [True, True, True, False], 32, False, [False, False, False, False], 1606, 'East', (10, 10))
Element 35: (2, (10, 10), ['', '%', '%', '%'], [(14, 8), (17, 11), (9, 12)], [False, True, True, True], 30, False, [False, False, False, False], 1615, 'West', (9, 10))
Element 36: (2, (9, 10), ['%', '%', '%', ''], [(14, 7), (16, 11), (8, 12)], [True, True, True, False], 28, False, [False, False, False, False], 1624, 'Stop', (9, 10))
Element 37: (2, (9, 10), ['%', '%', '%', ''], [(14, 8), (17, 11), (7, 12)], [True, True, True, False], 26, False, [False, False, False, False], 1623, 'East', (10, 10))
Element 38: (2, (10, 10), ['', '%', '%', '%'], [(13, 8), (17, 10), (7, 13)], [False, True, True, True], 24, False, [False, False, False, False], 1642, 'West', (9, 10))
Element 39: (2, (9, 10), ['%', '%', '%', ''], [(14, 8), (17, 9), (6, 13)], [True, True, True, False], 22, False, [False, False, False, False], 1651, 'Stop', (9, 10))
