Element 1: (2, (4, 3), ['.', '', '.', '.'], [(13, 4), (5, 2), (11, 2)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (5, 3))
Element 2: (2, (5, 3), ['', '', '%', '.'], [(14, 4), (6, 2), (12, 2)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (6, 3))
Element 3: (2, (6, 3), ['', '', '.', '.'], [(15, 4), (7, 2), (13, 2)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (7, 3))
Element 4: (2, (7, 3), ['', '', '%', '.'], [(16, 4), (8, 2), (14, 2)], [False, False, True, False], 92, False, [False, False, False, True], 136, 'East', (8, 3))
Element 5: (2, (8, 3), ['', '', '.', '.'], [(17, 4), (9, 2), (14, 3)], [False, False, False, False], 90, False, [False, False, True, True], 1165, 'East', (9, 3))
Element 6: (2, (9, 3), ['', '', '.', '.'], [(18, 4), (10, 2), (13, 3)], [False, False, False, False], 88, False, [False, False, True, True], 1204, 'East', (10, 3))
Element 7: (2, (10, 3), ['', '', '.', '.'], [(18, 5), (11, 2), (13, 4)], [False, False, False, False], 86, False, [False, False, True, True], 1223, 'East', (11, 3))
Element 8: (2, (11, 3), ['', '', '.', '%'], [(17, 5), (11, 1), (13, 5)], [False, False, False, True], 84, False, [False, False, True, False], 1262, 'North', (11, 4))
Element 9: (2, (11, 4), ['.', '', '%', ''], [(17, 6), (12, 1), (14, 5)], [False, False, True, False], 82, False, [True, False, False, False], 1301, 'West', (10, 4))
Element 10: (2, (10, 4), ['.', '', 'F', ''], [(17, 7), (13, 1), (15, 5)], [False, False, False, False], 80, False, [True, False, False, False], 1340, 'North', (10, 5))
Element 11: (2, (10, 5), ['.', '', '%', '%'], [(18, 7), (14, 1), (16, 5)], [False, False, True, True], 78, False, [True, False, False, False], 2369, 'West', (9, 5))
Element 12: (2, (9, 5), ['.', '.', '.', ''], [(17, 7), (15, 1), (16, 6)], [False, False, False, False], 76, False, [True, True, True, False], 2398, 'North', (9, 6))
Element 13: (2, (9, 6), ['.', '', '.', '%'], [(17, 6), (14, 1), (15, 6)], [False, False, False, True], 74, False, [True, False, True, False], 2417, 'North', (9, 7))
Element 14: (2, (9, 7), ['%', '', '.', '.'], [(16, 6), (14, 2), (15, 7)], [True, False, False, False], 72, False, [False, False, True, True], 2436, 'East', (10, 7))
Element 15: (2, (10, 7), ['', '%', '.', '%'], [(16, 5), (14, 3), (15, 8)], [False, True, False, True], 70, False, [False, False, True, False], 2455, 'North', (10, 8))
Element 16: (2, (10, 8), ['.', '', '%', '%'], [(15, 5), (14, 4), (14, 8)], [False, False, True, True], 68, False, [True, False, False, False], 2474, 'West', (9, 8))
Element 17: (2, (9, 8), ['.', '', '%', ''], [(15, 6), (15, 4), (14, 7)], [False, False, True, False], 66, False, [True, False, False, False], 2493, 'West', (8, 8))
Element 18: (2, (8, 8), ['.', '%', '.', ''], [(15, 7), (16, 4), (14, 8)], [False, True, False, False], 64, False, [True, False, True, False], 2502, 'North', (8, 9))
Element 19: (2, (8, 9), ['.', '', '%', '%'], [(15, 8), (16, 3), (13, 8)], [False, False, True, True], 62, False, [True, False, False, False], 2531, 'West', (7, 9))
Element 20: (2, (7, 9), ['.', '.', '%', ''], [(15, 7), (17, 3), (14, 8)], [False, False, True, False], 60, False, [True, True, False, False], 2550, 'South', (7, 8))
Element 21: (2, (7, 8), ['.', '%', '', ''], [(14, 7), (18, 3), (15, 8)], [False, True, False, False], 58, False, [True, False, False, False], 2569, 'West', (6, 8))
Element 22: (2, (6, 8), ['.', '%', '.', ''], [(14, 8), (18, 4), (15, 7)], [False, True, False, False], 56, False, [True, False, True, False], 2578, 'North', (6, 9))
Element 23: (2, (6, 9), ['%', '', '%', ''], [(13, 8), (18, 5), (14, 7)], [True, False, True, False], 54, False, [False, False, False, False], 2587, 'South', (6, 8))
Element 24: (2, (6, 8), ['.', '%', '', ''], [(14, 8), (17, 5), (15, 7)], [False, True, False, False], 52, False, [True, False, False, False], 2586, 'West', (5, 8))
Element 25: (2, (5, 8), ['.', '%', '%', ''], [(14, 7), (17, 6), (15, 6)], [False, True, True, False], 50, False, [True, False, False, False], 2595, 'West', (4, 8))
Element 26: (2, (4, 8), ['%', '%', '%', ''], [(15, 7), (17, 7), (16, 6)], [True, True, True, False], 48, False, [False, False, False, False], 2604, 'East', (5, 8))
Element 27: (2, (5, 8), ['', '%', '%', ''], [(15, 6), (18, 7), (17, 6)], [False, True, True, False], 46, False, [False, False, False, False], 2603, 'East', (6, 8))
Element 28: (2, (6, 8), ['', '%', '', ''], [(15, 5), (18, 7), (17, 7)], [False, True, False, False], 44, False, [False, False, False, False], 2602, 'East', (7, 8))
Element 29: (2, (7, 8), ['', '%', '', ''], [(14, 5), (17, 7), (17, 6)], [False, True, False, False], 42, False, [False, False, False, False], 2601, 'North', (7, 9))
Element 30: (2, (7, 9), ['', '', '%', ''], [(13, 5), (17, 6), (17, 5)], [False, False, True, False], 40, False, [False, False, False, False], 2600, 'West', (6, 9))
Element 31: (2, (6, 9), ['%', '', '%', ''], [(13, 6), (17, 5), (18, 5)], [True, False, True, False], 38, False, [False, False, False, False], 2609, 'East', (7, 9))
Element 32: (2, (7, 9), ['', '', '%', ''], [(12, 6), (17, 5), (18, 4)], [False, False, True, False], 36, False, [False, False, False, False], 2618, 'East', (8, 9))
Element 33: (2, (8, 9), ['', '', '%', '%'], [(12, 5), (16, 5), (18, 3)], [False, False, True, True], 34, False, [False, False, False, False], 2627, 'South', (8, 8))
Element 34: (2, (8, 8), ['', '%', '', ''], [(12, 6), (16, 6), (17, 3)], [False, True, False, False], 32, False, [False, False, False, False], 2626, 'West', (7, 8))
Element 35: (2, (7, 8), ['', '%', '', ''], [(11, 6), (15, 6), (17, 4)], [False, True, False, False], 30, False, [False, False, False, False], 2635, 'East', (8, 8))
Element 36: (2, (8, 8), ['', '%', '', ''], [(12, 6), (15, 7), (16, 4)], [False, True, False, False], 28, False, [False, False, False, False], 2634, 'East', (9, 8))
Element 37: (2, (9, 8), ['', '', '%', ''], [(13, 6), (15, 8), (16, 3)], [False, False, True, False], 26, False, [False, False, False, False], 2633, 'East', (10, 8))
Element 38: (2, (10, 8), ['', '', '%', '%'], [(13, 5), (14, 8), (16, 4)], [False, False, True, True], 24, False, [False, False, False, False], 2632, 'South', (10, 7))
Element 39: (2, (10, 7), ['', '%', '', '%'], [(12, 5), (14, 7), (15, 4)], [False, True, False, True], 22, False, [False, False, False, False], 2631, 'West', (9, 7))
Element 40: (2, (9, 7), ['%', '', '', ''], [(13, 5), (14, 8), (14, 4)], [True, False, False, False], 20, False, [False, False, False, False], 2630, 'North', (9, 8))
Element 41: (2, (9, 8), ['', '', '%', ''], [(14, 5), (13, 8), (15, 4)], [False, False, True, False], 18, False, [False, False, False, False], 2629, 'South', (9, 7))
Element 42: (2, (9, 7), ['%', '', '', ''], [(15, 5), (14, 8), (16, 4)], [True, False, False, False], 16, False, [False, False, False, False], 2628, 'South', (9, 6))
Element 43: (2, (9, 6), ['.', '', '', '%'], [(16, 5), (15, 8), (17, 4)], [False, False, False, True], 14, False, [True, False, False, False], 2627, 'West', (8, 6))
Element 44: (2, (8, 6), ['%', '.', '%', ''], [(16, 6), (15, 7), (17, 3)], [True, False, True, False], 12, False, [False, True, False, False], 2636, 'South', (8, 5))
Element 45: (2, (8, 5), ['%', '.', '', ''], [(15, 6), (14, 7), (16, 3)], [True, False, False, False], 10, False, [False, True, False, False], 2645, 'South', (8, 4))
Element 46: (2, (8, 4), ['%', '', '', '.'], [(16, 6), (15, 7), (17, 3)], [True, False, False, False], 8, False, [False, False, False, True], 2654, 'East', (9, 4))
Element 47: (2, (9, 4), ['', '', '', ''], [(17, 6), (15, 6), (18, 3)], [False, False, False, False], 6, False, [False, False, False, False], 2663, 'West', (8, 4))
Element 48: (2, (8, 4), ['%', '', '', ''], [(17, 5), (15, 5), (18, 4)], [True, False, False, False], 4, False, [False, False, False, False], 2662, 'North', (8, 5))
Element 49: (2, (8, 5), ['%', '', '', ''], [(16, 5), (14, 5), (17, 4)], [True, False, False, False], 2, False, [False, False, False, False], 2661, 'North', (8, 6))
Element 50: (2, (8, 6), ['%', '', '%', ''], [(16, 5), (14, 5), (18, 4)], [True, False, True, False], 0, False, [False, False, False, False], 2660, 'Stop', (8, 6))
Element 51: #0#
