Element 1: (0, (1, 13), ['%', '.', '%', '%'], [(4, 6), (9, 10), (16, 9)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (1, 12))
Element 30: (0, (10, 13), ['', '', '%', '%'], [(16, 5), (9, 10), (8, 12)], [False, False, True, True], 40, False, [False, False, False, False], 3581, 'West', (9, 13))
Element 31: (0, (9, 13), ['%', '', '%', ''], [(15, 5), (9, 10), (7, 12)], [True, False, True, False], 38, False, [False, False, False, False], 3590, 'East', (10, 13))
Element 32: (0, (10, 13), ['', '', '%', '%'], [(15, 6), (10, 10), (7, 13)], [False, False, True, True], 36, False, [False, False, False, False], 3609, 'South', (10, 12))
Element 33: (0, (10, 12), ['', '%', '', ''], [(15, 7), (9, 10), (6, 13)], [False, True, False, False], 34, False, [False, False, False, False], 3628, 'West', (9, 12))
Element 34: (0, (9, 12), ['', '%', '', ''], [(15, 8), (9, 10), (5, 13)], [False, True, False, False], 32, False, [False, False, False, False], 3647, 'North', (9, 13))
Element 35: (0, (9, 13), ['%', '', '%', ''], [(14, 8), (10, 10), (4, 13)], [True, False, True, False], 30, False, [False, False, False, False], 3666, 'South', (9, 12))
Element 36: (0, (9, 12), ['', '%', '', ''], [(14, 7), (9, 10), (3, 13)], [False, True, False, False], 28, False, [False, False, False, False], 3685, 'West', (8, 12))
Element 37: (0, (8, 12), ['', '%', '%', ''], [(14, 8), (9, 10), (3, 12)], [False, True, True, False], 26, False, [False, False, False, False], 3684, 'West', (7, 12))
Element 38: (0, (7, 12), ['', '%', '', ''], [(13, 8), (10, 10), (4, 12)], [False, True, False, False], 24, False, [False, False, False, False], 3693, 'North', (7, 13))
Element 39: (0, (7, 13), ['', '', '%', '%'], [(14, 8), (9, 10), (4, 11)], [False, False, True, True], 22, False, [False, False, False, False], 3702, 'West', (6, 13))
Element 40: (0, (6, 13), ['', '', '%', ''], [(15, 8), (9, 10), (5, 11)], [False, False, True, False], 20, False, [False, False, False, False], 3711, 'West', (5, 13))
Element 41: (0, (5, 13), ['', '', '%', ''], [(15, 7), (10, 10), (6, 11)], [False, False, True, False], 18, False, [False, False, False, False], 3720, 'West', (4, 13))
Element 42: (0, (4, 13), ['', '', '%', ''], [(14, 7), (9, 10), (6, 12)], [False, False, True, False], 16, False, [False, False, False, False], 3719, 'West', (3, 13))
Element 43: (0, (3, 13), ['%', '', '%', ''], [(15, 7), (9, 10), (5, 12)], [True, False, True, False], 14, False, [False, False, False, False], 3718, 'East', (4, 13))
Element 44: (0, (4, 13), ['', '', '%', ''], [(15, 6), (10, 10), (6, 12)], [False, False, True, False], 12, False, [False, False, False, False], 3717, 'East', (5, 13))
Element 45: (0, (5, 13), ['', '', '%', ''], [(15, 5), (9, 10), (6, 11)], [False, False, True, False], 10, False, [False, False, False, False], 3716, 'East', (6, 13))
Element 46: (0, (6, 13), ['', '', '%', ''], [(14, 5), (9, 10), (5, 11)], [False, False, True, False], 8, False, [False, False, False, False], 3725, 'East', (7, 13))
Element 47: (0, (7, 13), ['', '', '%', '%'], [(13, 5), (10, 10), (5, 12)], [False, False, True, True], 6, False, [False, False, False, False], 3734, 'South', (7, 12))
Element 48: (0, (7, 12), ['', '%', '', ''], [(13, 6), (9, 10), (5, 11)], [False, True, False, False], 4, False, [False, False, False, False], 3743, 'West', (6, 12))
Element 49: (0, (6, 12), ['', '', '', ''], [(12, 6), (9, 10), (4, 11)], [False, False, False, False], 2, False, [False, False, False, False], 3752, 'North', (6, 13))
Element 50: (0, (6, 13), ['', '', '%', ''], [(12, 5), (10, 10), (4, 10)], [False, False, True, False], 0, False, [False, False, False, False], 3771, 'Stop', (6, 13))
Element 51: #0#
