Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(17, 1), (6, 12), (17, 10)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 27: (1, (6, 12), ['', '.', '', ''], [(18, 1), (16, 10), (11, 12)], [False, False, False, False], 46, False, [False, True, False, False], 2353, 'South', (6, 11))
Element 28: (1, (6, 11), ['.', '%', '', '%'], [(17, 1), (16, 11), (10, 12)], [False, True, False, True], 44, False, [True, False, False, False], 2362, 'West', (5, 11))
Element 29: (1, (5, 11), ['.', '%', '', ''], [(18, 1), (17, 11), (10, 13)], [False, True, False, False], 42, False, [True, False, False, False], 2371, 'West', (4, 11))
Element 30: (1, (4, 11), ['%', '.', '', ''], [(18, 1), (16, 11), (9, 13)], [True, False, False, False], 40, False, [False, True, False, False], 2380, 'South', (4, 10))
Element 31: (1, (4, 10), ['.', '%', '', '%'], [(17, 1), (16, 10), (9, 12)], [False, True, False, True], 38, False, [True, False, False, False], 2389, 'West', (3, 10))
Element 32: (1, (3, 10), ['', '%', '%', ''], [(18, 1), (16, 9), (8, 12)], [False, True, True, False], 36, False, [False, False, False, False], 2398, 'East', (4, 10))
Element 33: (1, (4, 10), ['', '%', '', '%'], [(18, 1), (17, 9), (7, 12)], [False, True, False, True], 34, False, [False, False, False, False], 2397, 'North', (4, 11))
Element 34: (1, (4, 11), ['%', '', '', ''], [(17, 1), (17, 10), (7, 13)], [True, False, False, False], 32, False, [False, False, False, False], 2396, 'East', (5, 11))
Element 35: (1, (5, 11), ['', '%', '', ''], [(18, 1), (16, 10), (6, 13)], [False, True, False, False], 30, False, [False, False, False, False], 2395, 'East', (6, 11))
Element 36: (1, (6, 11), ['', '%', 'G', '%'], [(18, 1), (17, 10), (6, 12)], [False, True, False, True], 28, False, [False, False, False, False], 2394, 'West', (5, 11))
Element 37: (1, (5, 11), ['', '%', '', 'G'], [(17, 1), (17, 11), (6, 11)], [False, True, False, False], 26, False, [False, False, False, False], 2393, 'North', (5, 12))
Element 38: (1, (5, 12), ['', 'G', '', ''], [(18, 1), (17, 10), (5, 11)], [False, False, False, False], 24, False, [False, False, False, False], 2392, 'North', (5, 13))
Element 39: (1, (5, 13), ['.', 'G', '%', ''], [(18, 1), (18, 10), (5, 12)], [False, False, True, False], 22, False, [True, False, False, False], 2391, 'East', (6, 13))
Element 40: (1, (6, 13), ['G', '', '%', ''], [(17, 1), (18, 11), (5, 13)], [False, False, True, False], 20, False, [False, False, False, False], 2390, 'South', (6, 12))
Element 41: (1, (6, 12), ['', '', '', ''], [(18, 1), (17, 11), (4, 13)], [False, False, False, False], 18, False, [False, False, False, False], 2399, 'North', (6, 13))
Element 42: (1, (6, 13), ['', '', '%', ''], [(18, 1), (18, 11), (3, 13)], [False, False, True, False], 16, False, [False, False, False, False], 2408, 'West', (5, 13))
Element 43: (1, (5, 13), ['', '', '%', ''], [(17, 1), (18, 12), (3, 12)], [False, False, True, False], 14, False, [False, False, False, False], 2407, 'West', (4, 13))
Element 44: (1, (4, 13), ['', 'G', '%', ''], [(18, 1), (17, 12), (4, 12)], [False, False, True, False], 12, False, [False, False, False, False], 2406, 'West', (3, 13))
Element 45: (1, (3, 13), ['%', '', '%', ''], [(18, 1), (17, 13), (4, 11)], [True, False, True, False], 10, False, [False, False, False, False], 2405, 'East', (4, 13))
Element 46: (1, (4, 13), ['', '', '%', ''], [(17, 1), (17, 12), (4, 10)], [False, False, True, False], 8, False, [False, False, False, False], 2404, 'East', (5, 13))
Element 47: (1, (5, 13), ['', '', '%', ''], [(18, 1), (17, 11), (3, 10)], [False, False, True, False], 6, False, [False, False, False, False], 2403, 'South', (5, 12))
Element 48: (1, (5, 12), ['', '', '', ''], [(18, 1), (17, 12), (2, 10)], [False, False, False, False], 4, False, [False, False, False, False], 2402, 'South', (5, 11))
Element 49: (1, (5, 11), ['', '%', '', ''], [(17, 1), (16, 12), (1, 10)], [False, True, False, False], 2, False, [False, False, False, False], 2411, 'North', (5, 12))
Element 50: (1, (5, 12), ['', '', '', ''], [(17, 1), (16, 13), (1, 11)], [False, False, False, False], 0, False, [False, False, False, False], 2410, 'Stop', (5, 12))
Element 51: #0#
