Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(17, 1), (6, 12), (17, 10)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 2: (1, (2, 11), ['F', '', '.', '%'], [(18, 1), (7, 12), (18, 10)], [False, False, False, True], 96, False, [False, False, True, False], 1028, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(18, 1), (8, 12), (18, 11)], [True, False, False, False], 94, False, [False, True, True, False], 2047, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', '.'], [(17, 1), (9, 12), (18, 12)], [True, False, False, False], 92, False, [False, False, True, True], 2076, 'East', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(18, 1), (10, 12), (18, 13)], [False, False, True, False], 90, False, [False, False, False, True], 2105, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(18, 1), (11, 12), (17, 13)], [False, True, False, False], 88, False, [False, False, True, True], 2134, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(17, 1), (12, 12), (17, 12)], [False, False, False, False], 86, False, [False, True, True, True], 2163, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', ''], [(18, 1), (13, 12), (17, 11)], [False, False, False, False], 84, False, [False, True, True, False], 2192, 'North', (5, 13))
Element 9: (1, (5, 13), ['.', '', '%', '.'], [(18, 1), (13, 13), (16, 11)], [False, False, True, False], 82, False, [True, False, False, True], 2221, 'East', (6, 13))
Element 10: (1, (6, 13), ['', '', '%', '.'], [(17, 1), (14, 13), (16, 12)], [False, False, True, False], 80, False, [False, False, False, True], 2250, 'East', (7, 13))
Element 11: (1, (7, 13), ['', '', '%', '%'], [(18, 1), (15, 13), (16, 13)], [False, False, True, True], 78, False, [False, False, False, False], 2279, 'South', (7, 12))
Element 12: (1, (7, 12), ['', '%', '', ''], [(18, 1), (15, 12), (15, 13)], [False, True, False, False], 76, False, [False, False, False, False], 2288, 'East', (8, 12))
Element 13: (1, (8, 12), ['', '%', '%', ''], [(17, 1), (16, 12), (15, 12)], [False, True, True, False], 74, False, [False, False, False, False], 2287, 'East', (9, 12))
Element 14: (1, (9, 12), ['', '%', '.', ''], [(18, 1), (17, 12), (15, 13)], [False, True, False, False], 72, False, [False, False, True, False], 2286, 'North', (9, 13))
Element 15: (1, (9, 13), ['%', '', '%', '.'], [(18, 1), (18, 12), (14, 13)], [True, False, True, False], 70, False, [False, False, False, True], 2295, 'East', (10, 13))
Element 16: (1, (10, 13), ['', '', '%', '%'], [(17, 1), (18, 13), (13, 13)], [False, False, True, True], 68, False, [False, False, False, False], 2304, 'South', (10, 12))
Element 17: (1, (10, 12), ['', '%', '', ''], [(18, 1), (17, 13), (12, 13)], [False, True, False, False], 66, False, [False, False, False, False], 2313, 'East', (11, 12))
Element 18: (1, (11, 12), ['', '%', '%', 'G'], [(18, 1), (16, 13), (12, 12)], [False, True, True, False], 64, False, [False, False, False, False], 2312, 'West', (10, 12))
Element 19: (1, (10, 12), ['', '%', '', ''], [(17, 1), (17, 13), (12, 11)], [False, True, False, False], 62, False, [False, False, False, False], 2321, 'North', (10, 13))
Element 20: (1, (10, 13), ['', '', '%', '%'], [(18, 1), (18, 13), (13, 11)], [False, False, True, True], 60, False, [False, False, False, False], 2330, 'West', (9, 13))
Element 21: (1, (9, 13), ['%', '', '%', ''], [(18, 1), (18, 12), (13, 12)], [True, False, True, False], 58, False, [False, False, False, False], 2329, 'South', (9, 12))
Element 22: (1, (9, 12), ['', '%', '', ''], [(17, 1), (18, 11), (13, 11)], [False, True, False, False], 56, False, [False, False, False, False], 2328, 'East', (10, 12))
Element 23: (1, (10, 12), ['', '%', '', ''], [(18, 1), (18, 10), (12, 11)], [False, True, False, False], 54, False, [False, False, False, False], 2327, 'West', (9, 12))
Element 24: (1, (9, 12), ['', '%', '', ''], [(18, 1), (17, 10), (12, 12)], [False, True, False, False], 52, False, [False, False, False, False], 2326, 'West', (8, 12))
Element 25: (1, (8, 12), ['', '%', '%', ''], [(17, 1), (17, 9), (13, 12)], [False, True, True, False], 50, False, [False, False, False, False], 2335, 'West', (7, 12))
Element 26: (1, (7, 12), ['', '%', '', ''], [(18, 1), (16, 9), (12, 12)], [False, True, False, False], 48, False, [False, False, False, False], 2344, 'West', (6, 12))
