Element 1: (3, (10, 10), ['.', '%', '%', '%'], [(7, 1), (2, 5), (3, 4)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (9, 10))
Element 2: (3, (9, 10), ['%', '%', '%', ''], [(8, 1), (3, 5), (4, 4)], [True, True, True, False], 96, False, [False, False, False, False], 68, 'East', (10, 10))
Element 3: (3, (10, 10), ['', '%', '%', '%'], [(9, 1), (4, 5), (4, 3)], [False, True, True, True], 94, False, [False, False, False, False], 97, 'Stop', (10, 10))
Element 4: (3, (10, 10), ['', '%', '%', '%'], [(9, 2), (5, 5), (5, 3)], [False, True, True, True], 92, False, [False, False, False, False], 1116, 'West', (9, 10))
Element 5: (3, (9, 10), ['%', '%', '%', ''], [(10, 2), (6, 5), (6, 3)], [True, True, True, False], 90, False, [False, False, False, False], 1145, 'East', (10, 10))
Element 6: (3, (10, 10), ['', '%', '%', '%'], [(11, 2), (6, 6), (7, 3)], [False, True, True, True], 88, False, [False, False, False, False], 1174, 'Stop', (10, 10))
Element 7: (3, (10, 10), ['', '%', '%', '%'], [(12, 2), (5, 6), (8, 3)], [False, True, True, True], 86, False, [False, False, False, False], 1203, 'West', (9, 10))
Element 8: (3, (9, 10), ['%', '%', '%', ''], [(13, 2), (4, 6), (9, 3)], [True, True, True, False], 84, False, [False, False, False, False], 1232, 'East', (10, 10))
Element 9: (3, (10, 10), ['', '%', '%', '%'], [(14, 2), (3, 6), (10, 3)], [False, True, True, True], 82, False, [False, False, False, False], 1261, 'Stop', (10, 10))
Element 10: (3, (10, 10), ['', '%', '%', '%'], [(14, 3), (3, 7), (11, 3)], [False, True, True, True], 80, False, [False, False, False, False], 1290, 'West', (9, 10))
Element 11: (3, (9, 10), ['%', '%', '%', ''], [(14, 4), (2, 7), (11, 4)], [True, True, True, False], 78, False, [False, False, False, False], 1319, 'East', (10, 10))
Element 12: (3, (10, 10), ['', '%', '%', '%'], [(15, 4), (2, 8), (12, 4)], [False, True, True, True], 76, False, [False, False, False, False], 2338, 'Stop', (10, 10))
Element 13: (3, (10, 10), ['', '%', '%', '%'], [(16, 4), (1, 8), (13, 4)], [False, True, True, True], 74, False, [False, False, False, False], 3357, 'West', (9, 10))
Element 14: (3, (9, 10), ['%', '%', '%', ''], [(17, 4), (1, 7), (13, 5)], [True, True, True, False], 72, False, [False, False, False, False], 3386, 'East', (10, 10))
Element 15: (3, (10, 10), ['', '%', '%', '%'], [(18, 4), (1, 6), (14, 5)], [False, True, True, True], 70, False, [False, False, False, False], 3415, 'Stop', (10, 10))
Element 16: (3, (10, 10), ['', '%', '%', '%'], [(18, 5), (2, 6), (15, 5)], [False, True, True, True], 68, False, [False, False, False, False], 3444, 'West', (9, 10))
Element 17: (3, (9, 10), ['%', '%', '%', ''], [(17, 5), (1, 6), (16, 5)], [True, True, True, False], 66, False, [False, False, False, False], 3463, 'East', (10, 10))
Element 18: (3, (10, 10), ['', '%', '%', '%'], [(17, 6), (1, 7), (16, 6)], [False, True, True, True], 64, False, [False, False, False, False], 3482, 'Stop', (10, 10))
Element 19: (3, (10, 10), ['', '%', '%', '%'], [(17, 7), (1, 8), (15, 6)], [False, True, True, True], 62, False, [False, False, False, False], 3501, 'West', (9, 10))
Element 20: (3, (9, 10), ['%', '%', '%', ''], [(18, 7), (2, 8), (15, 7)], [True, True, True, False], 60, False, [False, False, False, False], 3520, 'East', (10, 10))
Element 21: (3, (10, 10), ['', '%', '%', '%'], [(17, 7), (2, 7), (15, 8)], [False, True, True, True], 58, False, [False, False, False, False], 3529, 'Stop', (10, 10))
Element 22: (3, (10, 10), ['', '%', '%', '%'], [(17, 6), (2, 6), (14, 8)], [False, True, True, True], 56, False, [False, False, False, False], 3538, 'West', (9, 10))
Element 23: (3, (9, 10), ['%', '%', '%', ''], [(17, 5), (2, 7), (14, 7)], [True, True, True, False], 54, False, [False, False, False, False], 3547, 'East', (10, 10))
Element 24: (3, (10, 10), ['', '%', '%', '%'], [(18, 5), (1, 7), (14, 8)], [False, True, True, True], 52, False, [False, False, False, False], 3546, 'Stop', (10, 10))
Element 25: (3, (10, 10), ['', '%', '%', '%'], [(18, 4), (2, 7), (13, 8)], [False, True, True, True], 50, False, [False, False, False, False], 3555, 'West', (9, 10))
Element 26: (3, (9, 10), ['%', '%', '%', ''], [(18, 3), (3, 7), (14, 8)], [True, True, True, False], 48, False, [False, False, False, False], 3564, 'East', (10, 10))
Element 27: (3, (10, 10), ['', '%', '%', '%'], [(17, 3), (3, 6), (15, 8)], [False, True, True, True], 46, False, [False, False, False, False], 3573, 'Stop', (10, 10))
Element 28: (3, (10, 10), ['', '%', '%', '%'], [(16, 3), (2, 6), (15, 7)], [False, True, True, True], 44, False, [False, False, False, False], 3582, 'West', (9, 10))
Element 29: (3, (9, 10), ['%', '%', '%', ''], [(17, 3), (3, 6), (14, 7)], [True, True, True, False], 42, False, [False, False, False, False], 3581, 'East', (10, 10))
Element 30: (3, (10, 10), ['', '%', '%', '%'], [(18, 3), (4, 6), (15, 7)], [False, True, True, True], 40, False, [False, False, False, False], 3580, 'Stop', (10, 10))
Element 31: (3, (10, 10), ['', '%', '%', '%'], [(18, 4), (5, 6), (15, 6)], [False, True, True, True], 38, False, [False, False, False, False], 3579, 'West', (9, 10))
Element 32: (3, (9, 10), ['%', '%', '%', ''], [(17, 4), (6, 6), (16, 6)], [True, True, True, False], 36, False, [False, False, False, False], 3578, 'East', (10, 10))
Element 33: (3, (10, 10), ['', '%', '%', '%'], [(17, 5), (6, 5), (17, 6)], [False, True, True, True], 34, False, [False, False, False, False], 3577, 'Stop', (10, 10))
Element 34: (3, (10, 10), ['', '%', '%', '%'], [(17, 4), (6, 4), (17, 7)], [False, True, True, True], 32, False, [False, False, False, False], 3586, 'West', (9, 10))
Element 35: (3, (9, 10), ['%', '%', '%', ''], [(17, 3), (6, 3), (18, 7)], [True, True, True, False], 30, False, [False, False, False, False], 3585, 'East', (10, 10))
Element 36: (3, (10, 10), ['', '%', '%', '%'], [(17, 4), (6, 2), (17, 7)], [False, True, True, True], 28, False, [False, False, False, False], 3594, 'Stop', (10, 10))
Element 37: (3, (10, 10), ['', '%', '%', '%'], [(16, 4), (7, 2), (17, 6)], [False, True, True, True], 26, False, [False, False, False, False], 3603, 'West', (9, 10))
Element 38: (3, (9, 10), ['%', '%', '%', ''], [(16, 5), (8, 2), (17, 5)], [True, True, True, False], 24, False, [False, False, False, False], 3612, 'East', (10, 10))
Element 39: (3, (10, 10), ['', '%', '%', '%'], [(16, 6), (9, 2), (18, 5)], [False, True, True, True], 22, False, [False, False, False, False], 3611, 'Stop', (10, 10))
Element 40: (3, (10, 10), ['', '%', '%', '%'], [(15, 6), (10, 2), (18, 4)], [False, True, True, True], 20, False, [False, False, False, False], 3610, 'West', (9, 10))
Element 41: (3, (9, 10), ['%', '%', '%', ''], [(15, 7), (11, 2), (18, 3)], [True, True, True, False], 18, False, [False, False, False, False], 3609, 'East', (10, 10))
Element 42: (3, (10, 10), ['', '%', '%', '%'], [(15, 8), (11, 1), (17, 3)], [False, True, True, True], 16, False, [False, False, False, False], 3618, 'Stop', (10, 10))
Element 43: (3, (10, 10), ['', '%', '%', '%'], [(14, 8), (12, 1), (17, 4)], [False, True, True, True], 14, False, [False, False, False, False], 3627, 'West', (9, 10))
Element 44: (3, (9, 10), ['%', '%', '%', ''], [(14, 7), (13, 1), (16, 4)], [True, True, True, False], 12, False, [False, False, False, False], 3636, 'East', (10, 10))
Element 45: (3, (10, 10), ['', '%', '%', '%'], [(14, 8), (14, 1), (16, 3)], [False, True, True, True], 10, False, [False, False, False, False], 3645, 'Stop', (10, 10))
Element 46: (3, (10, 10), ['', '%', '%', '%'], [(13, 8), (15, 1), (16, 4)], [False, True, True, True], 8, False, [False, False, False, False], 3654, 'West', (9, 10))
Element 47: (3, (9, 10), ['%', '%', '%', ''], [(14, 8), (14, 1), (15, 4)], [True, True, True, False], 6, False, [False, False, False, False], 3653, 'East', (10, 10))
Element 48: (3, (10, 10), ['', '%', '%', '%'], [(15, 8), (14, 2), (14, 4)], [False, True, True, True], 4, False, [False, False, False, False], 3652, 'Stop', (10, 10))
Element 49: (3, (10, 10), ['', '%', '%', '%'], [(15, 7), (14, 3), (15, 4)], [False, True, True, True], 2, False, [False, False, False, False], 3651, 'West', (9, 10))
Element 50: (3, (9, 10), ['%', '%', '%', ''], [(15, 7), (14, 3), (15, 4)], [True, True, True, False], 0, False, [False, False, False, False], 3650, 'Stop', (9, 10))
Element 51: #0#
