Element 1: (2, (13, 8), ['%', '%', '%', '.'], [(8, 12), (4, 12), (16, 11)], [True, True, True, False], 98, False, [False, False, False, True], 19, 'East', (14, 8))
Element 2: (2, (14, 8), ['', '.', '%', '.'], [(9, 12), (5, 12), (17, 11)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (15, 8))
Element 3: (2, (15, 8), ['', '.', '%', '%'], [(10, 12), (6, 12), (18, 11)], [False, False, True, True], 94, False, [False, True, False, False], 97, 'South', (15, 7))
Element 4: (2, (15, 7), ['.', '.', '', '%'], [(11, 12), (6, 13), (18, 12)], [False, False, False, True], 92, False, [True, True, False, False], 136, 'South', (15, 6))
Element 5: (2, (15, 6), ['%', '.', '', '.'], [(12, 12), (7, 13), (18, 13)], [True, False, False, False], 90, False, [False, True, False, True], 175, 'East', (16, 6))
Element 6: (2, (16, 6), ['', '.', '%', '.'], [(13, 12), (7, 12), (17, 13)], [False, False, True, False], 88, False, [False, True, False, True], 204, 'East', (17, 6))
Element 7: (2, (17, 6), ['', '.', '.', '%'], [(13, 13), (8, 12), (17, 12)], [False, False, False, True], 86, False, [False, True, True, False], 233, 'North', (17, 7))
Element 8: (2, (17, 7), ['%', '', '%', '.'], [(14, 13), (9, 12), (16, 12)], [True, False, True, False], 84, False, [False, False, False, True], 262, 'East', (18, 7))
Element 9: (2, (18, 7), ['', '%', '%', '%'], [(15, 13), (9, 13), (16, 13)], [False, True, True, True], 82, False, [False, False, False, False], 301, 'West', (17, 7))
Element 10: (2, (17, 7), ['%', '', '%', ''], [(15, 12), (10, 13), (16, 12)], [True, False, True, False], 80, False, [False, False, False, False], 320, 'South', (17, 6))
Element 11: (2, (17, 6), ['', '.', '', '%'], [(16, 12), (10, 12), (16, 11)], [False, False, False, True], 78, False, [False, True, False, False], 319, 'South', (17, 5))
Element 12: (2, (17, 5), ['.', '.', '', '.'], [(17, 12), (11, 12), (17, 11)], [False, False, False, False], 76, False, [True, True, False, True], 328, 'East', (18, 5))
Element 13: (2, (18, 5), ['', '.', '%', '%'], [(18, 12), (12, 12), (16, 11)], [False, False, True, True], 74, False, [False, True, False, False], 337, 'South', (18, 4))
Element 14: (2, (18, 4), ['.', '.', '', '%'], [(18, 13), (12, 13), (16, 12)], [False, False, False, True], 72, False, [True, True, False, False], 356, 'South', (18, 3))
Element 15: (2, (18, 3), ['.', '%', '', '%'], [(17, 13), (13, 13), (16, 13)], [False, True, False, True], 70, False, [True, False, False, False], 365, 'West', (17, 3))
Element 16: (2, (17, 3), ['.', '%', '.', ''], [(16, 13), (14, 13), (15, 13)], [False, True, False, False], 68, False, [True, False, True, False], 374, 'North', (17, 4))
Element 17: (2, (17, 4), ['.', '', '', ''], [(17, 13), (15, 13), (15, 12)], [False, False, False, False], 66, False, [True, False, False, False], 383, 'West', (16, 4))
Element 18: (2, (16, 4), ['.', '.', '.', ''], [(18, 13), (16, 13), (16, 12)], [False, False, False, False], 64, False, [True, True, True, False], 392, 'North', (16, 5))
Element 19: (2, (16, 5), ['.', '', '', ''], [(18, 12), (17, 13), (15, 12)], [False, False, False, False], 62, False, [True, False, False, False], 401, 'West', (15, 5))
Element 20: (2, (15, 5), ['.', '.', '', ''], [(18, 11), (18, 13), (15, 13)], [False, False, False, False], 60, False, [True, True, False, False], 410, 'South', (15, 4))
Element 21: (2, (15, 4), ['.', '%', '', ''], [(18, 10), (18, 12), (15, 12)], [False, True, False, False], 58, False, [True, False, False, False], 429, 'West', (14, 4))
Element 22: (2, (14, 4), ['.', '.', '.', ''], [(17, 10), (18, 11), (15, 13)], [False, False, False, False], 56, False, [True, True, True, False], 448, 'North', (14, 5))
Element 23: (2, (14, 5), ['.', '', '%', ''], [(17, 9), (18, 10), (14, 13)], [False, False, True, False], 54, False, [True, False, False, False], 467, 'West', (13, 5))
Element 24: (2, (13, 5), ['.', '.', '.', ''], [(16, 9), (17, 10), (13, 13)], [False, False, False, False], 52, False, [True, True, True, False], 486, 'North', (13, 6))
Element 25: (2, (13, 6), ['.', '', '%', '%'], [(16, 10), (17, 11), (13, 12)], [False, False, True, True], 50, False, [True, False, False, False], 505, 'West', (12, 6))
Element 26: (2, (12, 6), ['.', '.', '%', ''], [(16, 11), (17, 12), (13, 11)], [False, False, True, False], 48, False, [True, True, False, False], 524, 'South', (12, 5))
