Element 1: (2, (4, 13), ['.', '', '%', '.'], [(7, 12), (5, 12), (18, 11)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (5, 13))
Element 22: (2, (18, 10), ['', '%', '', '%'], [(15, 13), (10, 12), (17, 9)], [False, True, False, True], 56, False, [False, False, False, False], 2388, 'West', (17, 10))
Element 23: (2, (17, 10), ['', '', '', ''], [(14, 13), (11, 12), (16, 9)], [False, False, False, False], 54, False, [False, False, False, False], 2387, 'North', (17, 11))
Element 24: (2, (17, 11), ['', '', '', ''], [(13, 13), (12, 12), (16, 10)], [False, False, False, False], 52, False, [False, False, False, False], 2386, 'North', (17, 12))
Element 25: (2, (17, 12), ['', '', '', ''], [(12, 13), (12, 11), (17, 10)], [False, False, False, False], 50, False, [False, False, False, False], 2395, 'West', (16, 12))
Element 26: (2, (16, 12), ['', '', '', ''], [(13, 13), (13, 11), (17, 11)], [False, False, False, False], 48, False, [False, False, False, False], 2404, 'South', (16, 11))
Element 27: (2, (16, 11), ['%', '', '', ''], [(13, 12), (12, 11), (17, 10)], [True, False, False, False], 46, False, [False, False, False, False], 2403, 'South', (16, 10))
Element 28: (2, (16, 10), ['%', '', '', ''], [(13, 11), (12, 12), (17, 11)], [True, False, False, False], 44, False, [False, False, False, False], 2402, 'South', (16, 9))
Element 29: (2, (16, 9), ['%', '%', '', ''], [(12, 11), (13, 12), (17, 12)], [True, True, False, False], 42, False, [False, False, False, False], 2401, 'East', (17, 9))
Element 30: (2, (17, 9), ['', '%', '', '%'], [(13, 11), (13, 13), (16, 12)], [False, True, False, True], 40, False, [False, False, False, False], 2400, 'West', (16, 9))
Element 31: (2, (16, 9), ['%', '%', '', ''], [(13, 12), (14, 13), (17, 12)], [True, True, False, False], 38, False, [False, False, False, False], 2399, 'North', (16, 10))
Element 32: (2, (16, 10), ['%', '', '', ''], [(12, 12), (15, 13), (17, 13)], [True, False, False, False], 36, False, [False, False, False, False], 2398, 'North', (16, 11))
Element 33: (2, (16, 11), ['%', '', '', ''], [(12, 13), (15, 12), (16, 13)], [True, False, False, False], 34, False, [False, False, False, False], 2397, 'North', (16, 12))
Element 34: (2, (16, 12), ['', '', '', ''], [(12, 12), (15, 13), (17, 13)], [False, False, False, False], 32, False, [False, False, False, False], 2396, 'West', (15, 12))
Element 35: (2, (15, 12), ['%', '%', '', ''], [(12, 11), (14, 13), (18, 13)], [True, True, False, False], 30, False, [False, False, False, False], 2395, 'East', (16, 12))
Element 36: (2, (16, 12), ['', '', '', ''], [(12, 12), (13, 13), (18, 12)], [False, False, False, False], 28, False, [False, False, False, False], 2394, 'East', (17, 12))
Element 37: (2, (17, 12), ['', '', '', ''], [(11, 12), (12, 13), (18, 11)], [False, False, False, False], 26, False, [False, False, False, False], 2393, 'South', (17, 11))
Element 38: (2, (17, 11), ['', '', '', ''], [(10, 12), (13, 13), (18, 12)], [False, False, False, False], 24, False, [False, False, False, False], 2392, 'West', (16, 11))
Element 39: (2, (16, 11), ['%', '', '', ''], [(10, 13), (13, 12), (18, 11)], [True, False, False, False], 22, False, [False, False, False, False], 2391, 'East', (17, 11))
Element 40: (2, (17, 11), ['', '', '', ''], [(9, 13), (12, 12), (18, 10)], [False, False, False, False], 20, False, [False, False, False, False], 2390, 'South', (17, 10))
Element 41: (2, (17, 10), ['', '', '', ''], [(10, 13), (11, 12), (18, 11)], [False, False, False, False], 18, False, [False, False, False, False], 2389, 'South', (17, 9))
Element 42: (2, (17, 9), ['', '%', '', '%'], [(10, 12), (12, 12), (17, 11)], [False, True, False, True], 16, False, [False, False, False, False], 2388, 'North', (17, 10))
Element 43: (2, (17, 10), ['', '', '', ''], [(9, 12), (12, 13), (18, 11)], [False, False, False, False], 14, False, [False, False, False, False], 2387, 'West', (16, 10))
Element 44: (2, (16, 10), ['%', '', '', ''], [(9, 13), (12, 12), (18, 11)], [True, False, False, False], 12, False, [False, False, False, False], 2386, 'East', (17, 10))
Element 45: (2, (17, 10), ['', '', '', ''], [(9, 12), (11, 12), (18, 12)], [False, False, False, False], 10, False, [False, False, False, False], 2385, 'East', (18, 10))
Element 46: (2, (18, 10), ['', '%', '', '%'], [(8, 12), (11, 12), (18, 13)], [False, True, False, True], 8, False, [False, False, False, False], 2384, 'North', (18, 11))
Element 47: (2, (18, 11), ['', '', '', '%'], [(7, 12), (10, 12), (17, 13)], [False, False, False, True], 6, False, [False, False, False, False], 2383, 'West', (17, 11))
Element 48: (2, (17, 11), ['', '', 'G', ''], [(6, 12), (9, 12), (17, 12)], [False, False, False, False], 4, False, [False, False, False, False], 2382, 'East', (18, 11))
Element 49: (2, (18, 11), ['G', '', '', '%'], [(6, 13), (8, 12), (17, 11)], [False, False, False, True], 2, False, [False, False, False, False], 2381, 'North', (18, 12))
Element 50: (2, (18, 12), ['', '', '', '%'], [(6, 13), (8, 12), (17, 10)], [False, False, False, True], 0, False, [False, False, False, False], 2380, 'Stop', (18, 12))
Element 51: #0#
