Element 1: (2, (10, 2), ['F', '%', '.', '.'], [(18, 1), (5, 13), (15, 7)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '.', ''], [(17, 1), (6, 13), (15, 8)], [False, False, False, False], 96, False, [True, True, True, False], 1038, 'North', (9, 3))
Element 3: (2, (9, 3), ['.', '', '.', '.'], [(17, 1), (7, 13), (14, 8)], [False, False, False, False], 94, False, [True, False, True, True], 1067, 'East', (10, 3))
Element 4: (2, (10, 3), ['', '', '.', '.'], [(18, 1), (7, 12), (14, 7)], [False, False, False, False], 92, False, [False, False, True, True], 1096, 'East', (11, 3))
Element 5: (2, (11, 3), ['', '.', '.', '%'], [(17, 1), (8, 12), (14, 8)], [False, False, False, True], 90, False, [False, True, True, False], 1115, 'North', (11, 4))
Element 6: (2, (11, 4), ['.', '', '%', '.'], [(17, 1), (9, 12), (13, 8)], [False, False, True, False], 88, False, [True, False, False, True], 1144, 'East', (12, 4))
Element 7: (2, (12, 4), ['', '%', '.', '.'], [(18, 1), (10, 12), (14, 8)], [False, True, False, False], 86, False, [False, False, True, True], 1163, 'East', (13, 4))
Element 8: (2, (13, 4), ['', '.', '.', '.'], [(17, 1), (11, 12), (15, 8)], [False, False, False, False], 84, False, [False, True, True, True], 1182, 'East', (14, 4))
Element 9: (2, (14, 4), ['', '.', '.', '.'], [(17, 1), (12, 12), (15, 7)], [False, False, False, False], 82, False, [False, True, True, True], 1201, 'East', (15, 4))
Element 10: (2, (15, 4), ['', '%', '.', '.'], [(18, 1), (13, 12), (15, 6)], [False, True, False, False], 80, False, [False, False, True, True], 1230, 'East', (16, 4))
Element 11: (2, (16, 4), ['', '.', '.', '.'], [(17, 1), (13, 13), (16, 6)], [False, False, False, False], 78, False, [False, True, True, True], 1259, 'East', (17, 4))
Element 12: (2, (17, 4), ['', '.', '.', '.'], [(17, 1), (14, 13), (17, 6)], [False, False, False, False], 76, False, [False, True, True, True], 1288, 'East', (18, 4))
Element 13: (2, (18, 4), ['', '.', '.', '%'], [(18, 1), (15, 13), (17, 7)], [False, False, False, True], 74, False, [False, True, True, False], 1317, 'North', (18, 5))
