Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(17, 11), (9, 10), (18, 1)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(18, 11), (10, 10), (17, 1)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(18, 12), (9, 10), (18, 1)], [True, False, True, False], 94, False, [False, True, False, False], 2047, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(18, 13), (9, 10), (18, 1)], [True, False, False, False], 92, False, [False, True, False, False], 2066, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(17, 13), (10, 10), (17, 1)], [True, False, False, False], 90, False, [False, True, False, True], 2085, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(17, 12), (9, 10), (18, 1)], [False, False, False, False], 88, False, [False, True, False, True], 2104, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(16, 12), (9, 10), (18, 1)], [False, False, False, False], 86, False, [False, True, True, True], 2123, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(16, 13), (10, 10), (17, 1)], [False, False, True, False], 84, False, [False, True, False, True], 2142, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(15, 13), (9, 10), (18, 1)], [False, False, True, False], 82, False, [False, True, False, True], 2161, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(15, 12), (9, 10), (18, 1)], [False, False, True, True], 80, False, [False, True, False, False], 2180, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(15, 13), (10, 10), (17, 1)], [False, False, False, True], 78, False, [True, True, False, False], 2189, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(14, 13), (9, 10), (18, 1)], [True, False, False, True], 76, False, [False, True, False, False], 2208, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '.', '', '.'], [(13, 13), (9, 10), (18, 1)], [False, False, False, False], 74, False, [True, True, False, True], 2227, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', '.'], [(13, 12), (10, 10), (17, 1)], [False, False, True, False], 72, False, [False, True, False, True], 2246, 'East', (8, 3))
Element 15: (1, (8, 3), ['', '.', '.', '.'], [(13, 11), (9, 10), (18, 1)], [False, False, False, False], 70, False, [False, True, True, True], 2265, 'East', (9, 3))
Element 16: (1, (9, 3), ['', 'F', '.', '.'], [(12, 11), (9, 10), (18, 1)], [False, False, False, False], 68, False, [False, False, True, True], 2284, 'South', (9, 2))
Element 17: (1, (9, 2), ['.', '.', '', '.'], [(12, 12), (10, 10), (17, 1)], [False, False, False, False], 66, False, [True, True, False, True], 3293, 'East', (10, 2))
