Element 1: (3, (16, 4), ['.', '.', '.', '.'], [(10, 8), (4, 11), (10, 7)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (17, 4))
Element 2: (3, (17, 4), ['', '.', '.', '.'], [(9, 8), (4, 12), (10, 8)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (18, 4))
Element 3: (3, (18, 4), ['', '.', '.', '%'], [(8, 8), (4, 13), (9, 8)], [False, False, False, True], 94, False, [False, True, True, False], 77, 'North', (18, 5))
Element 4: (3, (18, 5), ['.', '', '%', '%'], [(8, 9), (3, 13), (8, 8)], [False, False, True, True], 92, False, [True, False, False, False], 106, 'West', (17, 5))
Element 5: (3, (17, 5), ['.', '', '.', ''], [(7, 9), (3, 12), (7, 8)], [False, False, False, False], 90, False, [True, False, True, False], 145, 'North', (17, 6))
Element 6: (3, (17, 6), ['.', '', '.', '%'], [(6, 9), (2, 12), (6, 8)], [False, False, False, True], 88, False, [True, False, True, False], 184, 'North', (17, 7))
Element 7: (3, (17, 7), ['%', '', '%', '.'], [(7, 9), (2, 11), (5, 8)], [True, False, True, False], 86, False, [False, False, False, True], 1203, 'East', (18, 7))
Element 8: (3, (18, 7), ['', '%', '%', '%'], [(8, 9), (1, 11), (4, 8)], [False, True, True, True], 84, False, [False, False, False, False], 2222, 'West', (17, 7))
Element 9: (3, (17, 7), ['%', '', '%', ''], [(8, 8), (1, 12), (5, 8)], [True, False, True, False], 82, False, [False, False, False, False], 2231, 'South', (17, 6))
Element 10: (3, (17, 6), ['.', '', '', '%'], [(7, 8), (1, 13), (6, 8)], [False, False, False, True], 80, False, [True, False, False, False], 2240, 'West', (16, 6))
Element 11: (3, (16, 6), ['.', '.', '%', ''], [(8, 8), (1, 12), (6, 9)], [False, False, True, False], 78, False, [True, True, False, False], 2249, 'South', (16, 5))
Element 12: (3, (16, 5), ['.', '', '', ''], [(9, 8), (1, 11), (7, 9)], [False, False, False, False], 76, False, [True, False, False, False], 2258, 'West', (15, 5))
Element 13: (3, (15, 5), ['.', '.', '.', ''], [(9, 8), (1, 10), (8, 9)], [False, False, False, False], 74, False, [True, True, True, False], 2277, 'North', (15, 6))
Element 14: (3, (15, 6), ['%', '', '.', ''], [(10, 8), (2, 10), (7, 9)], [True, False, False, False], 72, False, [False, False, True, False], 2296, 'North', (15, 7))
Element 15: (3, (15, 7), ['.', '', '.', '%'], [(10, 7), (3, 10), (6, 9)], [False, False, False, True], 70, False, [True, False, True, False], 2315, 'North', (15, 8))
Element 16: (3, (15, 8), ['.', '', '%', '%'], [(9, 7), (2, 10), (6, 8)], [False, False, True, True], 68, False, [True, False, False, False], 2324, 'West', (14, 8))
Element 17: (3, (14, 8), ['.', '.', '%', ''], [(9, 6), (1, 10), (7, 8)], [False, False, True, False], 66, False, [True, True, False, False], 2343, 'South', (14, 7))
Element 18: (3, (14, 7), ['%', '%', '', ''], [(9, 5), (1, 11), (7, 9)], [True, True, False, False], 64, False, [False, False, False, False], 2362, 'North', (14, 8))
Element 19: (3, (14, 8), ['.', '', '%', ''], [(10, 5), (2, 11), (7, 8)], [False, False, True, False], 62, False, [True, False, False, False], 3361, 'West', (13, 8))
Element 20: (3, (13, 8), ['%', '%', '%', ''], [(10, 4), (2, 10), (8, 8)], [True, True, True, False], 60, False, [False, False, False, False], 3380, 'East', (14, 8))
Element 21: (3, (14, 8), ['', '', '%', ''], [(11, 4), (2, 11), (8, 9)], [False, False, True, False], 58, False, [False, False, False, False], 3389, 'East', (15, 8))
Element 22: (3, (15, 8), ['', '', '%', '%'], [(12, 4), (2, 12), (8, 8)], [False, False, True, True], 56, False, [False, False, False, False], 3398, 'South', (15, 7))
Element 23: (3, (15, 7), ['', '', '', '%'], [(13, 4), (1, 12), (9, 8)], [False, False, False, True], 54, False, [False, False, False, False], 3407, 'West', (14, 7))
Element 24: (3, (14, 7), ['%', '%', '', ''], [(14, 4), (2, 12), (10, 8)], [True, True, False, False], 52, False, [False, False, False, False], 3416, 'East', (15, 7))
Element 25: (3, (15, 7), ['', '', '', '%'], [(15, 4), (3, 12), (10, 7)], [False, False, False, True], 50, False, [False, False, False, False], 3425, 'South', (15, 6))
Element 26: (3, (15, 6), ['%', '', '', ''], [(16, 4), (3, 13), (9, 7)], [True, False, False, False], 48, False, [False, False, False, False], 3424, 'South', (15, 5))
Element 27: (3, (15, 5), ['.', '', '', ''], [(16, 3), (4, 13), (9, 6)], [False, False, False, False], 46, False, [True, False, False, False], 3433, 'South', (15, 4))
Element 28: (3, (15, 4), ['', '%', '', ''], [(17, 3), (5, 13), (8, 6)], [False, True, False, False], 44, False, [False, False, False, False], 3462, 'West', (14, 4))
Element 29: (3, (14, 4), ['', '.', '.', ''], [(18, 3), (6, 13), (8, 5)], [False, False, False, False], 42, False, [False, True, True, False], 3491, 'North', (14, 5))
Element 30: (3, (14, 5), ['.', '', '%', ''], [(18, 4), (7, 13), (8, 4)], [False, False, True, False], 40, False, [True, False, False, False], 3520, 'West', (13, 5))
Element 31: (3, (13, 5), ['.', '', '.', ''], [(18, 5), (7, 12), (9, 4)], [False, False, False, False], 38, False, [True, False, True, False], 3549, 'North', (13, 6))
Element 32: (3, (13, 6), ['.', '', '%', '%'], [(17, 5), (8, 12), (9, 3)], [False, False, True, True], 36, False, [True, False, False, False], 3578, 'West', (12, 6))
Element 33: (3, (12, 6), ['.', '.', '%', ''], [(17, 6), (9, 12), (9, 2)], [False, False, True, False], 34, False, [True, True, False, False], 4597, 'South', (12, 5))
Element 34: (3, (12, 5), ['%', '', '', ''], [(17, 7), (10, 12), (10, 2)], [True, False, False, False], 32, False, [False, False, False, False], 4626, 'South', (12, 4))
Element 35: (3, (12, 4), ['', '%', '', ''], [(18, 7), (11, 12), (11, 2)], [False, True, False, False], 30, False, [False, False, False, False], 4645, 'East', (13, 4))
Element 36: (3, (13, 4), ['', '.', '', ''], [(17, 7), (12, 12), (12, 2)], [False, False, False, False], 28, False, [False, True, False, False], 4664, 'South', (13, 3))
Element 37: (3, (13, 3), ['%', 'G', '', '.'], [(17, 6), (13, 12), (13, 2)], [True, False, False, False], 26, False, [False, False, False, True], 4693, 'East', (14, 3))
Element 38: (3, (14, 3), ['', 'G', '', '%'], [(16, 6), (13, 13), (14, 2)], [False, False, False, True], 24, False, [False, False, False, False], 4722, 'West', (13, 3))
Element 39: (3, (13, 3), ['%', '', '', ''], [(16, 5), (14, 13), (14, 1)], [True, False, False, False], 22, False, [False, False, False, False], 4741, 'North', (13, 4))
Element 40: (3, (13, 4), ['', '', '', ''], [(15, 5), (15, 13), (15, 1)], [False, False, False, False], 20, False, [False, False, False, False], 4760, 'West', (12, 4))
Element 41: (3, (12, 4), ['', '%', '', ''], [(15, 6), (16, 13), (14, 1)], [False, True, False, False], 18, False, [False, False, False, False], 4769, 'West', (11, 4))
Element 42: (3, (11, 4), ['', '.', '%', ''], [(15, 7), (17, 13), (13, 1)], [False, False, True, False], 16, False, [False, True, False, False], 4788, 'South', (11, 3))
Element 43: (3, (11, 3), ['.', '', '', '%'], [(15, 8), (18, 13), (12, 1)], [False, False, False, True], 14, False, [True, False, False, False], 4817, 'West', (10, 3))
Element 44: (3, (10, 3), ['', '', '', ''], [(14, 8), (18, 12), (11, 1)], [False, False, False, False], 12, False, [False, False, False, False], 4846, 'North', (10, 4))
Element 45: (3, (10, 4), ['', '', '', ''], [(14, 7), (18, 11), (12, 1)], [False, False, False, False], 10, False, [False, False, False, False], 4855, 'North', (10, 5))
Element 46: (3, (10, 5), ['', '', '%', '%'], [(14, 8), (18, 10), (13, 1)], [False, False, True, True], 8, False, [False, False, False, False], 4864, 'West', (9, 5))
Element 47: (3, (9, 5), ['', '', '', ''], [(13, 8), (17, 10), (14, 1)], [False, False, False, False], 6, False, [False, False, False, False], 4873, 'North', (9, 6))
Element 48: (3, (9, 6), ['', '', '', '%'], [(14, 8), (17, 11), (14, 2)], [False, False, False, True], 4, False, [False, False, False, False], 4882, 'North', (9, 7))
Element 49: (3, (9, 7), ['%', '', '', ''], [(15, 8), (17, 12), (14, 3)], [True, False, False, False], 2, False, [False, False, False, False], 4891, 'East', (10, 7))
Element 50: (3, (10, 7), ['', '%', '', '%'], [(15, 8), (17, 12), (14, 3)], [False, True, False, True], 0, False, [False, False, False, False], 4890, 'Stop', (10, 7))
Element 51: #0#
