Element 1: (1, (9, 10), ['%', '%', '%', '.'], [(14, 2), (15, 1), (16, 4)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (10, 10))
Element 2: (1, (10, 10), ['', '%', '%', '%'], [(14, 3), (14, 1), (17, 4)], [False, True, True, True], 96, False, [False, False, False, False], 38, 'West', (9, 10))
Element 3: (1, (9, 10), ['%', '%', '%', ''], [(14, 4), (13, 1), (18, 4)], [True, True, True, False], 94, False, [False, False, False, False], 67, 'Stop', (9, 10))
Element 4: (1, (9, 10), ['%', '%', '%', ''], [(15, 4), (13, 2), (18, 5)], [True, True, True, False], 92, False, [False, False, False, False], 96, 'East', (10, 10))
Element 5: (1, (10, 10), ['', '%', '%', '%'], [(15, 5), (13, 3), (17, 5)], [False, True, True, True], 90, False, [False, False, False, False], 125, 'West', (9, 10))
Element 6: (1, (9, 10), ['%', '%', '%', ''], [(16, 5), (13, 4), (17, 6)], [True, True, True, False], 88, False, [False, False, False, False], 154, 'Stop', (9, 10))
Element 7: (1, (9, 10), ['%', '%', '%', ''], [(16, 6), (13, 5), (17, 7)], [True, True, True, False], 86, False, [False, False, False, False], 183, 'East', (10, 10))
Element 8: (1, (10, 10), ['', '%', '%', '%'], [(15, 6), (14, 5), (18, 7)], [False, True, True, True], 84, False, [False, False, False, False], 212, 'West', (9, 10))
Element 9: (1, (9, 10), ['%', '%', '%', ''], [(15, 7), (15, 5), (17, 7)], [True, True, True, False], 82, False, [False, False, False, False], 221, 'Stop', (9, 10))
Element 10: (1, (9, 10), ['%', '%', '%', ''], [(15, 8), (16, 5), (17, 6)], [True, True, True, False], 80, False, [False, False, False, False], 230, 'East', (10, 10))
Element 11: (1, (10, 10), ['', '%', '%', '%'], [(14, 8), (17, 5), (16, 6)], [False, True, True, True], 78, False, [False, False, False, False], 239, 'West', (9, 10))
Element 12: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (18, 5), (16, 5)], [True, True, True, False], 76, False, [False, False, False, False], 248, 'Stop', (9, 10))
Element 13: (1, (9, 10), ['%', '%', '%', ''], [(14, 8), (18, 4), (15, 5)], [True, True, True, False], 74, False, [False, False, False, False], 247, 'East', (10, 10))
Element 14: (1, (10, 10), ['', '%', '%', '%'], [(13, 8), (18, 3), (15, 6)], [False, True, True, True], 72, False, [False, False, False, False], 266, 'West', (9, 10))
Element 15: (1, (9, 10), ['%', '%', '%', ''], [(14, 8), (17, 3), (15, 7)], [True, True, True, False], 70, False, [False, False, False, False], 275, 'Stop', (9, 10))
Element 16: (1, (9, 10), ['%', '%', '%', ''], [(13, 8), (16, 3), (15, 8)], [True, True, True, False], 68, False, [False, False, False, False], 284, 'East', (10, 10))
Element 17: (1, (10, 10), ['', '%', '%', '%'], [(13, 8), (16, 4), (14, 8)], [False, True, True, True], 66, False, [False, False, False, False], 283, 'West', (9, 10))
Element 18: (1, (9, 10), ['%', '%', '%', ''], [(14, 8), (17, 4), (14, 7)], [True, True, True, False], 64, False, [False, False, False, False], 282, 'Stop', (9, 10))
Element 19: (1, (9, 10), ['%', '%', '%', ''], [(13, 8), (16, 4), (15, 7)], [True, True, True, False], 62, False, [False, False, False, False], 281, 'East', (10, 10))
Element 20: (1, (10, 10), ['', '%', '%', '%'], [(13, 8), (15, 4), (15, 8)], [False, True, True, True], 60, False, [False, False, False, False], 280, 'West', (9, 10))
Element 21: (1, (9, 10), ['%', '%', '%', ''], [(13, 8), (14, 4), (15, 7)], [True, True, True, False], 58, False, [False, False, False, False], 279, 'Stop', (9, 10))
Element 22: (1, (9, 10), ['%', '%', '%', ''], [(13, 8), (14, 3), (14, 7)], [True, True, True, False], 56, False, [False, False, False, False], 278, 'East', (10, 10))
Element 23: (1, (10, 10), ['', '%', '%', '%'], [(13, 8), (14, 2), (15, 7)], [False, True, True, True], 54, False, [False, False, False, False], 277, 'West', (9, 10))
Element 24: (1, (9, 10), ['%', '%', '%', ''], [(13, 8), (14, 3), (15, 6)], [True, True, True, False], 52, False, [False, False, False, False], 276, 'Stop', (9, 10))
Element 25: (1, (9, 10), ['%', '%', '%', ''], [(13, 8), (14, 4), (15, 5)], [True, True, True, False], 50, False, [False, False, False, False], 275, 'East', (10, 10))
Element 26: (1, (10, 10), ['', '%', '%', '%'], [(13, 8), (15, 4), (14, 5)], [False, True, True, True], 48, False, [False, False, False, False], 274, 'West', (9, 10))
Element 27: (1, (9, 10), ['%', '%', '%', ''], [(14, 8), (16, 4), (14, 4)], [True, True, True, False], 46, False, [False, False, False, False], 273, 'Stop', (9, 10))
Element 28: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (16, 3), (15, 4)], [True, True, True, False], 44, False, [False, False, False, False], 272, 'East', (10, 10))
Element 29: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (17, 3), (14, 4)], [False, True, True, True], 42, False, [False, False, False, False], 271, 'West', (9, 10))
Element 30: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (17, 4), (14, 3)], [True, True, True, False], 40, False, [False, False, False, False], 270, 'Stop', (9, 10))
Element 31: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (17, 3), (14, 2)], [True, True, True, False], 38, False, [False, False, False, False], 269, 'East', (10, 10))
Element 32: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (18, 3), (14, 1)], [False, True, True, True], 36, False, [False, False, False, False], 268, 'West', (9, 10))
Element 33: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (18, 4), (15, 1)], [True, True, True, False], 34, False, [False, False, False, False], 267, 'Stop', (9, 10))
Element 34: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (17, 4), (14, 1)], [True, True, True, False], 32, False, [False, False, False, False], 266, 'East', (10, 10))
Element 35: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (18, 4), (13, 1)], [False, True, True, True], 30, False, [False, False, False, False], 265, 'West', (9, 10))
Element 36: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (18, 5), (12, 1)], [True, True, True, False], 28, False, [False, False, False, False], 274, 'Stop', (9, 10))
Element 37: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (17, 5), (12, 2)], [True, True, True, False], 26, False, [False, False, False, False], 283, 'East', (10, 10))
Element 38: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (17, 6), (11, 2)], [False, True, True, True], 24, False, [False, False, False, False], 292, 'West', (9, 10))
Element 39: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (17, 7), (11, 3)], [True, True, True, False], 22, False, [False, False, False, False], 301, 'Stop', (9, 10))
Element 40: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (18, 7), (11, 4)], [True, True, True, False], 20, False, [False, False, False, False], 310, 'East', (10, 10))
Element 41: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (17, 7), (12, 4)], [False, True, True, True], 18, False, [False, False, False, False], 319, 'West', (9, 10))
Element 42: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (17, 6), (12, 5)], [True, True, True, False], 16, False, [False, False, False, False], 328, 'Stop', (9, 10))
Element 43: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (16, 6), (12, 6)], [True, True, True, False], 14, False, [False, False, False, False], 337, 'East', (10, 10))
Element 44: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (15, 6), (13, 6)], [False, True, True, True], 12, False, [False, False, False, False], 346, 'West', (9, 10))
Element 45: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (15, 7), (13, 5)], [True, True, True, False], 10, False, [False, False, False, False], 345, 'Stop', (9, 10))
Element 46: (1, (9, 10), ['%', '%', '%', ''], [(14, 7), (15, 8), (13, 4)], [True, True, True, False], 8, False, [False, False, False, False], 344, 'East', (10, 10))
Element 47: (1, (10, 10), ['', '%', '%', '%'], [(14, 7), (14, 8), (13, 3)], [False, True, True, True], 6, False, [False, False, False, False], 343, 'West', (9, 10))
