Element 1: (1, (8, 2), ['.', '.', '.', 'F'], [(14, 1), (9, 3), (10, 10)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (9, 2))
Element 2: (1, (9, 2), ['', '.', '', '.'], [(14, 2), (10, 3), (9, 10)], [False, False, False, False], 96, False, [False, True, False, True], 1038, 'East', (10, 2))
Element 3: (1, (10, 2), ['', '%', '', '.'], [(14, 3), (11, 3), (10, 10)], [False, True, False, False], 94, False, [False, False, False, True], 1067, 'East', (11, 2))
Element 4: (1, (11, 2), ['', '.', '', '.'], [(14, 4), (11, 4), (10, 10)], [False, False, False, False], 92, False, [False, True, False, True], 1096, 'East', (12, 2))
Element 5: (1, (12, 2), ['', '.', '%', '.'], [(15, 4), (12, 4), (9, 10)], [False, False, True, False], 90, False, [False, True, False, True], 1125, 'East', (13, 2))
Element 6: (1, (13, 2), ['', '.', '.', ''], [(16, 4), (13, 4), (10, 10)], [False, False, False, False], 88, False, [False, True, True, False], 1154, 'North', (13, 3))
Element 7: (1, (13, 3), ['%', '', '', ''], [(17, 4), (13, 5), (10, 10)], [True, False, False, False], 86, False, [False, False, False, False], 1183, 'East', (14, 3))
Element 8: (1, (14, 3), ['', '', '', '%'], [(18, 4), (14, 5), (9, 10)], [False, False, False, True], 84, False, [False, False, False, False], 1202, 'North', (14, 4))
Element 9: (1, (14, 4), ['', '', '', ''], [(18, 5), (15, 5), (10, 10)], [False, False, False, False], 82, False, [False, False, False, False], 1221, 'East', (15, 4))
Element 10: (1, (15, 4), ['', '%', '', ''], [(17, 5), (16, 5), (10, 10)], [False, True, False, False], 80, False, [False, False, False, False], 1240, 'East', (16, 4))
Element 11: (1, (16, 4), ['', '.', '', ''], [(17, 6), (16, 6), (9, 10)], [False, False, False, False], 78, False, [False, True, False, False], 1259, 'South', (16, 3))
Element 12: (1, (16, 3), ['%', '%', '', '.'], [(17, 7), (15, 6), (10, 10)], [True, True, False, False], 76, False, [False, False, False, True], 1288, 'East', (17, 3))
Element 13: (1, (17, 3), ['', '%', '', '.'], [(18, 7), (15, 7), (10, 10)], [False, True, False, False], 74, False, [False, False, False, True], 1317, 'East', (18, 3))
Element 14: (1, (18, 3), ['', '%', '', '%'], [(17, 7), (15, 8), (9, 10)], [False, True, False, True], 72, False, [False, False, False, False], 1336, 'North', (18, 4))
Element 15: (1, (18, 4), ['', '', '', '%'], [(17, 6), (14, 8), (10, 10)], [False, False, False, True], 70, False, [False, False, False, False], 1345, 'North', (18, 5))
Element 16: (1, (18, 5), ['', '', '%', '%'], [(16, 6), (14, 7), (10, 10)], [False, False, True, True], 68, False, [False, False, False, False], 1354, 'West', (17, 5))
Element 17: (1, (17, 5), ['G', '', '', ''], [(16, 5), (14, 8), (9, 10)], [False, False, False, False], 66, False, [False, False, False, False], 1353, 'North', (17, 6))
Element 18: (1, (17, 6), ['', '', '', '%'], [(15, 5), (13, 8), (10, 10)], [False, False, False, True], 64, False, [False, False, False, False], 1362, 'North', (17, 7))
Element 19: (1, (17, 7), ['%', '', '%', ''], [(15, 6), (14, 8), (10, 10)], [True, False, True, False], 62, False, [False, False, False, False], 1361, 'East', (18, 7))
Element 20: (1, (18, 7), ['', '%', '%', '%'], [(15, 7), (15, 8), (9, 10)], [False, True, True, True], 60, False, [False, False, False, False], 1360, 'West', (17, 7))
Element 21: (1, (17, 7), ['%', '', '%', ''], [(15, 8), (14, 8), (10, 10)], [True, False, True, False], 58, False, [False, False, False, False], 1359, 'South', (17, 6))
Element 22: (1, (17, 6), ['', '', '', '%'], [(14, 8), (14, 7), (10, 10)], [False, False, False, True], 56, False, [False, False, False, False], 1358, 'West', (16, 6))
Element 23: (1, (16, 6), ['', '', '%', ''], [(14, 7), (15, 7), (9, 10)], [False, False, True, False], 54, False, [False, False, False, False], 1357, 'South', (16, 5))
Element 24: (1, (16, 5), ['', '', '', ''], [(14, 8), (15, 6), (10, 10)], [False, False, False, False], 52, False, [False, False, False, False], 1356, 'West', (15, 5))
Element 25: (1, (15, 5), ['', '', '', ''], [(13, 8), (16, 6), (10, 10)], [False, False, False, False], 50, False, [False, False, False, False], 1355, 'North', (15, 6))
Element 26: (1, (15, 6), ['%', '', '', ''], [(14, 8), (16, 5), (9, 10)], [True, False, False, False], 48, False, [False, False, False, False], 1354, 'North', (15, 7))
Element 27: (1, (15, 7), ['', '', 'G', '%'], [(15, 8), (15, 5), (10, 10)], [False, False, False, True], 46, False, [False, False, False, False], 1353, 'West', (14, 7))
Element 28: (1, (14, 7), ['%', '%', '', 'G'], [(15, 7), (15, 6), (10, 10)], [True, True, False, False], 44, False, [False, False, False, False], 1352, 'North', (14, 8))
Element 29: (1, (14, 8), ['', 'G', '%', ''], [(14, 7), (15, 5), (9, 10)], [False, False, True, False], 42, False, [False, False, False, False], 1351, 'East', (15, 8))
Element 30: (1, (15, 8), ['', 'G', '%', '%'], [(15, 7), (14, 5), (10, 10)], [False, False, True, True], 40, False, [False, False, False, False], 1350, 'West', (14, 8))
Element 31: (1, (14, 8), ['', '', '%', ''], [(15, 6), (13, 5), (10, 10)], [False, False, True, False], 38, False, [False, False, False, False], 1349, 'West', (13, 8))
Element 32: (1, (13, 8), ['%', '%', '%', ''], [(15, 5), (13, 6), (9, 10)], [True, True, True, False], 36, False, [False, False, False, False], 1358, 'East', (14, 8))
Element 33: (1, (14, 8), ['', '', '%', ''], [(14, 5), (12, 6), (10, 10)], [False, False, True, False], 34, False, [False, False, False, False], 1367, 'South', (14, 7))
Element 34: (1, (14, 7), ['%', '%', '', ''], [(13, 5), (12, 5), (10, 10)], [True, True, False, False], 32, False, [False, False, False, False], 1376, 'East', (15, 7))
Element 35: (1, (15, 7), ['', '', '', '%'], [(13, 6), (12, 6), (9, 10)], [False, False, False, True], 30, False, [False, False, False, False], 1375, 'South', (15, 6))
Element 36: (1, (15, 6), ['%', '', '', ''], [(12, 6), (11, 6), (10, 10)], [True, False, False, False], 28, False, [False, False, False, False], 1384, 'South', (15, 5))
Element 37: (1, (15, 5), ['', '', '', ''], [(12, 5), (11, 6), (10, 10)], [False, False, False, False], 26, False, [False, False, False, False], 1383, 'West', (14, 5))
Element 38: (1, (14, 5), ['', '', '%', ''], [(12, 4), (12, 6), (9, 10)], [False, False, True, False], 24, False, [False, False, False, False], 1382, 'West', (13, 5))
Element 39: (1, (13, 5), ['', 'G', '', ''], [(13, 4), (11, 6), (10, 10)], [False, False, False, False], 22, False, [False, False, False, False], 1381, 'North', (13, 6))
Element 40: (1, (13, 6), ['', '', '%', '%'], [(13, 3), (11, 6), (10, 10)], [False, False, True, True], 20, False, [False, False, False, False], 1380, 'West', (12, 6))
Element 41: (1, (12, 6), ['G', '', '%', ''], [(13, 2), (11, 6), (9, 10)], [False, False, True, False], 18, False, [False, False, False, False], 1379, 'South', (12, 5))
Element 42: (1, (12, 5), ['%', '', '', ''], [(13, 1), (11, 6), (10, 10)], [True, False, False, False], 16, False, [False, False, False, False], 1388, 'South', (12, 4))
Element 43: (1, (12, 4), ['', '%', '', ''], [(12, 1), (11, 6), (10, 10)], [False, True, False, False], 14, False, [False, False, False, False], 1397, 'East', (13, 4))
Element 44: (1, (13, 4), ['', '', '', ''], [(11, 1), (12, 6), (9, 10)], [False, False, False, False], 12, False, [False, False, False, False], 1406, 'West', (12, 4))
Element 45: (1, (12, 4), ['', '%', '', ''], [(11, 2), (11, 6), (10, 10)], [False, True, False, False], 10, False, [False, False, False, False], 1405, 'West', (11, 4))
Element 46: (1, (11, 4), ['.', '', '%', ''], [(12, 2), (11, 6), (10, 10)], [False, False, True, False], 8, False, [True, False, False, False], 1404, 'West', (10, 4))
Element 47: (1, (10, 4), ['.', '', 'F', ''], [(11, 2), (11, 6), (9, 10)], [False, False, False, False], 6, False, [True, False, False, False], 1413, 'North', (10, 5))
Element 48: (1, (10, 5), ['.', '', '%', '%'], [(11, 3), (11, 6), (10, 10)], [False, False, True, True], 4, False, [True, False, False, False], 2412, 'West', (9, 5))
Element 49: (1, (9, 5), ['.', '.', '.', ''], [(11, 4), (11, 6), (10, 10)], [False, False, False, False], 2, False, [True, True, True, False], 2421, 'North', (9, 6))
Element 50: (1, (9, 6), ['.', '', '.', '%'], [(11, 4), (12, 6), (9, 10)], [False, False, False, True], 0, False, [True, False, True, False], 2430, 'Stop', (9, 6))
Element 51: #0#
