Element 1: (1, (1, 12), ['%', 'F', '.', '.'], [(13, 13), (4, 8), (13, 11)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'South', (1, 11))
Element 36: (1, (12, 12), ['', '', '', ''], [(18, 13), (14, 7), (18, 11)], [False, False, False, False], 28, False, [False, False, False, False], 3594, 'West', (11, 12))
Element 37: (1, (11, 12), ['', '%', '%', ''], [(17, 13), (14, 8), (17, 11)], [False, True, True, False], 26, False, [False, False, False, False], 3593, 'West', (10, 12))
Element 38: (1, (10, 12), ['', '%', '.', ''], [(17, 12), (13, 8), (17, 10)], [False, True, False, False], 24, False, [False, False, True, False], 3602, 'North', (10, 13))
Element 39: (1, (10, 13), ['.', '', '%', '%'], [(17, 13), (14, 8), (17, 11)], [False, False, True, True], 22, False, [True, False, False, False], 3611, 'West', (9, 13))
Element 40: (1, (9, 13), ['%', '', '%', ''], [(16, 13), (15, 8), (17, 12)], [True, False, True, False], 20, False, [False, False, False, False], 3620, 'East', (10, 13))
Element 41: (1, (10, 13), ['', '', '%', '%'], [(16, 12), (15, 7), (18, 12)], [False, False, True, True], 18, False, [False, False, False, False], 3619, 'South', (10, 12))
Element 42: (1, (10, 12), ['', '%', '', ''], [(16, 13), (14, 7), (17, 12)], [False, True, False, False], 16, False, [False, False, False, False], 3618, 'West', (9, 12))
Element 43: (1, (9, 12), ['', '%', '', ''], [(15, 13), (15, 7), (17, 13)], [False, True, False, False], 14, False, [False, False, False, False], 3617, 'North', (9, 13))
Element 44: (1, (9, 13), ['%', '', '%', ''], [(15, 12), (15, 6), (17, 12)], [True, False, True, False], 12, False, [False, False, False, False], 3616, 'South', (9, 12))
Element 45: (1, (9, 12), ['', '%', '', ''], [(15, 13), (15, 5), (16, 12)], [False, True, False, False], 10, False, [False, False, False, False], 3615, 'West', (8, 12))
Element 46: (1, (8, 12), ['', '%', '%', ''], [(14, 13), (14, 5), (16, 11)], [False, True, True, False], 8, False, [False, False, False, False], 3624, 'West', (7, 12))
Element 47: (1, (7, 12), ['', '%', '.', ''], [(13, 13), (13, 5), (16, 12)], [False, True, False, False], 6, False, [False, False, True, False], 3633, 'North', (7, 13))
Element 48: (1, (7, 13), ['.', '', '%', '%'], [(12, 13), (13, 6), (16, 13)], [False, False, True, True], 4, False, [True, False, False, False], 3652, 'West', (6, 13))
Element 49: (1, (6, 13), ['.', '', '%', ''], [(12, 12), (12, 6), (16, 12)], [False, False, True, False], 2, False, [True, False, False, False], 3671, 'West', (5, 13))
Element 50: (1, (5, 13), ['.', '', '%', ''], [(12, 12), (12, 5), (15, 12)], [False, False, True, False], 0, False, [True, False, False, False], 3690, 'Stop', (5, 13))
Element 51: #0#
