Element 1: (2, (10, 4), ['.', '.', 'F', '.'], [(17, 10), (9, 2), (10, 12)], [False, False, False, False], 98, False, [True, True, False, True], 1009, 'North', (10, 5))
Element 2: (2, (10, 5), ['.', '', '%', '%'], [(18, 10), (10, 2), (11, 12)], [False, False, True, True], 96, False, [True, False, False, False], 2038, 'West', (9, 5))
Element 3: (2, (9, 5), ['.', '.', '.', ''], [(18, 11), (11, 2), (12, 12)], [False, False, False, False], 94, False, [True, True, True, False], 2077, 'North', (9, 6))
Element 4: (2, (9, 6), ['.', '', '.', '%'], [(18, 12), (12, 2), (13, 12)], [False, False, False, True], 92, False, [True, False, True, False], 2116, 'North', (9, 7))
Element 5: (2, (9, 7), ['%', '', '.', '.'], [(18, 13), (13, 2), (13, 13)], [True, False, False, False], 90, False, [False, False, True, True], 2155, 'East', (10, 7))
Element 6: (2, (10, 7), ['', '%', '.', '%'], [(17, 13), (14, 2), (14, 13)], [False, True, False, True], 88, False, [False, False, True, False], 2194, 'North', (10, 8))
Element 7: (2, (10, 8), ['.', '', '%', '%'], [(17, 12), (14, 3), (15, 13)], [False, False, True, True], 86, False, [True, False, False, False], 2233, 'West', (9, 8))
Element 8: (2, (9, 8), ['.', '', '%', ''], [(17, 11), (14, 4), (16, 13)], [False, False, True, False], 84, False, [True, False, False, False], 2272, 'West', (8, 8))
Element 9: (2, (8, 8), ['.', '%', '.', ''], [(16, 11), (15, 4), (16, 12)], [False, True, False, False], 82, False, [True, False, True, False], 2311, 'North', (8, 9))
Element 10: (2, (8, 9), ['.', '', '%', '%'], [(16, 10), (16, 4), (15, 12)], [False, False, True, True], 80, False, [True, False, False, False], 2350, 'West', (7, 9))
Element 11: (2, (7, 9), ['.', '.', '%', ''], [(16, 9), (17, 4), (16, 12)], [False, False, True, False], 78, False, [True, True, False, False], 2379, 'South', (7, 8))
Element 12: (2, (7, 8), ['.', '%', '', ''], [(16, 10), (18, 4), (17, 12)], [False, True, False, False], 76, False, [True, False, False, False], 2398, 'West', (6, 8))
Element 13: (2, (6, 8), ['.', '%', '.', ''], [(16, 11), (18, 5), (18, 12)], [False, True, False, False], 74, False, [True, False, True, False], 2417, 'North', (6, 9))
Element 14: (2, (6, 9), ['%', '', '%', ''], [(16, 12), (17, 5), (18, 13)], [True, False, True, False], 72, False, [False, False, False, False], 2436, 'South', (6, 8))
Element 15: (2, (6, 8), ['.', '%', '', ''], [(16, 13), (17, 6), (17, 13)], [False, True, False, False], 70, False, [True, False, False, False], 2445, 'West', (5, 8))
Element 16: (2, (5, 8), ['.', '%', '%', ''], [(15, 13), (17, 7), (18, 13)], [False, True, True, False], 68, False, [True, False, False, False], 2464, 'West', (4, 8))
Element 17: (2, (4, 8), ['%', '%', '%', ''], [(15, 12), (18, 7), (18, 12)], [True, True, True, False], 66, False, [False, False, False, False], 2483, 'East', (5, 8))
Element 18: (2, (5, 8), ['', '%', '%', ''], [(15, 13), (17, 7), (18, 11)], [False, True, True, False], 64, False, [False, False, False, False], 2482, 'East', (6, 8))
Element 19: (2, (6, 8), ['', '%', '', ''], [(14, 13), (17, 6), (18, 10)], [False, True, False, False], 62, False, [False, False, False, False], 2481, 'East', (7, 8))
Element 20: (2, (7, 8), ['', '%', '', ''], [(13, 13), (16, 6), (17, 10)], [False, True, False, False], 60, False, [False, False, False, False], 2490, 'North', (7, 9))
Element 21: (2, (7, 9), ['', '', '%', ''], [(12, 13), (16, 5), (17, 11)], [False, False, True, False], 58, False, [False, False, False, False], 2509, 'West', (6, 9))
Element 22: (2, (6, 9), ['%', '', '%', ''], [(12, 12), (15, 5), (16, 11)], [True, False, True, False], 56, False, [False, False, False, False], 2518, 'East', (7, 9))
Element 23: (2, (7, 9), ['', '', '%', ''], [(12, 11), (15, 6), (16, 10)], [False, False, True, False], 54, False, [False, False, False, False], 2537, 'East', (8, 9))
Element 24: (2, (8, 9), ['', '', '%', '%'], [(13, 11), (15, 7), (16, 9)], [False, False, True, True], 52, False, [False, False, False, False], 2556, 'South', (8, 8))
Element 25: (2, (8, 8), ['', '%', '', ''], [(13, 12), (15, 8), (17, 9)], [False, True, False, False], 50, False, [False, False, False, False], 2565, 'West', (7, 8))
Element 26: (2, (7, 8), ['', '%', '', ''], [(13, 11), (14, 8), (16, 9)], [False, True, False, False], 48, False, [False, False, False, False], 2574, 'East', (8, 8))
