Element 1: (3, (14, 2), ['.', '.', '.', '%'], [(9, 4), (12, 1), (14, 4)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (14, 3))
Element 2: (3, (14, 3), ['.', '', '', '%'], [(10, 4), (13, 1), (15, 4)], [False, False, False, True], 96, False, [True, False, False, False], 68, 'West', (13, 3))
Element 3: (3, (13, 3), ['%', '.', '', ''], [(10, 5), (14, 1), (16, 4)], [True, False, False, False], 94, False, [False, True, False, False], 1097, 'South', (13, 2))
Element 4: (3, (13, 2), ['.', '', '', ''], [(9, 5), (15, 1), (17, 4)], [False, False, False, False], 92, False, [True, False, False, False], 1136, 'West', (12, 2))
Element 5: (3, (12, 2), ['.', '', '%', ''], [(9, 6), (14, 1), (18, 4)], [False, False, True, False], 90, False, [True, False, False, False], 1165, 'West', (11, 2))
Element 6: (3, (11, 2), ['.', '', '.', ''], [(9, 7), (14, 2), (18, 5)], [False, False, False, False], 88, False, [True, False, True, False], 1194, 'North', (11, 3))
Element 7: (3, (11, 3), ['.', '', '.', '%'], [(10, 7), (14, 3), (17, 5)], [False, False, False, True], 86, False, [True, False, True, False], 1223, 'North', (11, 4))
Element 8: (3, (11, 4), ['', '', '%', '.'], [(10, 8), (14, 4), (17, 6)], [False, False, True, False], 84, False, [False, False, False, True], 1252, 'East', (12, 4))
Element 9: (3, (12, 4), ['', '%', '.', ''], [(9, 8), (14, 5), (17, 7)], [False, True, False, False], 82, False, [False, False, True, False], 1291, 'North', (12, 5))
Element 10: (3, (12, 5), ['%', '', '.', '.'], [(8, 8), (15, 5), (18, 7)], [True, False, False, False], 80, False, [False, False, True, True], 1330, 'East', (13, 5))
Element 11: (3, (13, 5), ['', '', '.', ''], [(8, 9), (16, 5), (17, 7)], [False, False, False, False], 78, False, [False, False, True, False], 1359, 'North', (13, 6))
Element 12: (3, (13, 6), ['.', '', '%', '%'], [(7, 9), (16, 6), (17, 6)], [False, False, True, True], 76, False, [True, False, False, False], 1388, 'West', (12, 6))
Element 13: (3, (12, 6), ['.', '', '%', ''], [(7, 8), (15, 6), (16, 6)], [False, False, True, False], 74, False, [True, False, False, False], 1417, 'West', (11, 6))
Element 14: (3, (11, 6), ['%', '%', '%', ''], [(6, 8), (15, 7), (16, 5)], [True, True, True, False], 72, False, [False, False, False, False], 1446, 'East', (12, 6))
Element 15: (3, (12, 6), ['', '', '%', ''], [(6, 9), (15, 8), (15, 5)], [False, False, True, False], 70, False, [False, False, False, False], 1465, 'East', (13, 6))
Element 16: (3, (13, 6), ['', '', '%', '%'], [(6, 8), (14, 8), (15, 6)], [False, False, True, True], 68, False, [False, False, False, False], 1474, 'South', (13, 5))
Element 17: (3, (13, 5), ['', '', '', ''], [(5, 8), (14, 7), (15, 7)], [False, False, False, False], 66, False, [False, False, False, False], 1493, 'East', (14, 5))
Element 18: (3, (14, 5), ['', '', '%', ''], [(4, 8), (14, 8), (15, 8)], [False, False, True, False], 64, False, [False, False, False, False], 1502, 'East', (15, 5))
Element 19: (3, (15, 5), ['', '', '', ''], [(5, 8), (13, 8), (14, 8)], [False, False, False, False], 62, False, [False, False, False, False], 1511, 'East', (16, 5))
Element 20: (3, (16, 5), ['', '', '', ''], [(6, 8), (13, 8), (14, 7)], [False, False, False, False], 60, False, [False, False, False, False], 1510, 'East', (17, 5))
Element 21: (3, (17, 5), ['', '', '', ''], [(7, 8), (14, 8), (15, 7)], [False, False, False, False], 58, False, [False, False, False, False], 1509, 'East', (18, 5))
Element 22: (3, (18, 5), ['', '', '%', '%'], [(7, 9), (13, 8), (15, 8)], [False, False, True, True], 56, False, [False, False, False, False], 1508, 'South', (18, 4))
Element 23: (3, (18, 4), ['', '.', '', '%'], [(6, 9), (13, 8), (15, 7)], [False, False, False, True], 54, False, [False, True, False, False], 1507, 'South', (18, 3))
Element 24: (3, (18, 3), ['.', '%', '', '%'], [(7, 9), (14, 8), (14, 7)], [False, True, False, True], 52, False, [True, False, False, False], 1516, 'West', (17, 3))
Element 25: (3, (17, 3), ['.', '%', '', ''], [(8, 9), (14, 7), (15, 7)], [False, True, False, False], 50, False, [True, False, False, False], 1525, 'West', (16, 3))
