Element 1: (3, (13, 5), ['.', '.', 'G', '.'], [(4, 13), (10, 10), (13, 6)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (14, 5))
Element 2: (3, (14, 5), ['G', '.', '%', '.'], [(5, 13), (9, 10), (13, 5)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (15, 5))
Element 3: (3, (15, 5), ['', '.', '.', '.'], [(6, 13), (9, 10), (13, 4)], [False, False, False, False], 94, False, [False, True, True, True], 77, 'East', (16, 5))
Element 4: (3, (16, 5), ['', '.', '.', '.'], [(7, 13), (10, 10), (14, 4)], [False, False, False, False], 92, False, [False, True, True, True], 106, 'East', (17, 5))
Element 5: (3, (17, 5), ['', '.', '.', '.'], [(7, 12), (9, 10), (15, 4)], [False, False, False, False], 90, False, [False, True, True, True], 135, 'East', (18, 5))
Element 6: (3, (18, 5), ['', '.', '%', '%'], [(8, 12), (9, 10), (16, 4)], [False, False, True, True], 88, False, [False, True, False, False], 164, 'South', (18, 4))
Element 7: (3, (18, 4), ['G', '.', '', '%'], [(9, 12), (10, 10), (17, 4)], [False, False, False, True], 86, False, [False, True, False, False], 193, 'South', (18, 3))
Element 8: (3, (18, 3), ['G', '%', '', '%'], [(10, 12), (9, 10), (17, 3)], [False, True, False, True], 84, False, [False, False, False, False], 222, 'North', (18, 4))
Element 9: (3, (18, 4), ['', '', '', '%'], [(11, 12), (9, 10), (16, 3)], [False, False, False, True], 82, False, [False, False, False, False], 241, 'North', (18, 5))
Element 10: (3, (18, 5), ['', '', '%', '%'], [(12, 12), (10, 10), (17, 3)], [False, False, True, True], 80, False, [False, False, False, False], 250, 'West', (17, 5))
Element 11: (3, (17, 5), ['', '', '.', ''], [(13, 12), (9, 10), (18, 3)], [False, False, False, False], 78, False, [False, False, True, False], 259, 'North', (17, 6))
Element 12: (3, (17, 6), ['.', '', '.', '%'], [(13, 13), (9, 10), (18, 4)], [False, False, False, True], 76, False, [True, False, True, False], 278, 'North', (17, 7))
Element 13: (3, (17, 7), ['%', '', '%', '.'], [(14, 13), (10, 10), (18, 5)], [True, False, True, False], 74, False, [False, False, False, True], 297, 'East', (18, 7))
Element 14: (3, (18, 7), ['', '%', '%', '%'], [(15, 13), (9, 10), (17, 5)], [False, True, True, True], 72, False, [False, False, False, False], 316, 'West', (17, 7))
Element 15: (3, (17, 7), ['%', 'G', '%', ''], [(16, 13), (9, 10), (17, 6)], [True, False, True, False], 70, False, [False, False, False, False], 325, 'East', (18, 7))
Element 16: (3, (18, 7), ['', '%', '%', '%'], [(17, 13), (10, 10), (16, 6)], [False, True, True, True], 68, False, [False, False, False, False], 344, 'West', (17, 7))
Element 17: (3, (17, 7), ['%', '', '%', ''], [(18, 13), (9, 10), (15, 6)], [True, False, True, False], 66, False, [False, False, False, False], 363, 'South', (17, 6))
Element 18: (3, (17, 6), ['', '', '', '%'], [(18, 12), (9, 10), (15, 7)], [False, False, False, True], 64, False, [False, False, False, False], 382, 'South', (17, 5))
Element 19: (3, (17, 5), ['', '', '', ''], [(18, 11), (10, 10), (15, 8)], [False, False, False, False], 62, False, [False, False, False, False], 401, 'South', (17, 4))
Element 20: (3, (17, 4), ['', '', '', ''], [(18, 10), (9, 10), (14, 8)], [False, False, False, False], 60, False, [False, False, False, False], 420, 'South', (17, 3))
Element 21: (3, (17, 3), ['', '%', '', ''], [(17, 10), (9, 10), (14, 7)], [False, True, False, False], 58, False, [False, False, False, False], 439, 'West', (16, 3))
Element 22: (3, (16, 3), ['%', '%', '', ''], [(17, 11), (10, 10), (14, 8)], [True, True, False, False], 56, False, [False, False, False, False], 448, 'North', (16, 4))
Element 23: (3, (16, 4), ['', '', '', ''], [(17, 12), (9, 10), (13, 8)], [False, False, False, False], 54, False, [False, False, False, False], 467, 'West', (15, 4))
Element 24: (3, (15, 4), ['', '%', '', ''], [(16, 12), (9, 10), (14, 8)], [False, True, False, False], 52, False, [False, False, False, False], 476, 'West', (14, 4))
Element 25: (3, (14, 4), ['', '.', '', ''], [(16, 11), (10, 10), (15, 8)], [False, False, False, False], 50, False, [False, True, False, False], 485, 'South', (14, 3))
Element 26: (3, (14, 3), ['.', '.', '', '%'], [(16, 10), (9, 10), (15, 7)], [False, False, False, True], 48, False, [True, True, False, False], 504, 'South', (14, 2))
Element 27: (3, (14, 2), ['.', '.', '', '%'], [(16, 9), (9, 10), (14, 7)], [False, False, False, True], 46, False, [True, True, False, False], 523, 'South', (14, 1))
Element 28: (3, (14, 1), ['.', '%', '', '.'], [(17, 9), (10, 10), (15, 7)], [False, True, False, False], 44, False, [True, False, False, True], 542, 'East', (15, 1))
Element 29: (3, (15, 1), ['', '%', '%', '%'], [(16, 9), (9, 10), (15, 6)], [False, True, True, True], 42, False, [False, False, False, False], 551, 'West', (14, 1))
Element 30: (3, (14, 1), ['.', '%', '', ''], [(16, 10), (9, 10), (15, 5)], [False, True, False, False], 40, False, [True, False, False, False], 550, 'West', (13, 1))
Element 31: (3, (13, 1), ['.', '%', '.', ''], [(16, 11), (10, 10), (16, 5)], [False, True, False, False], 38, False, [True, False, True, False], 559, 'North', (13, 2))
Element 32: (3, (13, 2), ['.', '', '.', ''], [(16, 12), (9, 10), (15, 5)], [False, False, False, False], 36, False, [True, False, True, False], 568, 'North', (13, 3))
Element 33: (3, (13, 3), ['%', '', '', ''], [(15, 12), (9, 10), (14, 5)], [True, False, False, False], 34, False, [False, False, False, False], 587, 'North', (13, 4))
Element 34: (3, (13, 4), ['.', '', '', ''], [(16, 12), (10, 10), (15, 5)], [False, False, False, False], 32, False, [True, False, False, False], 586, 'West', (12, 4))
Element 35: (3, (12, 4), ['.', '%', '.', ''], [(17, 12), (9, 10), (15, 6)], [False, True, False, False], 30, False, [True, False, True, False], 595, 'North', (12, 5))
Element 36: (3, (12, 5), ['%', '', '', ''], [(17, 11), (9, 10), (16, 6)], [True, False, False, False], 28, False, [False, False, False, False], 604, 'North', (12, 6))
Element 37: (3, (12, 6), ['.', '', '%', ''], [(16, 11), (10, 10), (16, 5)], [False, False, True, False], 26, False, [True, False, False, False], 603, 'West', (11, 6))
Element 38: (3, (11, 6), ['%', '%', '%', ''], [(17, 11), (9, 10), (16, 6)], [True, True, True, False], 24, False, [False, False, False, False], 612, 'East', (12, 6))
Element 39: (3, (12, 6), ['', '', '%', ''], [(17, 10), (9, 10), (17, 6)], [False, False, True, False], 22, False, [False, False, False, False], 611, 'East', (13, 6))
Element 40: (3, (13, 6), ['', '', '%', '%'], [(17, 9), (10, 10), (17, 7)], [False, False, True, True], 20, False, [False, False, False, False], 610, 'West', (12, 6))
Element 41: (3, (12, 6), ['', '', '%', ''], [(17, 10), (9, 10), (18, 7)], [False, False, True, False], 18, False, [False, False, False, False], 609, 'South', (12, 5))
Element 42: (3, (12, 5), ['%', '', '', ''], [(16, 10), (9, 10), (17, 7)], [True, False, False, False], 16, False, [False, False, False, False], 608, 'South', (12, 4))
Element 43: (3, (12, 4), ['.', '%', '', ''], [(17, 10), (10, 10), (17, 6)], [False, True, False, False], 14, False, [True, False, False, False], 607, 'West', (11, 4))
Element 44: (3, (11, 4), ['.', '.', '%', ''], [(18, 10), (9, 10), (17, 5)], [False, False, True, False], 12, False, [True, True, False, False], 616, 'South', (11, 3))
Element 45: (3, (11, 3), ['.', '.', '', '%'], [(18, 11), (9, 10), (16, 5)], [False, False, False, True], 10, False, [True, True, False, False], 625, 'South', (11, 2))
Element 46: (3, (11, 2), ['.', '.', '', '.'], [(17, 11), (10, 10), (17, 5)], [False, False, False, False], 8, False, [True, True, False, True], 634, 'East', (12, 2))
Element 47: (3, (12, 2), ['', '.', '%', ''], [(18, 11), (9, 10), (18, 5)], [False, False, True, False], 6, False, [False, True, False, False], 643, 'South', (12, 1))
Element 48: (3, (12, 1), ['.', '%', '', ''], [(18, 12), (9, 10), (18, 4)], [False, True, False, False], 4, False, [True, False, False, False], 652, 'West', (11, 1))
Element 49: (3, (11, 1), ['%', '%', '', ''], [(17, 12), (10, 10), (18, 3)], [True, True, False, False], 2, False, [False, False, False, False], 661, 'East', (12, 1))
Element 50: (3, (12, 1), ['', '%', '', ''], [(17, 12), (10, 10), (18, 3)], [False, True, False, False], 0, False, [False, False, False, False], 660, 'Stop', (12, 1))
Element 51: #0#
