Element 1: (1, (1, 4), ['%', '%', '.', '.'], [(10, 10), (13, 8), (17, 9)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 4))
Element 2: (1, (2, 4), ['', '.', '.', '.'], [(9, 10), (14, 8), (17, 10)], [False, False, False, False], 96, False, [False, True, True, True], 38, 'East', (3, 4))
Element 3: (1, (3, 4), ['', '.', '.', '.'], [(9, 10), (15, 8), (18, 10)], [False, False, False, False], 94, False, [False, True, True, True], 67, 'East', (4, 4))
Element 4: (1, (4, 4), ['', '.', '.', '%'], [(10, 10), (15, 7), (18, 11)], [False, False, False, True], 92, False, [False, True, True, False], 96, 'North', (4, 5))
Element 5: (1, (4, 5), ['.', '', '.', '.'], [(9, 10), (15, 6), (18, 12)], [False, False, False, False], 90, False, [True, False, True, True], 125, 'East', (5, 5))
Element 6: (1, (5, 5), ['', '%', '.', '.'], [(9, 10), (16, 6), (18, 13)], [False, True, False, False], 88, False, [False, False, True, True], 154, 'East', (6, 5))
Element 7: (1, (6, 5), ['', '.', '.', '%'], [(10, 10), (17, 6), (17, 13)], [False, False, False, True], 86, False, [False, True, True, False], 183, 'North', (6, 6))
Element 8: (1, (6, 6), ['.', '', '%', '%'], [(9, 10), (17, 7), (17, 12)], [False, False, True, True], 84, False, [True, False, False, False], 212, 'West', (5, 6))
Element 9: (1, (5, 6), ['.', '', '%', ''], [(9, 10), (18, 7), (17, 11)], [False, False, True, False], 82, False, [True, False, False, False], 241, 'West', (4, 6))
Element 10: (1, (4, 6), ['.', '', '%', ''], [(10, 10), (17, 7), (16, 11)], [False, False, True, False], 80, False, [True, False, False, False], 260, 'West', (3, 6))
Element 11: (1, (3, 6), ['.', '.', '.', ''], [(9, 10), (17, 6), (16, 12)], [False, False, False, False], 78, False, [True, True, True, False], 279, 'North', (3, 7))
Element 12: (1, (3, 7), ['.', '', '%', '%'], [(9, 10), (17, 5), (16, 13)], [False, False, True, True], 76, False, [True, False, False, False], 308, 'West', (2, 7))
Element 13: (1, (2, 7), ['.', '.', 'F', ''], [(10, 10), (18, 5), (15, 13)], [False, False, False, False], 74, False, [True, True, False, False], 337, 'North', (2, 8))
Element 14: (1, (2, 8), ['F', '', '%', '%'], [(9, 10), (18, 4), (15, 12)], [False, False, True, True], 72, False, [False, False, False, False], 1356, 'West', (1, 8))
Element 15: (1, (1, 8), ['%', '.', '%', ''], [(9, 10), (18, 3), (15, 13)], [True, False, True, False], 70, False, [False, True, False, False], 2365, 'South', (1, 7))
Element 16: (1, (1, 7), ['%', '.', '', ''], [(10, 10), (17, 3), (14, 13)], [True, False, False, False], 68, False, [False, True, False, False], 2394, 'South', (1, 6))
Element 17: (1, (1, 6), ['%', '.', '', '.'], [(9, 10), (17, 4), (13, 13)], [True, False, False, False], 66, False, [False, True, False, True], 2423, 'East', (2, 6))
Element 18: (1, (2, 6), ['', '.', '', ''], [(9, 10), (16, 4), (13, 12)], [False, False, False, False], 64, False, [False, True, False, False], 2452, 'South', (2, 5))
Element 19: (1, (2, 5), ['.', '', '', '.'], [(10, 10), (16, 5), (13, 11)], [False, False, False, False], 62, False, [True, False, False, True], 2481, 'East', (3, 5))
Element 20: (1, (3, 5), ['', '', '', ''], [(9, 10), (15, 5), (12, 11)], [False, False, False, False], 60, False, [False, False, False, False], 2510, 'West', (2, 5))
Element 21: (1, (2, 5), ['.', '', '', ''], [(9, 10), (15, 4), (12, 12)], [False, False, False, False], 58, False, [True, False, False, False], 2529, 'West', (1, 5))
Element 22: (1, (1, 5), ['%', '', '', ''], [(10, 10), (14, 4), (12, 13)], [True, False, False, False], 56, False, [False, False, False, False], 2558, 'East', (2, 5))
Element 23: (1, (2, 5), ['', '', '', ''], [(9, 10), (14, 5), (12, 12)], [False, False, False, False], 54, False, [False, False, False, False], 2567, 'North', (2, 6))
Element 24: (1, (2, 6), ['', '', '', ''], [(9, 10), (13, 5), (11, 12)], [False, False, False, False], 52, False, [False, False, False, False], 2586, 'West', (1, 6))
Element 25: (1, (1, 6), ['%', '', '', ''], [(10, 10), (13, 6), (10, 12)], [True, False, False, False], 50, False, [False, False, False, False], 2605, 'South', (1, 5))
Element 26: (1, (1, 5), ['%', '', '', ''], [(9, 10), (12, 6), (10, 13)], [True, False, False, False], 48, False, [False, False, False, False], 2624, 'North', (1, 6))
Element 27: (1, (1, 6), ['%', '', '', ''], [(9, 10), (12, 5), (9, 13)], [True, False, False, False], 46, False, [False, False, False, False], 2643, 'North', (1, 7))
Element 28: (1, (1, 7), ['%', '', '', ''], [(10, 10), (12, 4), (9, 12)], [True, False, False, False], 44, False, [False, False, False, False], 2662, 'North', (1, 8))
Element 29: (1, (1, 8), ['%', '', '%', ''], [(9, 10), (13, 4), (8, 12)], [True, False, True, False], 42, False, [False, False, False, False], 2681, 'East', (2, 8))
Element 30: (1, (2, 8), ['', '', '%', '%'], [(9, 10), (13, 3), (7, 12)], [False, False, True, True], 40, False, [False, False, False, False], 2700, 'South', (2, 7))
Element 31: (1, (2, 7), ['', '', '', ''], [(10, 10), (14, 3), (7, 13)], [False, False, False, False], 38, False, [False, False, False, False], 2719, 'South', (2, 6))
Element 32: (1, (2, 6), ['', '', '', ''], [(9, 10), (14, 2), (6, 13)], [False, False, False, False], 36, False, [False, False, False, False], 2738, 'North', (2, 7))
Element 33: (1, (2, 7), ['', '', '', ''], [(9, 10), (14, 1), (6, 12)], [False, False, False, False], 34, False, [False, False, False, False], 2757, 'West', (1, 7))
Element 34: (1, (1, 7), ['%', '', '', ''], [(10, 10), (15, 1), (6, 11)], [True, False, False, False], 32, False, [False, False, False, False], 2776, 'East', (2, 7))
Element 35: (1, (2, 7), ['', '', '', ''], [(9, 10), (14, 1), (5, 11)], [False, False, False, False], 30, False, [False, False, False, False], 2785, 'East', (3, 7))
Element 36: (1, (3, 7), ['', '', '%', '%'], [(9, 10), (13, 1), (5, 12)], [False, False, True, True], 28, False, [False, False, False, False], 2804, 'South', (3, 6))
Element 37: (1, (3, 6), ['', '', '', ''], [(10, 10), (13, 2), (5, 13)], [False, False, False, False], 26, False, [False, False, False, False], 2823, 'South', (3, 5))
