Element 1: (0, (9, 3), ['.', 'F', '.', '.'], [(1, 5), (9, 8), (13, 12)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (9, 2))
Element 2: (0, (9, 2), ['.', '.', '', '.'], [(2, 5), (10, 8), (13, 13)], [False, False, False, False], 96, False, [True, True, False, True], 1029, 'East', (10, 2))
Element 3: (0, (10, 2), ['', '%', '.', '.'], [(3, 5), (10, 7), (14, 13)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (11, 2))
Element 4: (0, (11, 2), ['', '.', '.', '.'], [(4, 5), (9, 7), (15, 13)], [False, False, False, False], 92, False, [False, True, True, True], 1107, 'East', (12, 2))
Element 5: (0, (12, 2), ['', '.', '%', '.'], [(5, 5), (9, 6), (16, 13)], [False, False, True, False], 90, False, [False, True, False, True], 1146, 'East', (13, 2))
Element 6: (0, (13, 2), ['', '.', '.', '.'], [(6, 5), (9, 5), (17, 13)], [False, False, False, False], 88, False, [False, True, True, True], 1185, 'East', (14, 2))
Element 7: (0, (14, 2), ['', '.', '.', '%'], [(6, 6), (10, 5), (18, 13)], [False, False, False, True], 86, False, [False, True, True, False], 2214, 'North', (14, 3))
Element 8: (0, (14, 3), ['.', '', '.', '%'], [(5, 6), (10, 4), (18, 12)], [False, False, False, True], 84, False, [True, False, True, False], 2253, 'North', (14, 4))
Element 9: (0, (14, 4), ['.', '', '.', '.'], [(4, 6), (11, 4), (18, 11)], [False, False, False, False], 82, False, [True, False, True, True], 2292, 'East', (15, 4))
Element 10: (0, (15, 4), ['', '%', '.', '.'], [(3, 6), (12, 4), (18, 10)], [False, True, False, False], 80, False, [False, False, True, True], 2331, 'East', (16, 4))
Element 11: (0, (16, 4), ['', '.', '.', '.'], [(3, 7), (13, 4), (17, 10)], [False, False, False, False], 78, False, [False, True, True, True], 2370, 'East', (17, 4))
Element 12: (0, (17, 4), ['', '.', '.', '.'], [(2, 7), (13, 5), (17, 11)], [False, False, False, False], 76, False, [False, True, True, True], 2409, 'East', (18, 4))
Element 13: (0, (18, 4), ['', '.', '.', '%'], [(2, 8), (14, 5), (17, 12)], [False, False, False, True], 74, False, [False, True, True, False], 3438, 'North', (18, 5))
