Element 1: (0, (6, 4), ['%', '.', '.', '%'], [(7, 12), (12, 6), (15, 13)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (6, 5))
Element 2: (0, (6, 5), ['.', '', '.', '%'], [(8, 12), (13, 6), (16, 13)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (6, 6))
Element 3: (0, (6, 6), ['.', '', '%', '%'], [(9, 12), (13, 5), (17, 13)], [False, False, True, True], 94, False, [True, False, False, False], 78, 'West', (5, 6))
Element 4: (0, (5, 6), ['.', '.', '%', ''], [(10, 12), (14, 5), (18, 13)], [False, False, True, False], 92, False, [True, True, False, False], 117, 'South', (5, 5))
Element 5: (0, (5, 5), ['.', '%', '', ''], [(11, 12), (15, 5), (18, 12)], [False, True, False, False], 90, False, [True, False, False, False], 156, 'West', (4, 5))
Element 6: (0, (4, 5), ['.', '.', '.', ''], [(12, 12), (16, 5), (18, 11)], [False, False, False, False], 88, False, [True, True, True, False], 195, 'North', (4, 6))
Element 7: (0, (4, 6), ['.', '', '%', ''], [(13, 12), (17, 5), (18, 10)], [False, False, True, False], 86, False, [True, False, False, False], 234, 'West', (3, 6))
Element 8: (0, (3, 6), ['.', '.', '.', ''], [(13, 13), (18, 5), (17, 10)], [False, False, False, False], 84, False, [True, True, True, False], 273, 'North', (3, 7))
Element 9: (0, (3, 7), ['.', '', '%', '%'], [(14, 13), (18, 4), (17, 11)], [False, False, True, True], 82, False, [True, False, False, False], 312, 'West', (2, 7))
Element 10: (0, (2, 7), ['.', '.', 'F', ''], [(15, 13), (18, 3), (17, 12)], [False, False, False, False], 80, False, [True, True, False, False], 341, 'North', (2, 8))
Element 11: (0, (2, 8), ['F', '', '%', '%'], [(15, 12), (17, 3), (16, 12)], [False, False, True, True], 78, False, [False, False, False, False], 1370, 'West', (1, 8))
Element 12: (0, (1, 8), ['%', '.', '%', ''], [(15, 13), (17, 4), (16, 11)], [True, False, True, False], 76, False, [False, True, False, False], 2389, 'South', (1, 7))
Element 13: (0, (1, 7), ['%', '.', '', ''], [(16, 13), (16, 4), (16, 10)], [True, False, False, False], 74, False, [False, True, False, False], 2418, 'South', (1, 6))
Element 14: (0, (1, 6), ['%', '.', '', '.'], [(17, 13), (16, 3), (16, 9)], [True, False, False, False], 72, False, [False, True, False, True], 2447, 'East', (2, 6))
Element 15: (0, (2, 6), ['', '.', '', ''], [(18, 13), (16, 4), (17, 9)], [False, False, False, False], 70, False, [False, True, False, False], 2466, 'South', (2, 5))
Element 16: (0, (2, 5), ['.', '.', '', '.'], [(18, 12), (15, 4), (16, 9)], [False, False, False, False], 68, False, [True, True, False, True], 2485, 'East', (3, 5))
Element 17: (0, (3, 5), ['', '.', '', ''], [(18, 11), (14, 4), (16, 10)], [False, False, False, False], 66, False, [False, True, False, False], 2504, 'South', (3, 4))
Element 18: (0, (3, 4), ['.', '.', '', '.'], [(18, 10), (14, 3), (16, 11)], [False, False, False, False], 64, False, [True, True, False, True], 2523, 'East', (4, 4))
Element 19: (0, (4, 4), ['', '.', '', '%'], [(17, 10), (14, 2), (16, 12)], [False, False, False, True], 62, False, [False, True, False, False], 2542, 'South', (4, 3))
