Element 1: (0, (9, 3), ['.', 'F', '.', '.'], [(3, 6), (6, 1), (7, 13)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (9, 2))
Element 2: (0, (9, 2), ['.', '.', '', '.'], [(4, 6), (7, 1), (7, 12)], [False, False, False, False], 96, False, [True, True, False, True], 1029, 'East', (10, 2))
Element 3: (0, (10, 2), ['', '%', '.', '.'], [(5, 6), (8, 1), (8, 12)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (11, 2))
Element 4: (0, (11, 2), ['', '.', '.', '.'], [(6, 6), (9, 1), (9, 12)], [False, False, False, False], 92, False, [False, True, True, True], 1107, 'East', (12, 2))
Element 5: (0, (12, 2), ['', '.', '%', '.'], [(6, 5), (9, 2), (10, 12)], [False, False, True, False], 90, False, [False, True, False, True], 1136, 'East', (13, 2))
Element 6: (0, (13, 2), ['', '.', '.', '.'], [(6, 4), (8, 2), (11, 12)], [False, False, False, False], 88, False, [False, True, True, True], 1175, 'East', (14, 2))
Element 7: (0, (14, 2), ['', '.', '.', '%'], [(6, 3), (8, 3), (12, 12)], [False, False, False, True], 86, False, [False, True, True, False], 1214, 'North', (14, 3))
Element 8: (0, (14, 3), ['.', '', '.', '%'], [(7, 3), (8, 4), (13, 12)], [False, False, False, True], 84, False, [True, False, True, False], 1253, 'North', (14, 4))
Element 9: (0, (14, 4), ['.', '', '.', '.'], [(7, 2), (9, 4), (13, 13)], [False, False, False, False], 82, False, [True, False, True, True], 1292, 'East', (15, 4))
Element 10: (0, (15, 4), ['', '%', '.', '.'], [(6, 2), (10, 4), (14, 13)], [False, True, False, False], 80, False, [False, False, True, True], 1331, 'East', (16, 4))
Element 11: (0, (16, 4), ['', '.', '.', '.'], [(5, 2), (10, 5), (15, 13)], [False, False, False, False], 78, False, [False, True, True, True], 2360, 'East', (17, 4))
Element 12: (0, (17, 4), ['', '.', '.', '.'], [(5, 3), (9, 5), (16, 13)], [False, False, False, False], 76, False, [False, True, True, True], 2399, 'East', (18, 4))
Element 13: (0, (18, 4), ['', '.', '.', '%'], [(4, 3), (9, 6), (17, 13)], [False, False, False, True], 74, False, [False, True, True, False], 2438, 'North', (18, 5))
Element 14: (0, (18, 5), ['.', '', '%', '%'], [(4, 4), (9, 7), (18, 13)], [False, False, True, True], 72, False, [True, False, False, False], 2477, 'West', (17, 5))
Element 15: (0, (17, 5), ['.', '', '.', ''], [(4, 5), (10, 7), (18, 12)], [False, False, False, False], 70, False, [True, False, True, False], 2516, 'North', (17, 6))
Element 16: (0, (17, 6), ['.', '', '.', '%'], [(5, 5), (10, 8), (18, 11)], [False, False, False, True], 68, False, [True, False, True, False], 2555, 'North', (17, 7))
Element 17: (0, (17, 7), ['%', '', '%', '.'], [(4, 5), (9, 8), (18, 10)], [True, False, True, False], 66, False, [False, False, False, True], 2584, 'East', (18, 7))
Element 18: (0, (18, 7), ['', '%', '%', '%'], [(3, 5), (8, 8), (17, 10)], [False, True, True, True], 64, False, [False, False, False, False], 2623, 'West', (17, 7))
Element 19: (0, (17, 7), ['%', '', '%', ''], [(3, 4), (8, 9), (17, 11)], [True, False, True, False], 62, False, [False, False, False, False], 2652, 'South', (17, 6))
Element 20: (0, (17, 6), ['.', '', '', '%'], [(3, 3), (7, 9), (17, 12)], [False, False, False, True], 60, False, [True, False, False, False], 2681, 'West', (16, 6))
Element 21: (0, (16, 6), ['.', '.', '%', ''], [(2, 3), (7, 8), (16, 12)], [False, False, True, False], 58, False, [True, True, False, False], 2720, 'South', (16, 5))
Element 22: (0, (16, 5), ['.', '', '', ''], [(2, 4), (6, 8), (16, 11)], [False, False, False, False], 56, False, [True, False, False, False], 2759, 'West', (15, 5))
Element 23: (0, (15, 5), ['.', '', '.', ''], [(2, 5), (6, 9), (16, 10)], [False, False, False, False], 54, False, [True, False, True, False], 2798, 'North', (15, 6))
Element 24: (0, (15, 6), ['%', '', '.', ''], [(2, 6), (6, 8), (16, 9)], [True, False, False, False], 52, False, [False, False, True, False], 2827, 'North', (15, 7))
Element 25: (0, (15, 7), ['.', '', '.', '%'], [(2, 7), (5, 8), (17, 9)], [False, False, False, True], 50, False, [True, False, True, False], 2866, 'North', (15, 8))
Element 26: (0, (15, 8), ['.', '', '%', '%'], [(2, 8), (4, 8), (16, 9)], [False, False, True, True], 48, False, [True, False, False, False], 3885, 'West', (14, 8))
Element 27: (0, (14, 8), ['.', '.', '%', ''], [(1, 8), (5, 8), (16, 10)], [False, False, True, False], 46, False, [True, True, False, False], 4894, 'South', (14, 7))
Element 28: (0, (14, 7), ['%', '%', '', ''], [(1, 7), (6, 8), (16, 11)], [True, True, False, False], 44, False, [False, False, False, False], 4913, 'North', (14, 8))
Element 29: (0, (14, 8), ['.', '', '%', ''], [(1, 6), (7, 8), (16, 12)], [False, False, True, False], 42, False, [True, False, False, False], 4922, 'West', (13, 8))
Element 30: (0, (13, 8), ['%', '%', '%', ''], [(1, 5), (7, 9), (15, 12)], [True, True, True, False], 40, False, [False, False, False, False], 4951, 'East', (14, 8))
Element 31: (0, (14, 8), ['', '', '%', ''], [(1, 4), (6, 9), (16, 12)], [False, False, True, False], 38, False, [False, False, False, False], 4960, 'East', (15, 8))
Element 32: (0, (15, 8), ['', '', '%', '%'], [(1, 5), (7, 9), (17, 12)], [False, False, True, True], 36, False, [False, False, False, False], 4959, 'South', (15, 7))
Element 33: (0, (15, 7), ['', '', '', '%'], [(1, 6), (8, 9), (17, 11)], [False, False, False, True], 34, False, [False, False, False, False], 4958, 'West', (14, 7))
Element 34: (0, (14, 7), ['%', '%', '', ''], [(1, 7), (8, 8), (16, 11)], [True, True, False, False], 32, False, [False, False, False, False], 4957, 'East', (15, 7))
Element 35: (0, (15, 7), ['', '', '', '%'], [(1, 8), (7, 8), (17, 11)], [False, False, False, True], 30, False, [False, False, False, False], 4956, 'South', (15, 6))
Element 36: (0, (15, 6), ['%', '', '', ''], [(2, 8), (8, 8), (17, 10)], [True, False, False, False], 28, False, [False, False, False, False], 4955, 'South', (15, 5))
Element 37: (0, (15, 5), ['.', '', '', ''], [(2, 7), (9, 8), (17, 9)], [False, False, False, False], 26, False, [True, False, False, False], 4954, 'West', (14, 5))
Element 38: (0, (14, 5), ['.', '', '%', ''], [(3, 7), (10, 8), (17, 10)], [False, False, True, False], 24, False, [True, False, False, False], 4973, 'West', (13, 5))
Element 39: (0, (13, 5), ['.', '.', '.', ''], [(2, 7), (10, 7), (16, 10)], [False, False, False, False], 22, False, [True, True, True, False], 4982, 'North', (13, 6))
Element 40: (0, (13, 6), ['.', '', '%', '%'], [(1, 7), (9, 7), (17, 10)], [False, False, True, True], 20, False, [True, False, False, False], 4991, 'West', (12, 6))
Element 41: (0, (12, 6), ['.', '.', '%', ''], [(2, 7), (9, 8), (18, 10)], [False, False, True, False], 18, False, [True, True, False, False], 5000, 'South', (12, 5))
Element 42: (0, (12, 5), ['%', '.', '', ''], [(2, 6), (9, 7), (18, 11)], [True, False, False, False], 16, False, [False, True, False, False], 5009, 'South', (12, 4))
Element 43: (0, (12, 4), ['.', '%', '', '.'], [(1, 6), (9, 6), (17, 11)], [False, True, False, False], 14, False, [True, False, False, True], 5018, 'East', (13, 4))
Element 44: (0, (13, 4), ['', '.', '', ''], [(2, 6), (8, 6), (18, 11)], [False, False, False, False], 12, False, [False, True, False, False], 5037, 'South', (13, 3))
Element 45: (0, (13, 3), ['%', '', '', ''], [(2, 5), (8, 5), (18, 12)], [True, False, False, False], 10, False, [False, False, False, False], 5056, 'North', (13, 4))
Element 46: (0, (13, 4), ['', '', '', ''], [(1, 5), (8, 6), (17, 12)], [False, False, False, False], 8, False, [False, False, False, False], 5055, 'West', (12, 4))
Element 47: (0, (12, 4), ['.', '%', '', ''], [(2, 5), (9, 6), (18, 12)], [False, True, False, False], 6, False, [True, False, False, False], 5054, 'West', (11, 4))
Element 48: (0, (11, 4), ['', '.', '%', ''], [(2, 4), (9, 5), (18, 13)], [False, False, True, False], 4, False, [False, True, False, False], 5063, 'South', (11, 3))
Element 49: (0, (11, 3), ['.', '', '', '%'], [(1, 4), (8, 5), (17, 13)], [False, False, False, True], 2, False, [True, False, False, False], 5072, 'West', (10, 3))
Element 50: (0, (10, 3), ['', '', '', ''], [(2, 4), (9, 5), (17, 12)], [False, False, False, False], 0, False, [False, False, False, False], 5081, 'Stop', (10, 3))
Element 51: #0#
