Element 1: (2, (8, 3), ['.', '.', '.', '.'], [(18, 12), (2, 5), (16, 4)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (9, 3))
Element 2: (2, (9, 3), ['', 'F', '.', '.'], [(18, 13), (3, 5), (17, 4)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'South', (9, 2))
Element 3: (2, (9, 2), ['.', '.', '', '.'], [(17, 13), (4, 5), (18, 4)], [False, False, False, False], 94, False, [True, True, False, True], 1087, 'East', (10, 2))
Element 4: (2, (10, 2), ['', '%', '.', '.'], [(16, 13), (5, 5), (18, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (11, 2))
Element 5: (2, (11, 2), ['', '.', '.', '.'], [(16, 12), (6, 5), (17, 5)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (12, 2))
Element 6: (2, (12, 2), ['', '.', '%', '.'], [(16, 11), (6, 6), (17, 6)], [False, False, True, False], 88, False, [False, True, False, True], 1204, 'East', (13, 2))
Element 7: (2, (13, 2), ['', '.', '.', '.'], [(17, 11), (5, 6), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 1243, 'East', (14, 2))
Element 8: (2, (14, 2), ['', '.', '.', '%'], [(18, 11), (4, 6), (18, 7)], [False, False, False, True], 84, False, [False, True, True, False], 1282, 'North', (14, 3))
Element 9: (2, (14, 3), ['.', '', '.', '%'], [(18, 10), (3, 6), (17, 7)], [False, False, False, True], 82, False, [True, False, True, False], 1311, 'North', (14, 4))
Element 10: (2, (14, 4), ['.', '', '.', '.'], [(17, 10), (3, 7), (17, 6)], [False, False, False, False], 80, False, [True, False, True, True], 1340, 'East', (15, 4))
Element 11: (2, (15, 4), ['', '%', '.', ''], [(17, 9), (2, 7), (16, 6)], [False, True, False, False], 78, False, [False, False, True, False], 1379, 'North', (15, 5))
Element 12: (2, (15, 5), ['.', '', '.', 'G'], [(16, 9), (2, 8), (16, 5)], [False, False, False, False], 76, False, [True, False, True, False], 2408, 'North', (15, 6))
Element 13: (2, (15, 6), ['%', 'G', '.', ''], [(16, 10), (1, 8), (15, 5)], [True, False, False, False], 74, False, [False, False, True, False], 3427, 'North', (15, 7))
Element 14: (2, (15, 7), ['.', '', '.', '%'], [(16, 9), (1, 7), (14, 5)], [False, False, False, True], 72, False, [True, False, True, False], 3456, 'North', (15, 8))
Element 15: (2, (15, 8), ['.', '', '%', '%'], [(17, 9), (1, 6), (13, 5)], [False, False, True, True], 70, False, [True, False, False, False], 3485, 'West', (14, 8))
Element 16: (2, (14, 8), ['.', '.', '%', ''], [(17, 10), (2, 6), (13, 6)], [False, False, True, False], 68, False, [True, True, False, False], 3514, 'South', (14, 7))
