Element 1: (2, (6, 3), ['.', '', '.', '.'], [(5, 8), (7, 2), (10, 12)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (7, 3))
Element 37: (2, (15, 6), ['%', '', '', ''], [(16, 3), (15, 4), (18, 10)], [True, False, False, False], 26, False, [False, False, False, False], 2763, 'South', (15, 5))
Element 38: (2, (15, 5), ['', '', '', ''], [(16, 4), (14, 4), (18, 11)], [False, False, False, False], 24, False, [False, False, False, False], 2762, 'West', (14, 5))
Element 39: (2, (14, 5), ['', '', '%', ''], [(17, 4), (15, 4), (17, 11)], [False, False, True, False], 22, False, [False, False, False, False], 2761, 'West', (13, 5))
Element 40: (2, (13, 5), ['', '', '', ''], [(16, 4), (15, 5), (18, 11)], [False, False, False, False], 20, False, [False, False, False, False], 2760, 'North', (13, 6))
Element 41: (2, (13, 6), ['', '', '%', '%'], [(15, 4), (14, 5), (18, 12)], [False, False, True, True], 18, False, [False, False, False, False], 2759, 'West', (12, 6))
Element 42: (2, (12, 6), ['.', '', '%', ''], [(14, 4), (13, 5), (17, 12)], [False, False, True, False], 16, False, [True, False, False, False], 2758, 'West', (11, 6))
Element 43: (2, (11, 6), ['%', '%', '%', ''], [(14, 3), (14, 5), (18, 12)], [True, True, True, False], 14, False, [False, False, False, False], 2767, 'East', (12, 6))
Element 44: (2, (12, 6), ['', '', '%', ''], [(14, 2), (13, 5), (18, 13)], [False, False, True, False], 12, False, [False, False, False, False], 2766, 'South', (12, 5))
Element 45: (2, (12, 5), ['%', '', '', ''], [(14, 1), (13, 6), (17, 13)], [True, False, False, False], 10, False, [False, False, False, False], 2775, 'North', (12, 6))
Element 46: (2, (12, 6), ['', '', '%', ''], [(15, 1), (13, 5), (17, 12)], [False, False, True, False], 8, False, [False, False, False, False], 2784, 'East', (13, 6))
Element 47: (2, (13, 6), ['', '', '%', '%'], [(14, 1), (12, 5), (17, 13)], [False, False, True, True], 6, False, [False, False, False, False], 2783, 'South', (13, 5))
Element 48: (2, (13, 5), ['', '', '', ''], [(13, 1), (12, 6), (16, 13)], [False, False, False, False], 4, False, [False, False, False, False], 2792, 'West', (12, 5))
Element 49: (2, (12, 5), ['%', '', '', ''], [(12, 1), (11, 6), (16, 12)], [True, False, False, False], 2, False, [False, False, False, False], 2801, 'East', (13, 5))
Element 50: (2, (13, 5), ['', '', '', ''], [(12, 1), (11, 6), (16, 13)], [False, False, False, False], 0, False, [False, False, False, False], 2800, 'Stop', (13, 5))
Element 51: #0#
