Element 1: (2, (6, 3), ['.', '', '.', '.'], [(5, 8), (7, 2), (10, 12)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (7, 3))
Element 2: (2, (7, 3), ['', '', '%', '.'], [(6, 8), (8, 2), (11, 12)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (8, 3))
Element 3: (2, (8, 3), ['', '', '.', '.'], [(7, 8), (9, 2), (12, 12)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'East', (9, 3))
Element 4: (2, (9, 3), ['', '', '.', '.'], [(8, 8), (10, 2), (13, 12)], [False, False, False, False], 92, False, [False, False, True, True], 1126, 'East', (10, 3))
Element 5: (2, (10, 3), ['', '', '.', '.'], [(9, 8), (11, 2), (13, 13)], [False, False, False, False], 90, False, [False, False, True, True], 1165, 'East', (11, 3))
Element 6: (2, (11, 3), ['', '', '.', '%'], [(10, 8), (12, 2), (14, 13)], [False, False, False, True], 88, False, [False, False, True, False], 1204, 'North', (11, 4))
Element 7: (2, (11, 4), ['.', '', '%', '.'], [(10, 7), (13, 2), (15, 13)], [False, False, True, False], 86, False, [True, False, False, True], 1243, 'East', (12, 4))
Element 8: (2, (12, 4), ['', '%', '.', '.'], [(9, 7), (14, 2), (16, 13)], [False, True, False, False], 84, False, [False, False, True, True], 1282, 'East', (13, 4))
Element 9: (2, (13, 4), ['', '.', '.', '.'], [(9, 6), (14, 3), (17, 13)], [False, False, False, False], 82, False, [False, True, True, True], 1321, 'East', (14, 4))
Element 10: (2, (14, 4), ['', '', '.', '.'], [(9, 5), (13, 3), (18, 13)], [False, False, False, False], 80, False, [False, False, True, True], 1360, 'East', (15, 4))
Element 11: (2, (15, 4), ['', '%', '.', '.'], [(10, 5), (13, 4), (18, 12)], [False, True, False, False], 78, False, [False, False, True, True], 2379, 'East', (16, 4))
Element 12: (2, (16, 4), ['', '.', '.', '.'], [(10, 4), (13, 5), (18, 11)], [False, False, False, False], 76, False, [False, True, True, True], 2418, 'East', (17, 4))
Element 13: (2, (17, 4), ['', '.', '.', '.'], [(9, 4), (14, 5), (18, 10)], [False, False, False, False], 74, False, [False, True, True, True], 2457, 'East', (18, 4))
Element 14: (2, (18, 4), ['', '.', '.', '%'], [(8, 4), (15, 5), (17, 10)], [False, False, False, True], 72, False, [False, True, True, False], 2496, 'North', (18, 5))
Element 15: (2, (18, 5), ['.', '', '%', '%'], [(8, 5), (16, 5), (17, 11)], [False, False, True, True], 70, False, [True, False, False, False], 2535, 'West', (17, 5))
Element 16: (2, (17, 5), ['', '', '.', ''], [(8, 6), (16, 6), (17, 12)], [False, False, False, False], 68, False, [False, False, True, False], 2574, 'North', (17, 6))
Element 17: (2, (17, 6), ['', '', '.', '%'], [(8, 5), (15, 6), (16, 12)], [False, False, False, True], 66, False, [False, False, True, False], 2603, 'North', (17, 7))
Element 18: (2, (17, 7), ['%', '', '%', '.'], [(8, 4), (15, 7), (16, 11)], [True, False, True, False], 64, False, [False, False, False, True], 2632, 'East', (18, 7))
Element 19: (2, (18, 7), ['', '%', '%', '%'], [(8, 3), (15, 8), (16, 10)], [False, True, True, True], 62, False, [False, False, False, False], 2661, 'West', (17, 7))
Element 20: (2, (17, 7), ['%', '', '%', ''], [(9, 3), (14, 8), (16, 9)], [True, False, True, False], 60, False, [False, False, False, False], 2680, 'South', (17, 6))
Element 21: (2, (17, 6), ['', '', '', '%'], [(10, 3), (14, 7), (17, 9)], [False, False, False, True], 58, False, [False, False, False, False], 2699, 'West', (16, 6))
Element 22: (2, (16, 6), ['', '', '%', ''], [(11, 3), (14, 8), (16, 9)], [False, False, True, False], 56, False, [False, False, False, False], 2698, 'South', (16, 5))
Element 23: (2, (16, 5), ['', '', '', ''], [(11, 4), (13, 8), (16, 10)], [False, False, False, False], 54, False, [False, False, False, False], 2707, 'West', (15, 5))
Element 24: (2, (15, 5), ['', '', '', ''], [(12, 4), (14, 8), (16, 11)], [False, False, False, False], 52, False, [False, False, False, False], 2706, 'North', (15, 6))
Element 25: (2, (15, 6), ['%', '', '', ''], [(12, 5), (15, 8), (16, 12)], [True, False, False, False], 50, False, [False, False, False, False], 2715, 'North', (15, 7))
Element 26: (2, (15, 7), ['', '', '', '%'], [(12, 6), (14, 8), (15, 12)], [False, False, False, True], 48, False, [False, False, False, False], 2734, 'North', (15, 8))
Element 27: (2, (15, 8), ['', '', '%', '%'], [(13, 6), (14, 7), (16, 12)], [False, False, True, True], 46, False, [False, False, False, False], 2743, 'West', (14, 8))
Element 28: (2, (14, 8), ['', '', '%', ''], [(13, 5), (15, 7), (17, 12)], [False, False, True, False], 44, False, [False, False, False, False], 2742, 'South', (14, 7))
Element 29: (2, (14, 7), ['%', '%', '', ''], [(14, 5), (15, 6), (17, 11)], [True, True, False, False], 42, False, [False, False, False, False], 2741, 'North', (14, 8))
Element 30: (2, (14, 8), ['', '', '%', ''], [(15, 5), (16, 6), (16, 11)], [False, False, True, False], 40, False, [False, False, False, False], 2740, 'West', (13, 8))
Element 31: (2, (13, 8), ['%', '%', '%', ''], [(16, 5), (15, 6), (17, 11)], [True, True, True, False], 38, False, [False, False, False, False], 2739, 'East', (14, 8))
Element 32: (2, (14, 8), ['', '', '%', ''], [(17, 5), (15, 5), (17, 10)], [False, False, True, False], 36, False, [False, False, False, False], 2738, 'East', (15, 8))
Element 33: (2, (15, 8), ['', '', '%', '%'], [(18, 5), (16, 5), (17, 9)], [False, False, True, True], 34, False, [False, False, False, False], 2737, 'South', (15, 7))
Element 34: (2, (15, 7), ['', '', '', '%'], [(18, 4), (15, 5), (17, 10)], [False, False, False, True], 32, False, [False, False, False, False], 2736, 'West', (14, 7))
Element 35: (2, (14, 7), ['%', '%', '', ''], [(18, 3), (15, 6), (16, 10)], [True, True, False, False], 30, False, [False, False, False, False], 2745, 'East', (15, 7))
Element 36: (2, (15, 7), ['', '', '', '%'], [(17, 3), (15, 5), (17, 10)], [False, False, False, True], 28, False, [False, False, False, False], 2754, 'South', (15, 6))
