Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(18, 10), (8, 5), (10, 3)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(18, 11), (9, 5), (11, 3)], [False, False, False, True], 96, False, [False, True, False, False], 1038, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(18, 12), (10, 5), (11, 4)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(18, 13), (10, 4), (12, 4)], [True, False, False, False], 92, False, [False, False, True, False], 3096, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(17, 13), (9, 4), (13, 4)], [True, False, True, True], 90, False, [False, False, False, False], 3135, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(17, 12), (9, 3), (14, 4)], [True, False, False, False], 88, False, [False, False, False, False], 3164, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(17, 11), (9, 2), (15, 4)], [True, False, False, False], 86, False, [False, True, False, False], 4183, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(16, 11), (10, 2), (16, 4)], [True, True, False, False], 84, False, [False, False, False, True], 4222, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(16, 12), (11, 2), (17, 4)], [False, True, False, False], 82, False, [False, False, False, True], 4261, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(16, 13), (12, 2), (18, 4)], [False, True, True, False], 80, False, [False, False, False, True], 4300, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(15, 13), (13, 2), (18, 5)], [False, True, False, True], 78, False, [False, False, True, False], 4339, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(15, 12), (14, 2), (17, 5)], [True, False, False, False], 76, False, [False, False, True, True], 4378, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(15, 13), (14, 3), (17, 6)], [False, True, False, False], 74, False, [False, False, True, True], 4407, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(14, 13), (13, 3), (17, 7)], [False, True, False, True], 72, False, [False, False, True, False], 4446, 'North', (6, 12))
Element 15: (1, (6, 12), ['.', '', '.', '.'], [(13, 13), (13, 4), (18, 7)], [False, False, False, False], 70, False, [True, False, True, True], 4475, 'East', (7, 12))
Element 16: (1, (7, 12), ['', '%', '.', '.'], [(13, 12), (13, 5), (17, 7)], [False, True, False, False], 68, False, [False, False, True, True], 4504, 'East', (8, 12))
Element 17: (1, (8, 12), ['', '%', '%', '.'], [(13, 11), (14, 5), (17, 6)], [False, True, True, False], 66, False, [False, False, False, True], 4533, 'East', (9, 12))
Element 18: (1, (9, 12), ['', '%', '.', '.'], [(12, 11), (15, 5), (16, 6)], [False, True, False, False], 64, False, [False, False, True, True], 4572, 'East', (10, 12))
Element 19: (1, (10, 12), ['', '%', '.', '.'], [(12, 12), (16, 5), (15, 6)], [False, True, False, False], 62, False, [False, False, True, True], 4611, 'East', (11, 12))
Element 20: (1, (11, 12), ['', '%', '%', ''], [(12, 13), (17, 5), (15, 7)], [False, True, True, False], 60, False, [False, False, False, False], 4640, 'East', (12, 12))
Element 21: (1, (12, 12), ['', '', '', ''], [(13, 13), (18, 5), (15, 8)], [False, False, False, False], 58, False, [False, False, False, False], 4649, 'East', (13, 12))
Element 22: (1, (13, 12), ['', '', '', '%'], [(13, 12), (18, 4), (14, 8)], [False, False, False, True], 56, False, [False, False, False, False], 4658, 'North', (13, 13))
Element 23: (1, (13, 13), ['', '', '%', ''], [(13, 11), (18, 3), (14, 7)], [False, False, True, False], 54, False, [False, False, False, False], 4677, 'East', (14, 13))
Element 24: (1, (14, 13), ['', '%', '%', ''], [(13, 12), (17, 3), (14, 8)], [False, True, True, False], 52, False, [False, False, False, False], 4686, 'East', (15, 13))
Element 25: (1, (15, 13), ['', '', '%', ''], [(12, 12), (16, 3), (13, 8)], [False, False, True, False], 50, False, [False, False, False, False], 4705, 'East', (16, 13))
Element 26: (1, (16, 13), ['', '', '%', ''], [(13, 12), (16, 4), (14, 8)], [False, False, True, False], 48, False, [False, False, False, False], 4704, 'East', (17, 13))
Element 27: (1, (17, 13), ['', '', '%', ''], [(13, 13), (17, 4), (15, 8)], [False, False, True, False], 46, False, [False, False, False, False], 4703, 'East', (18, 13))
Element 28: (1, (18, 13), ['', '', '%', '%'], [(12, 13), (16, 4), (15, 7)], [False, False, True, True], 44, False, [False, False, False, False], 4702, 'South', (18, 12))
Element 29: (1, (18, 12), ['', '', '', '%'], [(13, 13), (15, 4), (14, 7)], [False, False, False, True], 42, False, [False, False, False, False], 4701, 'South', (18, 11))
Element 30: (1, (18, 11), ['', '', '', '%'], [(14, 13), (14, 4), (15, 7)], [False, False, False, True], 40, False, [False, False, False, False], 4700, 'South', (18, 10))
Element 31: (1, (18, 10), ['', '%', '', '%'], [(15, 13), (15, 4), (15, 6)], [False, True, False, True], 38, False, [False, False, False, False], 4699, 'West', (17, 10))
Element 32: (1, (17, 10), ['.', '.', '', ''], [(16, 13), (16, 4), (15, 5)], [False, False, False, False], 36, False, [True, True, False, False], 4698, 'South', (17, 9))
Element 33: (1, (17, 9), ['.', '%', '', '%'], [(16, 12), (16, 3), (16, 5)], [False, True, False, True], 34, False, [True, False, False, False], 4707, 'West', (16, 9))
Element 34: (1, (16, 9), ['%', '%', '.', ''], [(15, 12), (17, 3), (15, 5)], [True, True, False, False], 32, False, [False, False, True, False], 4716, 'North', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(16, 12), (17, 4), (14, 5)], [True, False, False, False], 30, False, [False, False, False, False], 4725, 'North', (16, 11))
Element 36: (1, (16, 11), ['%', '', '', ''], [(15, 12), (17, 3), (13, 5)], [True, False, False, False], 28, False, [False, False, False, False], 4724, 'East', (17, 11))
Element 37: (1, (17, 11), ['', '', '', ''], [(15, 12), (18, 3), (13, 6)], [False, False, False, False], 26, False, [False, False, False, False], 4733, 'North', (17, 12))
Element 38: (1, (17, 12), ['', '', '', ''], [(15, 12), (18, 4), (12, 6)], [False, False, False, False], 24, False, [False, False, False, False], 4742, 'West', (16, 12))
Element 39: (1, (16, 12), ['G', '', '', ''], [(15, 12), (17, 4), (12, 5)], [False, False, False, False], 22, False, [False, False, False, False], 4751, 'East', (17, 12))
Element 40: (1, (17, 12), ['', '', '', ''], [(15, 13), (18, 4), (12, 6)], [False, False, False, False], 20, False, [False, False, False, False], 4750, 'South', (17, 11))
Element 41: (1, (17, 11), ['', '', '', ''], [(15, 12), (18, 5), (11, 6)], [False, False, False, False], 18, False, [False, False, False, False], 4759, 'West', (16, 11))
Element 42: (1, (16, 11), ['%', '', 'G', ''], [(16, 12), (17, 5), (12, 6)], [True, False, False, False], 16, False, [False, False, False, False], 4758, 'South', (16, 10))
Element 43: (1, (16, 10), ['%', '', '', ''], [(16, 13), (17, 6), (13, 6)], [True, False, False, False], 14, False, [False, False, False, False], 4757, 'North', (16, 11))
