Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(6, 12), (5, 11), (9, 7)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(7, 12), (5, 12), (10, 7)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(8, 12), (5, 13), (10, 8)], [True, False, True, False], 94, False, [False, True, False, False], 2067, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(9, 12), (6, 13), (9, 8)], [True, False, False, False], 92, False, [False, True, False, False], 2106, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(10, 12), (7, 13), (8, 8)], [True, False, False, False], 90, False, [False, True, False, True], 2145, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(11, 12), (7, 12), (8, 9)], [False, False, False, False], 88, False, [False, True, False, True], 2174, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(12, 12), (8, 12), (7, 9)], [False, False, False, False], 86, False, [False, True, True, True], 2203, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(13, 12), (9, 12), (7, 8)], [False, False, True, False], 84, False, [False, True, False, True], 2232, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(13, 13), (9, 13), (6, 8)], [False, False, True, False], 82, False, [False, True, False, True], 2271, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(14, 13), (10, 13), (6, 9)], [False, False, True, True], 80, False, [False, True, False, False], 2310, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(15, 13), (10, 12), (6, 8)], [False, False, False, True], 78, False, [True, True, False, False], 2329, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(16, 13), (11, 12), (5, 8)], [True, False, False, True], 76, False, [False, True, False, False], 2358, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '.', '', '.'], [(17, 13), (12, 12), (4, 8)], [False, False, False, False], 74, False, [True, True, False, True], 2387, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', '.'], [(18, 13), (12, 13), (5, 8)], [False, False, True, False], 72, False, [False, True, False, True], 2416, 'East', (8, 3))
