Element 1: (0, (1, 13), ['%', '.', '%', '%'], [(2, 1), (14, 3), (18, 1)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (1, 12))
Element 2: (0, (1, 12), ['%', 'F', '', '.'], [(3, 1), (14, 4), (17, 1)], [True, False, False, False], 96, False, [False, False, False, True], 39, 'South', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '', 'F'], [(4, 1), (15, 4), (18, 1)], [True, False, False, False], 94, False, [False, True, False, False], 1058, 'East', (2, 11))
Element 4: (0, (2, 11), ['', '.', '.', '%'], [(5, 1), (16, 4), (18, 1)], [False, False, False, True], 92, False, [False, True, True, False], 2077, 'North', (2, 12))
Element 5: (0, (2, 12), ['', '', '%', '.'], [(6, 1), (17, 4), (17, 1)], [False, False, True, False], 90, False, [False, False, False, True], 2106, 'East', (3, 12))
Element 6: (0, (3, 12), ['', '%', '.', '.'], [(7, 1), (18, 4), (18, 1)], [False, True, False, False], 88, False, [False, False, True, True], 2135, 'East', (4, 12))
Element 7: (0, (4, 12), ['', '.', '.', '.'], [(8, 1), (18, 5), (18, 1)], [False, False, False, False], 86, False, [False, True, True, True], 2164, 'East', (5, 12))
Element 8: (0, (5, 12), ['', '.', '.', '.'], [(9, 1), (17, 5), (17, 1)], [False, False, False, False], 84, False, [False, True, True, True], 2193, 'East', (6, 12))
Element 9: (0, (6, 12), ['', '.', '.', '.'], [(9, 2), (17, 6), (18, 1)], [False, False, False, False], 82, False, [False, True, True, True], 3212, 'East', (7, 12))
Element 10: (0, (7, 12), ['', '%', '.', '.'], [(10, 2), (17, 7), (18, 1)], [False, True, False, False], 80, False, [False, False, True, True], 3241, 'East', (8, 12))
Element 11: (0, (8, 12), ['', '%', '%', '.'], [(11, 2), (18, 7), (17, 1)], [False, True, True, False], 78, False, [False, False, False, True], 3270, 'East', (9, 12))
Element 12: (0, (9, 12), ['', '%', '.', '.'], [(12, 2), (17, 7), (18, 1)], [False, True, False, False], 76, False, [False, False, True, True], 3289, 'East', (10, 12))
Element 13: (0, (10, 12), ['', '%', '.', '.'], [(13, 2), (17, 6), (18, 1)], [False, True, False, False], 74, False, [False, False, True, True], 3308, 'East', (11, 12))
Element 14: (0, (11, 12), ['', '%', '%', '.'], [(14, 2), (16, 6), (17, 1)], [False, True, True, False], 72, False, [False, False, False, True], 3337, 'East', (12, 12))
Element 15: (0, (12, 12), ['', '.', '.', '.'], [(14, 1), (16, 5), (18, 1)], [False, False, False, False], 70, False, [False, True, True, True], 3366, 'East', (13, 12))
Element 16: (0, (13, 12), ['', '.', '.', '%'], [(15, 1), (15, 5), (18, 1)], [False, False, False, True], 68, False, [False, True, True, False], 3395, 'North', (13, 13))
Element 17: (0, (13, 13), ['.', '', '%', '.'], [(14, 1), (15, 6), (17, 1)], [False, False, True, False], 66, False, [True, False, False, True], 3414, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '%', '%', '.'], [(13, 1), (15, 7), (18, 1)], [False, True, True, False], 64, False, [False, False, False, True], 3443, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '.', '%', '.'], [(12, 1), (15, 8), (18, 1)], [False, False, True, False], 62, False, [False, True, False, True], 3472, 'East', (16, 13))
Element 20: (0, (16, 13), ['', '.', '%', '.'], [(11, 1), (14, 8), (17, 1)], [False, False, True, False], 60, False, [False, True, False, True], 3501, 'East', (17, 13))
Element 21: (0, (17, 13), ['', '.', '%', '.'], [(12, 1), (14, 7), (18, 1)], [False, False, True, False], 58, False, [False, True, False, True], 3520, 'East', (18, 13))
Element 22: (0, (18, 13), ['', '.', '%', '%'], [(13, 1), (14, 8), (18, 1)], [False, False, True, True], 56, False, [False, True, False, False], 3529, 'South', (18, 12))
Element 23: (0, (18, 12), ['.', '.', '', '%'], [(14, 1), (13, 8), (17, 1)], [False, False, False, True], 54, False, [True, True, False, False], 3548, 'South', (18, 11))
Element 24: (0, (18, 11), ['.', '.', '', '%'], [(14, 2), (14, 8), (18, 1)], [False, False, False, True], 52, False, [True, True, False, False], 3557, 'South', (18, 10))
Element 25: (0, (18, 10), ['.', '%', '', '%'], [(14, 3), (15, 8), (18, 1)], [False, True, False, True], 50, False, [True, False, False, False], 3566, 'West', (17, 10))
Element 26: (0, (17, 10), ['.', '.', '.', ''], [(13, 3), (15, 7), (17, 1)], [False, False, False, False], 48, False, [True, True, True, False], 3585, 'North', (17, 11))
Element 27: (0, (17, 11), ['.', '', '.', ''], [(13, 4), (14, 7), (18, 1)], [False, False, False, False], 46, False, [True, False, True, False], 3604, 'North', (17, 12))
Element 28: (0, (17, 12), ['.', '', '', ''], [(13, 5), (15, 7), (18, 1)], [False, False, False, False], 44, False, [True, False, False, False], 3623, 'West', (16, 12))
Element 29: (0, (16, 12), ['.', '.', '', ''], [(14, 5), (15, 6), (17, 1)], [False, False, False, False], 42, False, [True, True, False, False], 3642, 'South', (16, 11))
Element 30: (0, (16, 11), ['%', '.', '', ''], [(15, 5), (15, 7), (18, 1)], [True, False, False, False], 40, False, [False, True, False, False], 3651, 'South', (16, 10))
Element 31: (0, (16, 10), ['%', '.', '', ''], [(16, 5), (15, 6), (18, 1)], [True, False, False, False], 38, False, [False, True, False, False], 3660, 'South', (16, 9))
Element 32: (0, (16, 9), ['%', '%', '', '.'], [(17, 5), (15, 5), (17, 1)], [True, True, False, False], 36, False, [False, False, False, True], 3669, 'East', (17, 9))
Element 33: (0, (17, 9), ['', '%', '', '%'], [(18, 5), (16, 5), (18, 1)], [False, True, False, True], 34, False, [False, False, False, False], 3678, 'West', (16, 9))
Element 34: (0, (16, 9), ['%', '%', '', ''], [(18, 4), (16, 6), (18, 1)], [True, True, False, False], 32, False, [False, False, False, False], 3677, 'North', (16, 10))
Element 35: (0, (16, 10), ['%', '', '', ''], [(18, 3), (15, 6), (17, 1)], [True, False, False, False], 30, False, [False, False, False, False], 3686, 'North', (16, 11))
Element 36: (0, (16, 11), ['%', '', '', ''], [(17, 3), (16, 6), (18, 1)], [True, False, False, False], 28, False, [False, False, False, False], 3695, 'North', (16, 12))
Element 37: (0, (16, 12), ['.', '', '', ''], [(16, 3), (17, 6), (18, 1)], [False, False, False, False], 26, False, [True, False, False, False], 3704, 'West', (15, 12))
Element 38: (0, (15, 12), ['%', '%', '', ''], [(16, 4), (17, 5), (17, 1)], [True, True, False, False], 24, False, [False, False, False, False], 3713, 'East', (16, 12))
Element 39: (0, (16, 12), ['', '', '', ''], [(17, 4), (16, 5), (18, 1)], [False, False, False, False], 22, False, [False, False, False, False], 3712, 'East', (17, 12))
Element 40: (0, (17, 12), ['', '', '', ''], [(16, 4), (17, 5), (18, 1)], [False, False, False, False], 20, False, [False, False, False, False], 3711, 'South', (17, 11))
Element 41: (0, (17, 11), ['', '', '', ''], [(15, 4), (18, 5), (17, 1)], [False, False, False, False], 18, False, [False, False, False, False], 3710, 'West', (16, 11))
Element 42: (0, (16, 11), ['%', '', '', ''], [(14, 4), (18, 4), (18, 1)], [True, False, False, False], 16, False, [False, False, False, False], 3709, 'East', (17, 11))
Element 43: (0, (17, 11), ['', '', '', ''], [(15, 4), (18, 3), (18, 1)], [False, False, False, False], 14, False, [False, False, False, False], 3708, 'South', (17, 10))
Element 44: (0, (17, 10), ['', '', '', ''], [(16, 4), (17, 3), (17, 1)], [False, False, False, False], 12, False, [False, False, False, False], 3707, 'South', (17, 9))
Element 45: (0, (17, 9), ['', '%', '', '%'], [(16, 3), (18, 3), (18, 1)], [False, True, False, True], 10, False, [False, False, False, False], 3706, 'North', (17, 10))
Element 46: (0, (17, 10), ['', '', '', ''], [(17, 3), (18, 4), (18, 1)], [False, False, False, False], 8, False, [False, False, False, False], 3705, 'West', (16, 10))
Element 47: (0, (16, 10), ['%', '', '', ''], [(17, 4), (18, 3), (17, 1)], [True, False, False, False], 6, False, [False, False, False, False], 3704, 'East', (17, 10))
Element 48: (0, (17, 10), ['', '', '', ''], [(17, 3), (18, 4), (18, 1)], [False, False, False, False], 4, False, [False, False, False, False], 3703, 'East', (18, 10))
Element 49: (0, (18, 10), ['', '%', '', '%'], [(18, 3), (17, 4), (18, 1)], [False, True, False, True], 2, False, [False, False, False, False], 3702, 'North', (18, 11))
Element 50: (0, (18, 11), ['', '', '', '%'], [(18, 4), (17, 3), (17, 1)], [False, False, False, True], 0, False, [False, False, False, False], 3701, 'Stop', (18, 11))
Element 51: #0#
