Element 1: (3, (7, 1), ['G', '%', '.', '.'], [(1, 11), (6, 1), (6, 5)], [False, True, False, False], 98, False, [False, False, True, True], 1019, 'East', (8, 1))
Element 37: (3, (13, 5), ['.', '', '.', ''], [(16, 12), (17, 6), (8, 9)], [False, False, False, False], 26, False, [True, False, True, False], 4963, 'North', (13, 6))
Element 38: (3, (13, 6), ['.', '', '%', '%'], [(17, 12), (17, 5), (8, 8)], [False, False, True, True], 24, False, [True, False, False, False], 4972, 'West', (12, 6))
Element 39: (3, (12, 6), ['.', '.', '%', ''], [(17, 11), (18, 5), (7, 8)], [False, False, True, False], 22, False, [True, True, False, False], 4981, 'South', (12, 5))
Element 40: (3, (12, 5), ['%', '', '', ''], [(16, 11), (18, 4), (8, 8)], [True, False, False, False], 20, False, [False, False, False, False], 4990, 'South', (12, 4))
Element 41: (3, (12, 4), ['', '%', '', ''], [(17, 11), (18, 3), (9, 8)], [False, True, False, False], 18, False, [False, False, False, False], 4989, 'East', (13, 4))
Element 42: (3, (13, 4), ['', '.', '', ''], [(17, 10), (17, 3), (10, 8)], [False, False, False, False], 16, False, [False, True, False, False], 4988, 'South', (13, 3))
Element 43: (3, (13, 3), ['%', '', '', ''], [(17, 9), (17, 4), (10, 7)], [True, False, False, False], 14, False, [False, False, False, False], 4997, 'North', (13, 4))
Element 44: (3, (13, 4), ['', '', '', ''], [(17, 10), (16, 4), (9, 7)], [False, False, False, False], 12, False, [False, False, False, False], 4996, 'West', (12, 4))
Element 45: (3, (12, 4), ['', '%', '', ''], [(16, 10), (16, 3), (9, 8)], [False, True, False, False], 10, False, [False, False, False, False], 4995, 'West', (11, 4))
Element 46: (3, (11, 4), ['', '', '%', ''], [(17, 10), (16, 4), (9, 7)], [False, False, True, False], 8, False, [False, False, False, False], 4994, 'South', (11, 3))
Element 47: (3, (11, 3), ['', '', '', '%'], [(18, 10), (15, 4), (9, 6)], [False, False, False, True], 6, False, [False, False, False, False], 4993, 'West', (10, 3))
Element 48: (3, (10, 3), ['', '', '', ''], [(18, 11), (14, 4), (8, 6)], [False, False, False, False], 4, False, [False, False, False, False], 5002, 'North', (10, 4))
Element 49: (3, (10, 4), ['', '', '', ''], [(17, 11), (14, 3), (8, 5)], [False, False, False, False], 2, False, [False, False, False, False], 5011, 'North', (10, 5))
Element 50: (3, (10, 5), ['', '', '%', '%'], [(17, 11), (14, 3), (8, 5)], [False, False, True, True], 0, False, [False, False, False, False], 5010, 'Stop', (10, 5))
Element 51: #0#
