Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(8, 12), (5, 3), (15, 8)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 23: (1, (15, 13), ['', '.', '%', ''], [(17, 9), (12, 4), (13, 4)], [False, False, True, False], 54, False, [False, True, False, False], 3667, 'South', (15, 12))
Element 24: (1, (15, 12), ['%', '%', '', ''], [(16, 9), (11, 4), (13, 3)], [True, True, False, False], 52, False, [False, False, False, False], 3696, 'East', (16, 12))
Element 25: (1, (16, 12), ['', '', '', ''], [(16, 10), (11, 3), (14, 3)], [False, False, False, False], 50, False, [False, False, False, False], 3705, 'East', (17, 12))
Element 26: (1, (17, 12), ['', '', '', ''], [(16, 11), (10, 3), (14, 2)], [False, False, False, False], 48, False, [False, False, False, False], 3714, 'East', (18, 12))
Element 27: (1, (18, 12), ['', '', '', '%'], [(16, 12), (10, 4), (14, 1)], [False, False, False, True], 46, False, [False, False, False, False], 3733, 'North', (18, 13))
Element 28: (1, (18, 13), ['', '', '%', '%'], [(15, 12), (10, 5), (15, 1)], [False, False, True, True], 44, False, [False, False, False, False], 4742, 'West', (17, 13))
Element 29: (1, (17, 13), ['', '', '%', ''], [(16, 12), (9, 5), (14, 1)], [False, False, True, False], 42, False, [False, False, False, False], 4751, 'West', (16, 13))
Element 30: (1, (16, 13), ['', '', '%', ''], [(17, 12), (9, 6), (13, 1)], [False, False, True, False], 40, False, [False, False, False, False], 4770, 'East', (17, 13))
Element 31: (1, (17, 13), ['', '', '%', ''], [(17, 11), (9, 7), (12, 1)], [False, False, True, False], 38, False, [False, False, False, False], 4789, 'East', (18, 13))
Element 32: (1, (18, 13), ['', '', '%', '%'], [(16, 11), (10, 7), (11, 1)], [False, False, True, True], 36, False, [False, False, False, False], 4808, 'South', (18, 12))
Element 33: (1, (18, 12), ['', '', '', '%'], [(17, 11), (10, 8), (11, 2)], [False, False, False, True], 34, False, [False, False, False, False], 4817, 'South', (18, 11))
Element 34: (1, (18, 11), ['', '', '', '%'], [(17, 10), (9, 8), (12, 2)], [False, False, False, True], 32, False, [False, False, False, False], 4826, 'South', (18, 10))
Element 35: (1, (18, 10), ['', '%', '', '%'], [(17, 9), (8, 8), (13, 2)], [False, True, False, True], 30, False, [False, False, False, False], 4835, 'West', (17, 10))
Element 36: (1, (17, 10), ['', '', '', ''], [(16, 9), (8, 9), (12, 2)], [False, False, False, False], 28, False, [False, False, False, False], 4844, 'North', (17, 11))
Element 37: (1, (17, 11), ['', '', '', ''], [(16, 10), (7, 9), (11, 2)], [False, False, False, False], 26, False, [False, False, False, False], 4853, 'West', (16, 11))
Element 38: (1, (16, 11), ['%', '', '', ''], [(17, 10), (7, 8), (11, 3)], [True, False, False, False], 24, False, [False, False, False, False], 4862, 'South', (16, 10))
Element 39: (1, (16, 10), ['%', '', '', ''], [(18, 10), (6, 8), (11, 4)], [True, False, False, False], 22, False, [False, False, False, False], 4871, 'South', (16, 9))
Element 40: (1, (16, 9), ['%', '%', '', ''], [(18, 11), (6, 9), (12, 4)], [True, True, False, False], 20, False, [False, False, False, False], 4880, 'East', (17, 9))
Element 41: (1, (17, 9), ['', '%', '', '%'], [(17, 11), (6, 8), (12, 5)], [False, True, False, True], 18, False, [False, False, False, False], 4879, 'West', (16, 9))
Element 42: (1, (16, 9), ['%', '%', '', ''], [(18, 11), (5, 8), (13, 5)], [True, True, False, False], 16, False, [False, False, False, False], 4888, 'North', (16, 10))
Element 43: (1, (16, 10), ['%', '', '', ''], [(18, 12), (4, 8), (14, 5)], [True, False, False, False], 14, False, [False, False, False, False], 4897, 'North', (16, 11))
Element 44: (1, (16, 11), ['%', '', '', ''], [(17, 12), (5, 8), (13, 5)], [True, False, False, False], 12, False, [False, False, False, False], 4896, 'East', (17, 11))
Element 45: (1, (17, 11), ['', '', '', ''], [(18, 12), (6, 8), (13, 6)], [False, False, False, False], 10, False, [False, False, False, False], 4895, 'South', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(18, 13), (7, 8), (12, 6)], [False, False, False, False], 8, False, [False, False, False, False], 4894, 'South', (17, 9))
Element 47: (1, (17, 9), ['', '%', '', '%'], [(17, 13), (7, 9), (11, 6)], [False, True, False, True], 6, False, [False, False, False, False], 4903, 'North', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(17, 12), (6, 9), (12, 6)], [False, False, False, False], 4, False, [False, False, False, False], 4902, 'West', (16, 10))
Element 49: (1, (16, 10), ['%', '', '', ''], [(17, 13), (7, 9), (13, 6)], [True, False, False, False], 2, False, [False, False, False, False], 4901, 'East', (17, 10))
Element 50: (1, (17, 10), ['', '', '', ''], [(17, 13), (8, 9), (13, 5)], [False, False, False, False], 0, False, [False, False, False, False], 4900, 'Stop', (17, 10))
Element 51: #0#
