Element 1: (0, (6, 3), ['G', '.', '.', '.'], [(5, 3), (7, 1), (15, 13)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'East', (7, 3))
Element 2: (0, (7, 3), ['', '.', '%', '.'], [(5, 2), (8, 1), (16, 13)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (8, 3))
Element 3: (0, (8, 3), ['', '.', '.', '.'], [(6, 2), (9, 1), (17, 13)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (9, 3))
Element 4: (0, (9, 3), ['', 'G', '.', '.'], [(7, 2), (9, 2), (18, 13)], [False, False, False, False], 92, False, [False, False, True, True], 1107, 'East', (10, 3))
Element 5: (0, (10, 3), ['', 'G', '.', '.'], [(8, 2), (10, 2), (18, 12)], [False, False, False, False], 90, False, [False, False, True, True], 1146, 'East', (11, 3))
Element 6: (0, (11, 3), ['', 'G', '.', '%'], [(9, 2), (11, 2), (18, 11)], [False, False, False, True], 88, False, [False, False, True, False], 1175, 'North', (11, 4))
Element 7: (0, (11, 4), ['.', '', '%', '.'], [(10, 2), (12, 2), (18, 10)], [False, False, True, False], 86, False, [True, False, False, True], 1204, 'East', (12, 4))
Element 8: (0, (12, 4), ['', '%', '.', '.'], [(11, 2), (13, 2), (17, 10)], [False, True, False, False], 84, False, [False, False, True, True], 1233, 'East', (13, 4))
Element 9: (0, (13, 4), ['', '.', '.', '.'], [(11, 1), (14, 2), (17, 11)], [False, False, False, False], 82, False, [False, True, True, True], 1272, 'East', (14, 4))
Element 10: (0, (14, 4), ['', 'G', '.', '.'], [(12, 1), (14, 3), (17, 12)], [False, False, False, False], 80, False, [False, False, True, True], 1311, 'East', (15, 4))
Element 11: (0, (15, 4), ['', '%', '.', '.'], [(13, 1), (13, 3), (16, 12)], [False, True, False, False], 78, False, [False, False, True, True], 1350, 'East', (16, 4))
Element 12: (0, (16, 4), ['', '.', '.', '.'], [(14, 1), (13, 4), (16, 11)], [False, False, False, False], 76, False, [False, True, True, True], 1379, 'East', (17, 4))
Element 13: (0, (17, 4), ['', '.', '.', '.'], [(15, 1), (13, 5), (16, 10)], [False, False, False, False], 74, False, [False, True, True, True], 1418, 'East', (18, 4))
Element 14: (0, (18, 4), ['', '.', '.', '%'], [(14, 1), (14, 5), (16, 9)], [False, False, False, True], 72, False, [False, True, True, False], 1447, 'North', (18, 5))
Element 15: (0, (18, 5), ['.', '', '%', '%'], [(14, 2), (15, 5), (17, 9)], [False, False, True, True], 70, False, [True, False, False, False], 1476, 'West', (17, 5))
Element 16: (0, (17, 5), ['G', '', '.', ''], [(14, 3), (16, 5), (16, 9)], [False, False, False, False], 68, False, [False, False, True, False], 1495, 'North', (17, 6))
Element 17: (0, (17, 6), ['G', '', '.', '%'], [(14, 4), (16, 6), (16, 10)], [False, False, False, True], 66, False, [False, False, True, False], 1514, 'North', (17, 7))
Element 18: (0, (17, 7), ['%', '', '%', '.'], [(15, 4), (15, 6), (16, 11)], [True, False, True, False], 64, False, [False, False, False, True], 1533, 'East', (18, 7))
Element 19: (0, (18, 7), ['', '%', '%', '%'], [(16, 4), (15, 7), (16, 12)], [False, True, True, True], 62, False, [False, False, False, False], 1552, 'West', (17, 7))
Element 20: (0, (17, 7), ['%', '', '%', ''], [(16, 3), (15, 8), (15, 12)], [True, False, True, False], 60, False, [False, False, False, False], 1581, 'South', (17, 6))
Element 21: (0, (17, 6), ['', '', '', '%'], [(17, 3), (14, 8), (16, 12)], [False, False, False, True], 58, False, [False, False, False, False], 1600, 'South', (17, 5))
Element 22: (0, (17, 5), ['', '', '', ''], [(18, 3), (14, 7), (17, 12)], [False, False, False, False], 56, False, [False, False, False, False], 1619, 'East', (18, 5))
Element 23: (0, (18, 5), ['', 'G', '%', '%'], [(18, 4), (14, 8), (17, 11)], [False, False, True, True], 54, False, [False, False, False, False], 1618, 'West', (17, 5))
Element 24: (0, (17, 5), ['', '', '', 'G'], [(18, 5), (13, 8), (16, 11)], [False, False, False, False], 52, False, [False, False, False, False], 1627, 'South', (17, 4))
Element 25: (0, (17, 4), ['', '', 'G', ''], [(17, 5), (14, 8), (17, 11)], [False, False, False, False], 50, False, [False, False, False, False], 1626, 'East', (18, 4))
Element 26: (0, (18, 4), ['', '', '', '%'], [(17, 6), (15, 8), (17, 10)], [False, False, False, True], 48, False, [False, False, False, False], 1625, 'West', (17, 4))
Element 27: (0, (17, 4), ['', '', '', ''], [(17, 7), (15, 7), (17, 9)], [False, False, False, False], 46, False, [False, False, False, False], 1624, 'North', (17, 5))
Element 28: (0, (17, 5), ['', '', '', ''], [(18, 7), (14, 7), (17, 10)], [False, False, False, False], 44, False, [False, False, False, False], 1623, 'South', (17, 4))
Element 29: (0, (17, 4), ['', '', '', ''], [(17, 7), (15, 7), (16, 10)], [False, False, False, False], 42, False, [False, False, False, False], 1622, 'South', (17, 3))
Element 30: (0, (17, 3), ['', '%', '', ''], [(17, 6), (15, 6), (17, 10)], [False, True, False, False], 40, False, [False, False, False, False], 1621, 'East', (18, 3))
Element 31: (0, (18, 3), ['', '%', '', '%'], [(16, 6), (15, 5), (18, 10)], [False, True, False, True], 38, False, [False, False, False, False], 1620, 'West', (17, 3))
Element 32: (0, (17, 3), ['', '%', '', ''], [(16, 5), (15, 6), (18, 11)], [False, True, False, False], 36, False, [False, False, False, False], 1619, 'West', (16, 3))
Element 33: (0, (16, 3), ['%', '%', '', ''], [(15, 5), (16, 6), (17, 11)], [True, True, False, False], 34, False, [False, False, False, False], 1618, 'East', (17, 3))
Element 34: (0, (17, 3), ['', '%', '', ''], [(15, 6), (16, 5), (18, 11)], [False, True, False, False], 32, False, [False, False, False, False], 1617, 'North', (17, 4))
Element 35: (0, (17, 4), ['', '', 'G', ''], [(15, 7), (17, 5), (18, 12)], [False, False, False, False], 30, False, [False, False, False, False], 1616, 'West', (16, 4))
Element 36: (0, (16, 4), ['', '', '', ''], [(15, 8), (18, 5), (17, 12)], [False, False, False, False], 28, False, [False, False, False, False], 1615, 'North', (16, 5))
Element 37: (0, (16, 5), ['', '', '', ''], [(14, 8), (18, 4), (18, 12)], [False, False, False, False], 26, False, [False, False, False, False], 1614, 'North', (16, 6))
Element 38: (0, (16, 6), ['', '', '%', ''], [(14, 7), (18, 3), (18, 13)], [False, False, True, False], 24, False, [False, False, False, False], 1613, 'West', (15, 6))
Element 39: (0, (15, 6), ['%', '', '', ''], [(14, 8), (17, 3), (17, 13)], [True, False, False, False], 22, False, [False, False, False, False], 1612, 'North', (15, 7))
Element 40: (0, (15, 7), ['', '', '', '%'], [(13, 8), (17, 4), (17, 12)], [False, False, False, True], 20, False, [False, False, False, False], 1611, 'North', (15, 8))
Element 41: (0, (15, 8), ['G', '', '%', '%'], [(14, 8), (16, 4), (17, 13)], [False, False, True, True], 18, False, [False, False, False, False], 1610, 'South', (15, 7))
