Element 1: (2, (8, 2), ['.', '.', '.', 'F'], [(18, 5), (2, 11), (18, 11)], [False, False, False, False], 98, False, [True, True, True, False], 1009, 'East', (9, 2))
Element 2: (2, (9, 2), ['', '.', '.', '.'], [(17, 5), (1, 11), (18, 12)], [False, False, False, False], 96, False, [False, True, True, True], 3028, 'East', (10, 2))
Element 3: (2, (10, 2), ['', '%', '.', '.'], [(17, 6), (1, 12), (18, 13)], [False, True, False, False], 94, False, [False, False, True, True], 3067, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '.', '.', '.'], [(17, 7), (1, 13), (17, 13)], [False, False, False, False], 92, False, [False, True, True, True], 3106, 'East', (12, 2))
Element 5: (2, (12, 2), ['', '.', '%', '.'], [(18, 7), (1, 12), (17, 12)], [False, False, True, False], 90, False, [False, True, False, True], 3135, 'East', (13, 2))
Element 6: (2, (13, 2), ['', '.', '.', '.'], [(17, 7), (1, 11), (17, 11)], [False, False, False, False], 88, False, [False, True, True, True], 3154, 'East', (14, 2))
Element 7: (2, (14, 2), ['', '.', '.', '%'], [(17, 6), (1, 10), (17, 10)], [False, False, False, True], 86, False, [False, True, True, False], 3183, 'North', (14, 3))
Element 8: (2, (14, 3), ['.', '', '.', '%'], [(16, 6), (2, 10), (18, 10)], [False, False, False, True], 84, False, [True, False, True, False], 3222, 'North', (14, 4))
Element 9: (2, (14, 4), ['.', '', '.', '.'], [(16, 5), (3, 10), (17, 10)], [False, False, False, False], 82, False, [True, False, True, True], 3251, 'East', (15, 4))
Element 10: (2, (15, 4), ['', '%', '.', 'G'], [(16, 4), (4, 10), (17, 9)], [False, True, False, False], 80, False, [False, False, True, False], 3290, 'North', (15, 5))
Element 11: (2, (15, 5), ['.', '', '.', ''], [(17, 4), (4, 11), (16, 9)], [False, False, False, False], 78, False, [True, False, True, False], 3329, 'North', (15, 6))
Element 12: (2, (15, 6), ['%', '', '.', ''], [(17, 3), (5, 11), (16, 10)], [True, False, False, False], 76, False, [False, False, True, False], 3368, 'North', (15, 7))
Element 13: (2, (15, 7), ['.', '', '.', '%'], [(18, 3), (6, 11), (16, 11)], [False, False, False, True], 74, False, [True, False, True, False], 3407, 'North', (15, 8))
Element 14: (2, (15, 8), ['.', '', '%', '%'], [(17, 3), (6, 12), (16, 12)], [False, False, True, True], 72, False, [True, False, False, False], 3436, 'West', (14, 8))
Element 15: (2, (14, 8), ['.', '.', '%', ''], [(16, 3), (7, 12), (16, 13)], [False, False, True, False], 70, False, [True, True, False, False], 3475, 'South', (14, 7))
Element 16: (2, (14, 7), ['%', '%', '', ''], [(17, 3), (8, 12), (15, 13)], [True, True, False, False], 68, False, [False, False, False, False], 3504, 'North', (14, 8))
Element 17: (2, (14, 8), ['.', '', '%', ''], [(17, 4), (9, 12), (15, 12)], [False, False, True, False], 66, False, [True, False, False, False], 3523, 'West', (13, 8))
Element 18: (2, (13, 8), ['%', '%', '%', ''], [(16, 4), (10, 12), (15, 13)], [True, True, True, False], 64, False, [False, False, False, False], 3542, 'East', (14, 8))
Element 19: (2, (14, 8), ['', '', '%', ''], [(16, 3), (11, 12), (14, 13)], [False, False, True, False], 62, False, [False, False, False, False], 3561, 'East', (15, 8))
Element 20: (2, (15, 8), ['', '', '%', '%'], [(16, 4), (12, 12), (13, 13)], [False, False, True, True], 60, False, [False, False, False, False], 3580, 'South', (15, 7))
Element 21: (2, (15, 7), ['', '', '', '%'], [(15, 4), (12, 13), (13, 12)], [False, False, False, True], 58, False, [False, False, False, False], 3599, 'West', (14, 7))
Element 22: (2, (14, 7), ['%', '%', '', ''], [(15, 5), (13, 13), (13, 11)], [True, True, False, False], 56, False, [False, False, False, False], 3608, 'East', (15, 7))
Element 23: (2, (15, 7), ['', '', '', '%'], [(14, 5), (14, 13), (12, 11)], [False, False, False, True], 54, False, [False, False, False, False], 3627, 'South', (15, 6))
Element 24: (2, (15, 6), ['%', '', '', ''], [(13, 5), (15, 13), (12, 12)], [True, False, False, False], 52, False, [False, False, False, False], 3636, 'East', (16, 6))
Element 25: (2, (16, 6), ['', '', '%', ''], [(13, 6), (16, 13), (12, 13)], [False, False, True, False], 50, False, [False, False, False, False], 3645, 'East', (17, 6))
Element 26: (2, (17, 6), ['', '', '', '%'], [(12, 6), (17, 13), (12, 12)], [False, False, False, True], 48, False, [False, False, False, False], 3654, 'North', (17, 7))
Element 27: (2, (17, 7), ['%', '', '%', ''], [(12, 5), (18, 13), (11, 12)], [True, False, True, False], 46, False, [False, False, False, False], 3663, 'East', (18, 7))
Element 28: (2, (18, 7), ['', '%', '%', '%'], [(12, 4), (18, 12), (10, 12)], [False, True, True, True], 44, False, [False, False, False, False], 3672, 'West', (17, 7))
Element 29: (2, (17, 7), ['%', '', '%', ''], [(13, 4), (18, 11), (10, 13)], [True, False, True, False], 42, False, [False, False, False, False], 3691, 'South', (17, 6))
Element 30: (2, (17, 6), ['', '', '', '%'], [(13, 3), (18, 10), (9, 13)], [False, False, False, True], 40, False, [False, False, False, False], 3710, 'South', (17, 5))
Element 31: (2, (17, 5), ['', '', '', ''], [(14, 3), (17, 10), (9, 12)], [False, False, False, False], 38, False, [False, False, False, False], 3709, 'East', (18, 5))
Element 32: (2, (18, 5), ['', '', '%', '%'], [(14, 4), (17, 11), (8, 12)], [False, False, True, True], 36, False, [False, False, False, False], 3708, 'South', (18, 4))
Element 33: (2, (18, 4), ['', '', '', '%'], [(14, 3), (17, 12), (7, 12)], [False, False, False, True], 34, False, [False, False, False, False], 3707, 'South', (18, 3))
Element 34: (2, (18, 3), ['', '%', '', '%'], [(14, 2), (16, 12), (7, 13)], [False, True, False, True], 32, False, [False, False, False, False], 3716, 'West', (17, 3))
Element 35: (2, (17, 3), ['', '%', '', ''], [(14, 1), (16, 11), (6, 13)], [False, True, False, False], 30, False, [False, False, False, False], 3735, 'North', (17, 4))
Element 36: (2, (17, 4), ['', '', '', ''], [(15, 1), (16, 10), (5, 13)], [False, False, False, False], 28, False, [False, False, False, False], 3754, 'West', (16, 4))
Element 37: (2, (16, 4), ['', '', '', ''], [(14, 1), (16, 9), (5, 12)], [False, False, False, False], 26, False, [False, False, False, False], 3763, 'North', (16, 5))
Element 38: (2, (16, 5), ['', '', '', ''], [(13, 1), (17, 9), (4, 12)], [False, False, False, False], 24, False, [False, False, False, False], 3782, 'South', (16, 4))
Element 39: (2, (16, 4), ['', '', '', ''], [(12, 1), (16, 9), (4, 13)], [False, False, False, False], 22, False, [False, False, False, False], 3801, 'South', (16, 3))
Element 40: (2, (16, 3), ['%', '%', '', ''], [(11, 1), (16, 10), (3, 13)], [True, True, False, False], 20, False, [False, False, False, False], 3820, 'North', (16, 4))
Element 41: (2, (16, 4), ['', '', '', ''], [(11, 2), (16, 11), (3, 12)], [False, False, False, False], 18, False, [False, False, False, False], 3829, 'East', (17, 4))
Element 42: (2, (17, 4), ['', '', '', ''], [(11, 3), (16, 12), (2, 12)], [False, False, False, False], 16, False, [False, False, False, False], 3838, 'South', (17, 3))
Element 43: (2, (17, 3), ['', '%', '', ''], [(11, 4), (15, 12), (2, 11)], [False, True, False, False], 14, False, [False, False, False, False], 3847, 'West', (16, 3))
Element 44: (2, (16, 3), ['%', '%', '', ''], [(10, 4), (16, 12), (2, 10)], [True, True, False, False], 12, False, [False, False, False, False], 3856, 'East', (17, 3))
Element 45: (2, (17, 3), ['', '%', '', ''], [(10, 5), (17, 12), (3, 10)], [False, True, False, False], 10, False, [False, False, False, False], 4855, 'East', (18, 3))
Element 46: (2, (18, 3), ['', '%', '', '%'], [(9, 5), (17, 11), (4, 10)], [False, True, False, True], 8, False, [False, False, False, False], 4864, 'North', (18, 4))
Element 47: (2, (18, 4), ['', '', '', '%'], [(9, 6), (16, 11), (4, 11)], [False, False, False, True], 6, False, [False, False, False, False], 4873, 'West', (17, 4))
Element 48: (2, (17, 4), ['', '', '', ''], [(9, 7), (17, 11), (5, 11)], [False, False, False, False], 4, False, [False, False, False, False], 4882, 'East', (18, 4))
Element 49: (2, (18, 4), ['', '', '', '%'], [(10, 7), (17, 10), (6, 11)], [False, False, False, True], 2, False, [False, False, False, False], 4891, 'North', (18, 5))
Element 50: (2, (18, 5), ['', '', '%', '%'], [(10, 7), (17, 10), (6, 12)], [False, False, True, True], 0, False, [False, False, False, False], 4890, 'Stop', (18, 5))
Element 51: #0#
