Element 1: (3, (12, 6), ['.', '', '%', '.'], [(14, 3), (10, 12), (13, 5)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (13, 6))
Element 2: (3, (13, 6), ['', '', '%', '%'], [(14, 4), (11, 12), (14, 5)], [False, False, True, True], 96, False, [False, False, False, False], 68, 'South', (13, 5))
Element 3: (3, (13, 5), ['', '.', '', ''], [(15, 4), (12, 12), (15, 5)], [False, False, False, False], 94, False, [False, True, False, False], 97, 'South', (13, 4))
Element 4: (3, (13, 4), ['.', '.', '', ''], [(16, 4), (13, 12), (16, 5)], [False, False, False, False], 92, False, [True, True, False, False], 136, 'South', (13, 3))
Element 5: (3, (13, 3), ['%', '.', '', ''], [(17, 4), (13, 13), (17, 5)], [True, False, False, False], 90, False, [False, True, False, False], 175, 'South', (13, 2))
Element 6: (3, (13, 2), ['.', '.', '', ''], [(18, 4), (14, 13), (18, 5)], [False, False, False, False], 88, False, [True, True, False, False], 214, 'South', (13, 1))
Element 7: (3, (13, 1), ['.', '%', '', '.'], [(18, 3), (15, 13), (18, 4)], [False, True, False, False], 86, False, [True, False, False, True], 243, 'East', (14, 1))
Element 8: (3, (14, 1), ['', '%', '', '.'], [(17, 3), (16, 13), (18, 3)], [False, True, False, False], 84, False, [False, False, False, True], 272, 'East', (15, 1))
Element 9: (3, (15, 1), ['', '%', '%', '%'], [(16, 3), (17, 13), (17, 3)], [False, True, True, True], 82, False, [False, False, False, False], 301, 'West', (14, 1))
Element 10: (3, (14, 1), ['', '%', '', ''], [(16, 4), (18, 13), (17, 4)], [False, True, False, False], 80, False, [False, False, False, False], 310, 'North', (14, 2))
Element 11: (3, (14, 2), ['', '', '', '%'], [(16, 3), (18, 12), (16, 4)], [False, False, False, True], 78, False, [False, False, False, False], 319, 'North', (14, 3))
Element 12: (3, (14, 3), ['', '', '', '%'], [(16, 4), (18, 11), (16, 3)], [False, False, False, True], 76, False, [False, False, False, False], 328, 'North', (14, 4))
Element 13: (3, (14, 4), ['', '', '', ''], [(17, 4), (18, 10), (16, 4)], [False, False, False, False], 74, False, [False, False, False, False], 337, 'East', (15, 4))
