Element 1: (3, (9, 4), ['.', '.', '.', 'F'], [(1, 8), (1, 6), (6, 3)], [False, False, False, False], 98, False, [True, True, True, False], 29, 'East', (10, 4))
Element 2: (3, (10, 4), ['', 'F', 'F', 'F'], [(1, 7), (1, 5), (7, 3)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (10, 5))
Element 3: (3, (10, 5), ['.', '', 'F', 'F'], [(1, 6), (1, 4), (8, 3)], [False, False, False, False], 94, False, [True, False, False, False], 2067, 'East', (11, 5))
Element 4: (3, (11, 5), ['', 'F', 'F', '.'], [(1, 5), (1, 3), (9, 3)], [False, False, False, False], 92, False, [False, False, False, True], 3086, 'North', (11, 6))
Element 5: (3, (11, 6), ['F', '', 'F', '.'], [(1, 4), (1, 2), (10, 3)], [False, False, False, False], 90, False, [False, False, False, True], 5095, 'North', (11, 7))
Element 6: (3, (11, 7), ['F', '', 'F', '.'], [(1, 3), (1, 1), (11, 3)], [False, False, False, False], 88, False, [False, False, False, True], 7104, 'North', (11, 8))
Element 7: (3, (11, 8), ['F', '', 'F', '.'], [(1, 2), (2, 1), (11, 4)], [False, False, False, False], 86, False, [False, False, False, True], 9113, 'North', (11, 9))
Element 8: (3, (11, 9), ['F', '', '%', '.'], [(1, 1), (3, 1), (12, 4)], [False, False, True, False], 84, False, [False, False, False, True], 10132, 'West', (10, 9))
Element 9: (3, (10, 9), ['.', 'F', '%', ''], [(2, 1), (4, 1), (12, 5)], [False, False, True, False], 82, False, [True, False, False, False], 11151, 'South', (10, 8))
Element 10: (3, (10, 8), ['.', 'F', '', ''], [(3, 1), (4, 2), (12, 6)], [False, False, False, False], 80, False, [True, False, False, False], 12170, 'South', (10, 7))
Element 11: (3, (10, 7), ['.', 'F', '', ''], [(4, 1), (4, 3), (12, 7)], [False, False, False, False], 78, False, [True, False, False, False], 13189, 'South', (10, 6))
Element 12: #1#
