Element 1: (1, (3, 3), ['%', '%', '.', '.'], [(9, 6), (3, 5), (7, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 3))
Element 2: (1, (4, 3), ['', '.', '.', '.'], [(10, 6), (4, 5), (8, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 3))
Element 3: (1, (5, 3), ['', '%', '.', '.'], [(11, 6), (5, 5), (9, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (6, 3))
Element 4: (1, (6, 3), ['', '.', '.', '.'], [(11, 7), (6, 5), (10, 8)], [False, False, False, False], 92, False, [False, True, True, True], 4086, 'East', (7, 3))
Element 5: (1, (7, 3), ['', '.', '.', '.'], [(10, 7), (7, 5), (11, 8)], [False, False, False, False], 90, False, [False, True, True, True], 6105, 'East', (8, 3))
Element 6: (1, (8, 3), ['', '.', '.', '.'], [(9, 7), (8, 5), (11, 9)], [False, False, False, False], 88, False, [False, True, True, True], 7134, 'East', (9, 3))
Element 7: (1, (9, 3), ['', '.', '.', 'F'], [(8, 7), (9, 5), (10, 9)], [False, False, False, False], 86, False, [False, True, True, False], 8163, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '.', 'F', 'F'], [(7, 7), (10, 5), (9, 9)], [False, False, False, False], 84, False, [False, True, False, False], 10182, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', 'F', '.'], [(7, 6), (11, 5), (8, 9)], [False, True, False, False], 82, False, [False, False, False, True], 12201, 'North', (11, 4))
Element 10: (1, (11, 4), ['F', '', '', '.'], [(6, 6), (12, 5), (7, 9)], [False, False, False, False], 80, False, [False, False, False, True], 13230, 'West', (10, 4))
Element 11: #1#
