Element 1: (1, (9, 8), ['.', '.', '.', 'F'], [(14, 4), (10, 2), (14, 8)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (10, 8))
Element 2: (1, (10, 8), ['', 'F', 'F', 'F'], [(15, 4), (10, 3), (15, 8)], [False, False, False, False], 96, False, [False, False, False, False], 2028, 'East', (11, 8))
Element 3: (1, (11, 8), ['', 'F', 'F', '.'], [(15, 5), (11, 3), (15, 9)], [False, False, False, False], 94, False, [False, False, False, True], 4047, 'North', (11, 9))
Element 4: (1, (11, 9), ['F', '', '%', '.'], [(15, 6), (11, 4), (14, 9)], [False, False, True, False], 92, False, [False, False, False, True], 6066, 'West', (10, 9))
Element 5: (1, (10, 9), ['.', '', '%', ''], [(15, 7), (11, 5), (13, 9)], [False, False, True, False], 90, False, [True, False, False, False], 8085, 'West', (9, 9))
Element 6: (1, (9, 9), ['.', '', '%', ''], [(14, 7), (11, 6), (13, 8)], [False, False, True, False], 88, False, [True, False, False, False], 9114, 'West', (8, 9))
Element 7: (1, (8, 9), ['.', '.', '%', ''], [(14, 6), (11, 7), (13, 7)], [False, False, True, False], 86, False, [True, True, False, False], 10143, 'South', (8, 8))
Element 8: (1, (8, 8), ['.', '.', '', ''], [(14, 5), (10, 7), (13, 6)], [False, False, False, False], 84, False, [True, True, False, False], 11172, 'South', (8, 7))
Element 9: (1, (8, 7), ['.', '.', '', '.'], [(14, 6), (10, 6), (13, 5)], [False, False, False, False], 82, False, [True, True, False, True], 12191, 'East', (9, 7))
Element 10: (1, (9, 7), ['', '.', '', ''], [(14, 7), (10, 5), (12, 5)], [False, False, False, False], 80, False, [False, True, False, False], 13210, 'South', (9, 6))
Element 11: #1#
