Element 1: (3, (12, 1), ['.', '%', '%', '.'], [(4, 3), (7, 8), (9, 1)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (13, 1))
Element 2: (3, (13, 1), ['', '%', '.', '.'], [(5, 3), (8, 8), (10, 1)], [False, True, False, False], 96, False, [False, False, True, True], 68, 'East', (14, 1))
Element 3: (3, (14, 1), ['', '%', '%', '%'], [(6, 3), (9, 8), (11, 1)], [False, True, True, True], 94, False, [False, False, False, False], 107, 'West', (13, 1))
Element 4: (3, (13, 1), ['G', '%', '.', ''], [(7, 3), (10, 8), (12, 1)], [False, True, False, False], 92, False, [False, False, True, False], 1116, 'North', (13, 2))
Element 5: (3, (13, 2), ['%', 'G', '.', '%'], [(8, 3), (11, 8), (13, 1)], [True, False, False, True], 90, False, [False, False, True, False], 2135, 'North', (13, 3))
Element 6: (3, (13, 3), ['.', '', '.', '.'], [(9, 3), (11, 9), (14, 1)], [False, False, False, False], 88, False, [True, False, True, True], 3154, 'East', (14, 3))
Element 7: (3, (14, 3), ['', '%', '.', '.'], [(10, 3), (10, 9), (13, 1)], [False, True, False, False], 86, False, [False, False, True, True], 5163, 'East', (15, 3))
Element 8: (3, (15, 3), ['', '.', '.', '%'], [(11, 3), (9, 9), (13, 2)], [False, False, False, True], 84, False, [False, True, True, False], 6182, 'North', (15, 4))
Element 9: (3, (15, 4), ['.', '', '.', '%'], [(11, 4), (8, 9), (13, 3)], [False, False, False, True], 82, False, [True, False, True, False], 7201, 'North', (15, 5))
Element 10: (3, (15, 5), ['.', '', '.', '%'], [(11, 5), (7, 9), (13, 4)], [False, False, False, True], 80, False, [True, False, True, False], 8230, 'North', (15, 6))
Element 11: (3, (15, 6), ['.', '', '.', '%'], [(11, 6), (6, 9), (14, 4)], [False, False, False, True], 78, False, [True, False, True, False], 9259, 'North', (15, 7))
Element 12: (3, (15, 7), ['.', '', '.', '%'], [(11, 7), (5, 9), (14, 5)], [False, False, False, True], 76, False, [True, False, True, False], 10288, 'North', (15, 8))
Element 13: (3, (15, 8), ['.', '', '.', '%'], [(10, 7), (5, 8), (14, 6)], [False, False, False, True], 74, False, [True, False, True, False], 11317, 'North', (15, 9))
Element 14: (3, (15, 9), ['.', '', '%', '%'], [(10, 6), (5, 7), (14, 7)], [False, False, True, True], 72, False, [True, False, False, False], 12346, 'West', (14, 9))
Element 15: (3, (14, 9), ['.', 'G', '%', ''], [(10, 5), (6, 7), (14, 8)], [False, False, True, False], 70, False, [True, False, False, False], 13375, 'West', (13, 9))
Element 16: #1#
