Element 1: (3, (9, 8), ['.', '.', '.', 'F'], [(4, 3), (5, 9), (7, 1)], [False, False, False, False], 98, False, [True, True, True, False], 29, 'East', (10, 8))
Element 2: (3, (10, 8), ['', 'F', 'F', 'F'], [(5, 3), (6, 9), (8, 1)], [False, False, False, False], 96, False, [False, False, False, False], 1058, 'East', (11, 8))
Element 3: (3, (11, 8), ['', 'F', 'F', '.'], [(6, 3), (7, 9), (9, 1)], [False, False, False, False], 94, False, [False, False, False, True], 2087, 'North', (11, 9))
Element 4: (3, (11, 9), ['F', '', '%', '.'], [(7, 3), (8, 9), (10, 1)], [False, False, True, False], 92, False, [False, False, False, True], 3116, 'West', (10, 9))
Element 5: (3, (10, 9), ['G', '', '%', ''], [(8, 3), (9, 9), (11, 1)], [False, False, True, False], 90, False, [False, False, False, False], 4145, 'East', (11, 9))
Element 6: (3, (11, 9), ['G', '', '%', '.'], [(9, 3), (10, 9), (12, 1)], [False, False, True, False], 88, False, [False, False, False, True], 4164, 'East', (12, 9))
Element 7: (3, (12, 9), ['G', '.', '%', '.'], [(10, 3), (11, 9), (13, 1)], [False, False, True, False], 86, False, [False, True, False, True], 5183, 'East', (13, 9))
Element 8: (3, (13, 9), ['G', '.', '%', '.'], [(11, 3), (12, 9), (14, 1)], [False, False, True, False], 84, False, [False, True, False, True], 6202, 'East', (14, 9))
Element 9: (3, (14, 9), ['', '.', '%', '.'], [(11, 4), (12, 8), (13, 1)], [False, False, True, False], 82, False, [False, True, False, True], 7221, 'East', (15, 9))
Element 10: (3, (15, 9), ['', '.', '%', '%'], [(11, 5), (13, 8), (13, 2)], [False, False, True, True], 80, False, [False, True, False, False], 8250, 'South', (15, 8))
Element 11: (3, (15, 8), ['G', '.', '', '%'], [(11, 6), (14, 8), (13, 3)], [False, False, False, True], 78, False, [False, True, False, False], 9279, 'South', (15, 7))
Element 12: (3, (15, 7), ['G', '.', '', '%'], [(11, 7), (14, 7), (14, 3)], [False, False, False, True], 76, False, [False, True, False, False], 10308, 'South', (15, 6))
Element 13: (3, (15, 6), ['G', '.', '', '%'], [(10, 7), (14, 6), (15, 3)], [False, False, False, True], 74, False, [False, True, False, False], 11337, 'South', (15, 5))
Element 14: (3, (15, 5), ['G', 'G', '', '%'], [(10, 6), (14, 5), (15, 4)], [False, False, False, True], 72, False, [False, False, False, False], 12366, 'North', (15, 6))
Element 15: (3, (15, 6), ['', 'G', '', '%'], [(10, 5), (14, 4), (15, 5)], [False, False, False, True], 70, False, [False, False, False, False], 13375, 'North', (15, 7))
Element 16: #1#
