Element 1: (1, (5, 9), ['.', '.', '%', '.'], [(1, 4), (8, 6), (13, 6)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (6, 9))
Element 2: (1, (6, 9), ['', '.', '%', '.'], [(1, 5), (9, 6), (14, 6)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (7, 9))
Element 3: (1, (7, 9), ['', '.', '%', '.'], [(1, 6), (10, 6), (15, 6)], [False, False, True, False], 94, False, [False, True, False, True], 1077, 'East', (8, 9))
Element 4: (1, (8, 9), ['', '.', '%', '.'], [(1, 7), (11, 6), (15, 7)], [False, False, True, False], 92, False, [False, True, False, True], 2106, 'East', (9, 9))
Element 5: (1, (9, 9), ['', '.', '%', 'F'], [(1, 8), (11, 7), (15, 8)], [False, False, True, False], 90, False, [False, True, False, False], 3135, 'East', (10, 9))
Element 6: (1, (10, 9), ['', 'F', '%', 'F'], [(1, 9), (11, 8), (15, 9)], [False, False, True, False], 88, False, [False, False, False, False], 5154, 'East', (11, 9))
Element 7: (1, (11, 9), ['', '', '%', '.'], [(1, 8), (10, 8), (14, 9)], [False, False, True, False], 86, False, [False, False, False, True], 7163, 'East', (12, 9))
Element 8: (1, (12, 9), ['', '.', '%', '.'], [(1, 7), (10, 7), (14, 8)], [False, False, True, False], 84, False, [False, True, False, True], 8182, 'East', (13, 9))
Element 9: (1, (13, 9), ['', '.', '%', ''], [(1, 6), (9, 7), (14, 7)], [False, False, True, False], 82, False, [False, True, False, False], 8211, 'South', (13, 8))
Element 10: (1, (13, 8), ['.', 'G', '', ''], [(1, 5), (9, 8), (13, 7)], [False, False, False, False], 80, False, [True, False, False, False], 8240, 'West', (12, 8))
Element 11: (1, (12, 8), ['', 'G', '', ''], [(1, 4), (8, 8), (12, 7)], [False, False, False, False], 78, False, [False, False, False, False], 8269, 'West', (11, 8))
Element 12: (1, (11, 8), ['', '', '', ''], [(1, 3), (8, 7), (12, 6)], [False, False, False, False], 76, False, [False, False, False, False], 8288, 'South', (11, 7))
Element 13: (1, (11, 7), ['', '', '', ''], [(1, 2), (7, 7), (12, 5)], [False, False, False, False], 74, False, [False, False, False, False], 8317, 'East', (12, 7))
Element 14: (1, (12, 7), ['', '', '', ''], [(1, 1), (7, 8), (11, 5)], [False, False, False, False], 72, False, [False, False, False, False], 9336, 'East', (13, 7))
Element 15: (1, (13, 7), ['', '', '', ''], [(2, 1), (6, 8), (11, 4)], [False, False, False, False], 70, False, [False, False, False, False], 10355, 'East', (14, 7))
Element 16: (1, (14, 7), ['', '', '', ''], [(3, 1), (6, 7), (11, 3)], [False, False, False, False], 68, False, [False, False, False, False], 11374, 'East', (15, 7))
Element 17: (1, (15, 7), ['', '', '', '%'], [(4, 1), (6, 6), (10, 3)], [False, False, False, True], 66, False, [False, False, False, False], 12393, 'North', (15, 8))
Element 18: (1, (15, 8), ['', '', '', '%'], [(4, 2), (7, 6), (10, 4)], [False, False, False, True], 64, False, [False, False, False, False], 13412, 'North', (15, 9))
Element 19: #1#
