Element 1: (1, (9, 6), ['.', '.', '.', 'F'], [(13, 9), (14, 7), (14, 8)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (10, 6))
Element 2: (1, (10, 6), ['', 'F', 'F', 'F'], [(14, 9), (15, 7), (15, 8)], [False, False, False, False], 96, False, [False, False, False, False], 1038, 'East', (11, 6))
Element 3: (1, (11, 6), ['', 'F', 'F', '.'], [(14, 8), (15, 6), (15, 9)], [False, False, False, False], 94, False, [False, False, False, True], 2057, 'North', (11, 7))
Element 4: (1, (11, 7), ['F', '', 'F', '.'], [(15, 8), (15, 5), (14, 9)], [False, False, False, False], 92, False, [False, False, False, True], 3066, 'North', (11, 8))
Element 5: (1, (11, 8), ['F', '', 'F', '.'], [(15, 9), (15, 4), (13, 9)], [False, False, False, False], 90, False, [False, False, False, True], 4075, 'North', (11, 9))
Element 6: (1, (11, 9), ['F', '', '%', 'G'], [(15, 8), (15, 3), (12, 9)], [False, False, True, False], 88, False, [False, False, False, False], 5094, 'West', (10, 9))
Element 7: (1, (10, 9), ['.', 'F', '%', ''], [(15, 7), (15, 2), (12, 8)], [False, False, True, False], 86, False, [True, False, False, False], 6113, 'South', (10, 8))
Element 8: (1, (10, 8), ['.', 'F', '', ''], [(15, 6), (15, 3), (12, 7)], [False, False, False, False], 84, False, [True, False, False, False], 7122, 'South', (10, 7))
Element 9: (1, (10, 7), ['.', '', '', ''], [(14, 6), (14, 3), (13, 7)], [False, False, False, False], 82, False, [True, False, False, False], 8151, 'West', (9, 7))
Element 10: (1, (9, 7), ['.', '', '.', ''], [(14, 5), (14, 4), (13, 6)], [False, False, False, False], 80, False, [True, False, True, False], 8190, 'North', (9, 8))
Element 11: (1, (9, 8), ['.', '', '.', ''], [(15, 5), (13, 4), (13, 5)], [False, False, False, False], 78, False, [True, False, True, False], 8219, 'North', (9, 9))
Element 12: (1, (9, 9), ['.', '', '%', ''], [(15, 4), (13, 3), (12, 5)], [False, False, True, False], 76, False, [True, False, False, False], 8248, 'West', (8, 9))
Element 13: (1, (8, 9), ['.', '.', '%', ''], [(15, 3), (13, 2), (11, 5)], [False, False, True, False], 74, False, [True, True, False, False], 9267, 'South', (8, 8))
Element 14: (1, (8, 8), ['.', '.', '', ''], [(15, 2), (13, 1), (11, 4)], [False, False, False, False], 72, False, [True, True, False, False], 10286, 'South', (8, 7))
Element 15: (1, (8, 7), ['.', '.', '', ''], [(15, 3), (14, 1), (11, 3)], [False, False, False, False], 70, False, [True, True, False, False], 11305, 'South', (8, 6))
Element 16: (1, (8, 6), ['.', '.', '', ''], [(14, 3), (13, 1), (10, 3)], [False, False, False, False], 68, False, [True, True, False, False], 12314, 'South', (8, 5))
Element 17: (1, (8, 5), ['.', '.', '', '.'], [(14, 4), (12, 1), (10, 4)], [False, False, False, False], 66, False, [True, True, False, True], 13333, 'East', (9, 5))
Element 18: #1#
