Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(6, 6), (6, 3), (8, 2)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(7, 6), (7, 3), (9, 2)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(8, 6), (8, 3), (10, 2)], [True, True, True, False], 94, False, [False, False, False, False], 107, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(9, 6), (9, 3), (10, 3)], [False, True, True, False], 92, False, [False, False, False, False], 1126, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(10, 6), (9, 4), (11, 3)], [False, True, True, True], 90, False, [False, False, False, False], 3135, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(11, 6), (10, 4), (11, 4)], [False, True, True, True], 88, False, [False, False, False, False], 6134, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(11, 7), (10, 5), (11, 5)], [False, True, True, False], 86, False, [False, False, False, False], 9133, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(11, 8), (9, 5), (12, 5)], [True, True, True, False], 84, False, [False, False, False, False], 10152, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(11, 9), (8, 5), (13, 5)], [False, True, True, False], 82, False, [False, False, False, False], 11171, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(10, 9), (8, 4), (14, 5)], [False, True, True, True], 80, False, [False, False, False, False], 12190, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(10, 8), (7, 4), (15, 5)], [False, True, True, True], 78, False, [False, False, False, False], 13209, 'West', (17, 1))
Element 12: #1#
