Element 1: (3, (14, 8), ['.', '.', '.', '.'], [(5, 6), (4, 3), (4, 9)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (15, 8))
Element 2: (3, (15, 8), ['', '.', '.', '%'], [(6, 6), (5, 3), (5, 9)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (15, 9))
Element 3: (3, (15, 9), ['.', '', '%', '%'], [(7, 6), (6, 3), (6, 9)], [False, False, True, True], 94, False, [True, False, False, False], 107, 'West', (14, 9))
Element 4: (3, (14, 9), ['.', '', '%', ''], [(8, 6), (7, 3), (7, 9)], [False, False, True, False], 92, False, [True, False, False, False], 146, 'West', (13, 9))
Element 5: (3, (13, 9), ['.', '.', '%', ''], [(9, 6), (8, 3), (8, 9)], [False, False, True, False], 90, False, [True, True, False, False], 185, 'South', (13, 8))
Element 6: (3, (13, 8), ['.', '.', '', ''], [(10, 6), (9, 3), (9, 9)], [False, False, False, False], 88, False, [True, True, False, False], 1214, 'South', (13, 7))
Element 7: (3, (13, 7), ['.', '.', '', '.'], [(11, 6), (10, 3), (10, 9)], [False, False, False, False], 86, False, [True, True, False, True], 4223, 'East', (14, 7))
Element 8: (3, (14, 7), ['', '.', '', '.'], [(11, 7), (11, 3), (11, 9)], [False, False, False, False], 84, False, [False, True, False, True], 7232, 'East', (15, 7))
Element 9: (3, (15, 7), ['', '.', '', '%'], [(11, 8), (11, 4), (12, 9)], [False, False, False, True], 82, False, [False, True, False, False], 9251, 'South', (15, 6))
Element 10: (3, (15, 6), ['.', '.', '', '%'], [(10, 8), (11, 5), (12, 8)], [False, False, False, True], 80, False, [True, True, False, False], 11270, 'South', (15, 5))
Element 11: (3, (15, 5), ['.', '.', '', '%'], [(10, 7), (10, 5), (12, 7)], [False, False, False, True], 78, False, [True, True, False, False], 13289, 'South', (15, 4))
Element 12: #1#
