Element 1: (2, (5, 9), ['.', '.', '%', '.'], [(9, 9), (1, 5), (6, 7)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (6, 9))
Element 2: (2, (6, 9), ['', '.', '%', '.'], [(10, 9), (1, 6), (7, 7)], [False, False, True, False], 96, False, [False, True, False, True], 1048, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '.', '%', ''], [(11, 9), (1, 7), (8, 7)], [False, False, True, False], 94, False, [False, True, False, False], 2077, 'South', (7, 8))
Element 4: (2, (7, 8), ['.', '', '', '.'], [(11, 8), (1, 8), (9, 7)], [False, False, False, False], 92, False, [True, False, False, True], 3106, 'East', (8, 8))
Element 5: (2, (8, 8), ['', '', '', '.'], [(11, 7), (1, 9), (10, 7)], [False, False, False, False], 90, False, [False, False, False, True], 5125, 'East', (9, 8))
Element 6: (2, (9, 8), ['', '', '', 'G'], [(11, 6), (1, 8), (10, 8)], [False, False, False, False], 88, False, [False, False, False, False], 7134, 'North', (9, 9))
Element 7: (2, (9, 9), ['', '', '%', ''], [(11, 5), (1, 7), (11, 8)], [False, False, True, False], 86, False, [False, False, False, False], 8133, 'East', (10, 9))
Element 8: (2, (10, 9), ['', '', '%', ''], [(11, 4), (1, 6), (12, 8)], [False, False, True, False], 84, False, [False, False, False, False], 9142, 'East', (11, 9))
Element 9: (2, (11, 9), ['', '', '%', '.'], [(11, 3), (1, 5), (13, 8)], [False, False, True, False], 82, False, [False, False, False, True], 10151, 'East', (12, 9))
Element 10: (2, (12, 9), ['', '', '%', '.'], [(10, 3), (1, 4), (14, 8)], [False, False, True, False], 80, False, [False, False, False, True], 11170, 'East', (13, 9))
Element 11: (2, (13, 9), ['', '', '%', '.'], [(10, 4), (1, 3), (15, 8)], [False, False, True, False], 78, False, [False, False, False, True], 12199, 'East', (14, 9))
Element 12: (2, (14, 9), ['', '', '%', 'G'], [(10, 5), (1, 2), (15, 9)], [False, False, True, False], 76, False, [False, False, False, False], 13228, 'South', (14, 8))
Element 13: #1#
