Element 1: (0, (12, 4), ['F', '.', '.', '.'], [(1, 5), (7, 1), (9, 3)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (11, 4))
Element 2: (0, (11, 4), ['F', 'F', 'F', ''], [(1, 6), (8, 1), (10, 3)], [False, False, False, False], 96, False, [False, False, False, False], 2019, 'North', (11, 5))
Element 3: (0, (11, 5), ['F', '', 'F', '.'], [(1, 7), (9, 1), (11, 3)], [False, False, False, False], 94, False, [False, False, False, True], 4038, 'North', (11, 6))
Element 4: (0, (11, 6), ['F', '', 'F', '.'], [(1, 8), (10, 1), (12, 3)], [False, False, False, False], 92, False, [False, False, False, True], 5067, 'North', (11, 7))
Element 5: (0, (11, 7), ['F', '', 'F', '.'], [(1, 9), (11, 1), (13, 3)], [False, False, False, False], 90, False, [False, False, False, True], 6096, 'North', (11, 8))
Element 6: (0, (11, 8), ['F', '', 'F', '.'], [(1, 8), (12, 1), (14, 3)], [False, False, False, False], 88, False, [False, False, False, True], 7115, 'North', (11, 9))
Element 7: (0, (11, 9), ['F', '', '%', '.'], [(1, 7), (13, 1), (15, 3)], [False, False, True, False], 86, False, [False, False, False, True], 8134, 'West', (10, 9))
Element 8: (0, (10, 9), ['.', 'F', '%', ''], [(1, 6), (14, 1), (15, 4)], [False, False, True, False], 84, False, [True, False, False, False], 9153, 'South', (10, 8))
Element 9: (0, (10, 8), ['.', 'F', '', ''], [(1, 5), (13, 1), (15, 5)], [False, False, False, False], 82, False, [True, False, False, False], 10162, 'South', (10, 7))
Element 10: (0, (10, 7), ['.', 'F', '', ''], [(1, 4), (13, 2), (15, 6)], [False, False, False, False], 80, False, [True, False, False, False], 11191, 'South', (10, 6))
Element 11: (0, (10, 6), ['.', 'F', '', ''], [(1, 3), (13, 3), (15, 7)], [False, False, False, False], 78, False, [True, False, False, False], 12210, 'South', (10, 5))
Element 12: (0, (10, 5), ['.', 'F', '', ''], [(1, 2), (13, 4), (15, 8)], [False, False, False, False], 76, False, [True, False, False, False], 13239, 'South', (10, 4))
Element 13: #1#
