Element 1: (0, (3, 8), ['%', '.', '.', '.'], [(8, 6), (13, 6), (15, 5)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 8))
Element 2: (0, (4, 8), ['', '.', '.', '.'], [(9, 6), (14, 6), (15, 6)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (5, 8))
Element 3: (0, (5, 8), ['', '.', '.', '.'], [(10, 6), (14, 7), (15, 7)], [False, False, False, False], 94, False, [False, True, True, True], 1068, 'East', (6, 8))
Element 4: (0, (6, 8), ['', '.', '.', '.'], [(11, 6), (14, 8), (15, 8)], [False, False, False, False], 92, False, [False, True, True, True], 2097, 'East', (7, 8))
Element 5: (0, (7, 8), ['', '.', '.', '.'], [(11, 7), (14, 9), (15, 9)], [False, False, False, False], 90, False, [False, True, True, True], 3126, 'East', (8, 8))
Element 6: (0, (8, 8), ['', '.', '.', '.'], [(11, 8), (13, 9), (14, 9)], [False, False, False, False], 88, False, [False, True, True, True], 4145, 'East', (9, 8))
Element 7: (0, (9, 8), ['', '.', '.', 'F'], [(11, 9), (13, 8), (14, 8)], [False, False, False, False], 86, False, [False, True, True, False], 5164, 'East', (10, 8))
Element 8: (0, (10, 8), ['', 'F', 'G', ''], [(10, 9), (13, 7), (14, 7)], [False, False, False, False], 84, False, [False, False, False, False], 7173, 'South', (10, 7))
Element 9: (0, (10, 7), ['.', '', '', ''], [(9, 9), (12, 7), (14, 6)], [False, False, False, False], 82, False, [True, False, False, False], 8192, 'West', (9, 7))
Element 10: (0, (9, 7), ['.', '', '', ''], [(8, 9), (12, 8), (14, 5)], [False, False, False, False], 80, False, [True, False, False, False], 8231, 'West', (8, 7))
Element 11: (0, (8, 7), ['.', '', '', ''], [(7, 9), (12, 9), (14, 4)], [False, False, False, False], 78, False, [True, False, False, False], 8270, 'West', (7, 7))
Element 12: (0, (7, 7), ['.', '.', '', ''], [(6, 9), (11, 9), (15, 4)], [False, False, False, False], 76, False, [True, True, False, False], 8299, 'South', (7, 6))
Element 13: (0, (7, 6), ['.', '.', '', ''], [(5, 9), (11, 8), (15, 3)], [False, False, False, False], 74, False, [True, True, False, False], 8328, 'South', (7, 5))
Element 14: (0, (7, 5), ['.', '.', '', '.'], [(4, 9), (11, 7), (15, 2)], [False, False, False, False], 72, False, [True, True, False, True], 8357, 'East', (8, 5))
Element 15: (0, (8, 5), ['', '.', '', '.'], [(3, 9), (11, 6), (15, 3)], [False, False, False, False], 70, False, [False, True, False, True], 8376, 'East', (9, 5))
Element 16: (0, (9, 5), ['', '.', '', 'F'], [(3, 8), (11, 5), (14, 3)], [False, False, False, False], 68, False, [False, True, False, False], 9395, 'East', (10, 5))
Element 17: (0, (10, 5), ['', 'F', '', ''], [(3, 7), (11, 4), (13, 3)], [False, False, False, False], 66, False, [False, False, False, False], 11414, 'South', (10, 4))
Element 18: (0, (10, 4), ['.', 'F', '', ''], [(4, 7), (11, 3), (13, 4)], [False, False, False, False], 64, False, [True, False, False, False], 13433, 'South', (10, 3))
Element 19: #1#
