Element 1: (3, (15, 7), ['.', 'G', '.', '%'], [(10, 4), (8, 3), (15, 6)], [False, False, False, True], 98, False, [True, False, True, False], 1019, 'North', (15, 8))
Element 2: (3, (15, 8), ['.', '', '.', '%'], [(11, 4), (9, 3), (14, 6)], [False, False, False, True], 96, False, [True, False, True, False], 2048, 'North', (15, 9))
Element 3: (3, (15, 9), ['.', '', '%', '%'], [(11, 5), (10, 3), (14, 7)], [False, False, True, True], 94, False, [True, False, False, False], 4067, 'West', (14, 9))
Element 4: (3, (14, 9), ['.', 'G', '%', ''], [(11, 6), (11, 3), (14, 8)], [False, False, True, False], 92, False, [True, False, False, False], 6086, 'West', (13, 9))
Element 5: (3, (13, 9), ['.', 'G', '%', ''], [(11, 7), (12, 3), (13, 8)], [False, False, True, False], 90, False, [True, False, False, False], 7115, 'West', (12, 9))
Element 6: (3, (12, 9), ['F', '.', '%', ''], [(11, 8), (13, 3), (13, 7)], [False, False, True, False], 88, False, [False, True, False, False], 8144, 'West', (11, 9))
Element 7: (3, (11, 9), ['F', '', '%', ''], [(10, 8), (14, 3), (13, 6)], [False, False, True, False], 86, False, [False, False, False, False], 10163, 'West', (10, 9))
Element 8: (3, (10, 9), ['.', '', '%', ''], [(10, 7), (15, 3), (13, 5)], [False, False, True, False], 84, False, [True, False, False, False], 12182, 'West', (9, 9))
Element 9: (3, (9, 9), ['.', '.', '%', ''], [(10, 6), (15, 4), (14, 5)], [False, False, True, False], 82, False, [True, True, False, False], 13211, 'South', (9, 8))
Element 10: #1#
