Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(1, 3), (7, 6), (15, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 2: (2, (11, 5), ['F', 'F', 'F', ''], [(1, 4), (8, 6), (15, 9)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 6))
Element 3: (2, (11, 6), ['F', '', 'F', '.'], [(1, 5), (9, 6), (14, 9)], [False, False, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 7))
Element 4: (2, (11, 7), ['F', '', 'F', '.'], [(1, 6), (10, 6), (14, 8)], [False, False, False, False], 92, False, [False, False, False, True], 4096, 'North', (11, 8))
Element 5: (2, (11, 8), ['F', '', 'F', '.'], [(1, 7), (10, 7), (14, 7)], [False, False, False, False], 90, False, [False, False, False, True], 6115, 'North', (11, 9))
Element 6: (2, (11, 9), ['F', '', '%', '.'], [(1, 8), (10, 8), (15, 7)], [False, False, True, False], 88, False, [False, False, False, True], 8134, 'West', (10, 9))
Element 7: (2, (10, 9), ['.', '', '%', ''], [(1, 9), (9, 8), (15, 6)], [False, False, True, False], 86, False, [True, False, False, False], 9163, 'West', (9, 9))
Element 8: (2, (9, 9), ['.', '', '%', ''], [(1, 8), (9, 7), (15, 5)], [False, False, True, False], 84, False, [True, False, False, False], 9192, 'West', (8, 9))
Element 9: (2, (8, 9), ['.', '.', '%', ''], [(1, 7), (8, 7), (15, 4)], [False, False, True, False], 82, False, [True, True, False, False], 9221, 'South', (8, 8))
Element 10: (2, (8, 8), ['.', '', '', ''], [(1, 6), (7, 7), (15, 3)], [False, False, False, False], 80, False, [True, False, False, False], 9250, 'West', (7, 8))
Element 11: (2, (7, 8), ['.', '', '.', ''], [(1, 5), (6, 7), (15, 2)], [False, False, False, False], 78, False, [True, False, True, False], 9279, 'North', (7, 9))
Element 12: (2, (7, 9), ['.', '', '%', ''], [(1, 4), (6, 8), (15, 3)], [False, False, True, False], 76, False, [True, False, False, False], 9298, 'West', (6, 9))
Element 13: (2, (6, 9), ['.', '', '%', ''], [(1, 3), (5, 8), (14, 3)], [False, False, True, False], 74, False, [True, False, False, False], 9327, 'West', (5, 9))
Element 14: (2, (5, 9), ['.', '', '%', ''], [(1, 2), (5, 7), (14, 4)], [False, False, True, False], 72, False, [True, False, False, False], 9356, 'West', (4, 9))
Element 15: (2, (4, 9), ['.', '.', '%', ''], [(1, 1), (5, 6), (14, 5)], [False, False, True, False], 70, False, [True, True, False, False], 9395, 'South', (4, 8))
Element 16: (2, (4, 8), ['.', '.', '', ''], [(2, 1), (5, 5), (14, 6)], [False, False, False, False], 68, False, [True, True, False, False], 9434, 'South', (4, 7))
Element 17: (2, (4, 7), ['.', '.', '', ''], [(3, 1), (6, 5), (13, 6)], [False, False, False, False], 66, False, [True, True, False, False], 9473, 'South', (4, 6))
Element 18: (2, (4, 6), ['.', '.', '', ''], [(4, 1), (7, 5), (13, 7)], [False, False, False, False], 64, False, [True, True, False, False], 9512, 'South', (4, 5))
Element 19: (2, (4, 5), ['.', '.', '', ''], [(4, 2), (8, 5), (13, 8)], [False, False, False, False], 62, False, [True, True, False, False], 9551, 'South', (4, 4))
Element 20: (2, (4, 4), ['.', 'G', '', '.'], [(4, 3), (9, 5), (13, 9)], [False, False, False, False], 60, False, [True, False, False, True], 9590, 'East', (5, 4))
Element 21: (2, (5, 4), ['', 'G', '', '.'], [(5, 3), (10, 5), (12, 9)], [False, False, False, False], 58, False, [False, False, False, True], 10619, 'East', (6, 4))
Element 22: (2, (6, 4), ['', 'G', '', '.'], [(6, 3), (10, 4), (12, 8)], [False, False, False, False], 56, False, [False, False, False, True], 11648, 'East', (7, 4))
Element 23: (2, (7, 4), ['', 'G', '', '.'], [(7, 3), (11, 4), (12, 7)], [False, False, False, False], 54, False, [False, False, False, True], 12677, 'East', (8, 4))
Element 24: (2, (8, 4), ['', 'G', '', '.'], [(8, 3), (11, 3), (12, 6)], [False, False, False, False], 52, False, [False, False, False, True], 13706, 'East', (9, 4))
Element 25: #1#
