Element 1: (0, (15, 6), ['.', '.', '.', '%'], [(1, 9), (3, 1), (13, 4)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (15, 7))
Element 2: (0, (15, 7), ['.', '', '.', '%'], [(1, 8), (4, 1), (14, 4)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (15, 8))
Element 3: (0, (15, 8), ['.', '', '.', '%'], [(1, 7), (4, 2), (15, 4)], [False, False, False, True], 94, False, [True, False, True, False], 78, 'North', (15, 9))
Element 4: (0, (15, 9), ['.', '', '%', '%'], [(1, 6), (4, 3), (15, 5)], [False, False, True, True], 92, False, [True, False, False, False], 117, 'West', (14, 9))
Element 5: (0, (14, 9), ['.', '.', '%', ''], [(1, 5), (5, 3), (14, 5)], [False, False, True, False], 90, False, [True, True, False, False], 156, 'South', (14, 8))
Element 6: (0, (14, 8), ['.', '.', '', ''], [(1, 4), (6, 3), (14, 6)], [False, False, False, False], 88, False, [True, True, False, False], 195, 'South', (14, 7))
Element 7: (0, (14, 7), ['.', '', '', ''], [(1, 3), (7, 3), (13, 6)], [False, False, False, False], 86, False, [True, False, False, False], 234, 'West', (13, 7))
Element 8: (0, (13, 7), ['.', '', '.', ''], [(1, 2), (8, 3), (13, 5)], [False, False, False, False], 84, False, [True, False, True, False], 273, 'North', (13, 8))
Element 9: (0, (13, 8), ['.', '', '.', ''], [(1, 1), (9, 3), (12, 5)], [False, False, False, False], 82, False, [True, False, True, False], 312, 'North', (13, 9))
Element 10: (0, (13, 9), ['.', '', '%', ''], [(2, 1), (10, 3), (11, 5)], [False, False, True, False], 80, False, [True, False, False, False], 2331, 'West', (12, 9))
Element 11: (0, (12, 9), ['F', '.', '%', ''], [(3, 1), (11, 3), (11, 6)], [False, False, True, False], 78, False, [False, True, False, False], 4340, 'West', (11, 9))
Element 12: (0, (11, 9), ['F', 'F', '%', ''], [(4, 1), (11, 4), (11, 7)], [False, False, True, False], 76, False, [False, False, False, False], 7339, 'South', (11, 8))
Element 13: (0, (11, 8), ['F', '', '', '.'], [(4, 2), (10, 4), (10, 7)], [False, False, False, False], 74, False, [False, False, False, True], 10338, 'West', (10, 8))
Element 14: (0, (10, 8), ['.', '', 'F', ''], [(4, 3), (10, 5), (10, 6)], [False, False, False, False], 72, False, [True, False, False, False], 13337, 'North', (10, 9))
Element 15: #1#
