Element 1: (2, (9, 8), ['.', '.', '.', 'F'], [(8, 5), (4, 9), (16, 1)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 8))
Element 2: (2, (10, 8), ['', 'F', 'F', 'F'], [(9, 5), (5, 9), (17, 1)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'East', (11, 8))
Element 3: (2, (11, 8), ['', 'F', 'F', '.'], [(10, 5), (6, 9), (18, 1)], [False, False, False, False], 94, False, [False, False, False, True], 3067, 'North', (11, 9))
Element 4: (2, (11, 9), ['F', '', '%', '.'], [(11, 5), (7, 9), (17, 1)], [False, False, True, False], 92, False, [False, False, False, True], 5076, 'West', (10, 9))
Element 5: (2, (10, 9), ['.', '', '%', ''], [(11, 6), (8, 9), (16, 1)], [False, False, True, False], 90, False, [True, False, False, False], 7085, 'West', (9, 9))
Element 6: (2, (9, 9), ['', '', '%', ''], [(11, 7), (8, 8), (16, 1)], [False, False, True, False], 88, False, [False, False, False, False], 8104, 'West', (8, 9))
Element 7: (2, (8, 9), ['', '', '%', ''], [(10, 7), (8, 7), (17, 1)], [False, False, True, False], 86, False, [False, False, False, False], 9113, 'South', (8, 8))
Element 8: (2, (8, 8), ['.', '', '', ''], [(10, 6), (9, 7), (18, 1)], [False, False, False, False], 84, False, [True, False, False, False], 10122, 'West', (7, 8))
Element 9: (2, (7, 8), ['.', '.', '', ''], [(9, 6), (10, 7), (17, 1)], [False, False, False, False], 82, False, [True, True, False, False], 10141, 'South', (7, 7))
Element 10: (2, (7, 7), ['.', '.', '', ''], [(8, 6), (11, 7), (16, 1)], [False, False, False, False], 80, False, [True, True, False, False], 10160, 'South', (7, 6))
Element 11: (2, (7, 6), ['.', '', '', ''], [(8, 7), (12, 7), (16, 1)], [False, False, False, False], 78, False, [True, False, False, False], 10179, 'West', (6, 6))
Element 12: (2, (6, 6), ['.', '.', '.', ''], [(9, 7), (13, 7), (17, 1)], [False, False, False, False], 76, False, [True, True, True, False], 10198, 'North', (6, 7))
Element 13: (2, (6, 7), ['.', '', '.', ''], [(9, 8), (14, 7), (18, 1)], [False, False, False, False], 74, False, [True, False, True, False], 10217, 'North', (6, 8))
Element 14: (2, (6, 8), ['.', '', '', ''], [(10, 8), (15, 7), (17, 1)], [False, False, False, False], 72, False, [True, False, False, False], 10236, 'West', (5, 8))
Element 15: (2, (5, 8), ['.', '.', '', ''], [(11, 8), (15, 8), (16, 1)], [False, False, False, False], 70, False, [True, True, False, False], 10255, 'South', (5, 7))
Element 16: (2, (5, 7), ['.', '.', '', ''], [(12, 8), (15, 9), (16, 1)], [False, False, False, False], 68, False, [True, True, False, False], 10284, 'South', (5, 6))
Element 17: (2, (5, 6), ['.', '.', '', ''], [(13, 8), (14, 9), (17, 1)], [False, False, False, False], 66, False, [True, True, False, False], 10313, 'South', (5, 5))
Element 18: (2, (5, 5), ['.', '.', '', '.'], [(14, 8), (13, 9), (18, 1)], [False, False, False, False], 64, False, [True, True, False, True], 10342, 'East', (6, 5))
Element 19: (2, (6, 5), ['', '.', '', ''], [(15, 8), (12, 9), (17, 1)], [False, False, False, False], 62, False, [False, True, False, False], 10361, 'South', (6, 4))
Element 20: (2, (6, 4), ['.', '.', '', '.'], [(15, 9), (12, 8), (16, 1)], [False, False, False, False], 60, False, [True, True, False, True], 10370, 'East', (7, 4))
Element 21: (2, (7, 4), ['', '.', '', '.'], [(14, 9), (13, 8), (16, 1)], [False, False, False, False], 58, False, [False, True, False, True], 10379, 'East', (8, 4))
Element 22: (2, (8, 4), ['', '.', '', '.'], [(13, 9), (14, 8), (17, 1)], [False, False, False, False], 56, False, [False, True, False, True], 10388, 'East', (9, 4))
Element 23: (2, (9, 4), ['', '.', '', 'F'], [(12, 9), (13, 8), (18, 1)], [False, False, False, False], 54, False, [False, True, False, False], 10397, 'East', (10, 4))
Element 24: (2, (10, 4), ['', 'F', '', 'F'], [(11, 9), (12, 8), (17, 1)], [False, False, False, False], 52, False, [False, False, False, False], 11396, 'East', (11, 4))
Element 25: (2, (11, 4), ['', 'F', '', '.'], [(10, 9), (11, 8), (16, 1)], [False, False, False, False], 50, False, [False, False, False, True], 12395, 'South', (11, 3))
Element 26: (2, (11, 3), ['F', '%', '', '.'], [(9, 9), (11, 9), (16, 1)], [False, True, False, False], 48, False, [False, False, False, True], 13394, 'West', (10, 3))
Element 27: #1#
