Element 1: (1, (3, 5), ['%', '.', '', '.'], [(4, 6), (7, 8), (12, 8)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'East', (4, 5))
Element 2: (1, (4, 5), ['', '.', '', '.'], [(5, 6), (8, 8), (11, 8)], [False, False, False, False], 96, False, [False, True, False, True], 1038, 'East', (5, 5))
Element 3: (1, (5, 5), ['', '.', '', '.'], [(6, 6), (9, 8), (11, 9)], [False, False, False, False], 94, False, [False, True, False, True], 2067, 'East', (6, 5))
Element 4: (1, (6, 5), ['', '.', '', '.'], [(7, 6), (10, 8), (10, 9)], [False, False, False, False], 92, False, [False, True, False, True], 4086, 'East', (7, 5))
Element 5: (1, (7, 5), ['', '.', '', '.'], [(8, 6), (10, 7), (9, 9)], [False, False, False, False], 90, False, [False, True, False, True], 5115, 'East', (8, 5))
Element 6: (1, (8, 5), ['', '.', '', '.'], [(9, 6), (11, 7), (8, 9)], [False, False, False, False], 88, False, [False, True, False, True], 6144, 'East', (9, 5))
Element 7: (1, (9, 5), ['', '.', '', 'F'], [(10, 6), (11, 6), (7, 9)], [False, False, False, False], 86, False, [False, True, False, False], 8163, 'East', (10, 5))
Element 8: (1, (10, 5), ['', 'F', '', 'G'], [(11, 6), (11, 5), (6, 9)], [False, False, False, False], 84, False, [False, False, False, False], 10172, 'South', (10, 4))
Element 9: (1, (10, 4), ['.', 'F', '', 'G'], [(12, 6), (11, 4), (6, 8)], [False, False, False, False], 82, False, [True, False, False, False], 12191, 'South', (10, 3))
Element 10: #1#
