Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(5, 8), (14, 4), (15, 3)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '', '%', '.'], [(6, 8), (15, 4), (15, 2)], [False, False, True, False], 96, False, [False, False, False, True], 48, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '', '%', '.'], [(7, 8), (15, 5), (15, 3)], [False, False, True, False], 94, False, [False, False, False, True], 77, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '', '%', '.'], [(8, 8), (15, 6), (14, 3)], [False, False, True, False], 92, False, [False, False, False, True], 116, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '', '%', '.'], [(9, 8), (15, 7), (13, 3)], [False, False, True, False], 90, False, [False, False, False, True], 155, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '', '%', '.'], [(10, 8), (15, 8), (13, 4)], [False, False, True, False], 88, False, [False, False, False, True], 1184, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '', '%', 'F'], [(11, 8), (15, 9), (13, 5)], [False, False, True, False], 86, False, [False, False, False, False], 2213, 'East', (10, 9))
Element 8: (1, (10, 9), ['', '', '%', 'G'], [(11, 9), (14, 9), (14, 5)], [False, False, True, False], 84, False, [False, False, False, False], 4232, 'South', (10, 8))
Element 9: (1, (10, 8), ['', 'F', '', ''], [(12, 9), (14, 8), (14, 6)], [False, False, False, False], 82, False, [False, False, False, False], 4261, 'South', (10, 7))
Element 10: (1, (10, 7), ['.', 'F', '', 'F'], [(13, 9), (14, 7), (13, 6)], [False, False, False, False], 80, False, [True, False, False, False], 5290, 'East', (11, 7))
Element 11: (1, (11, 7), ['', 'F', '', '.'], [(13, 8), (13, 7), (12, 6)], [False, False, False, False], 78, False, [False, False, False, True], 6319, 'South', (11, 6))
Element 12: (1, (11, 6), ['F', 'F', '', ''], [(12, 8), (12, 7), (12, 5)], [False, False, False, False], 76, False, [False, False, False, False], 7348, 'South', (11, 5))
Element 13: (1, (11, 5), ['F', 'F', '', ''], [(12, 7), (12, 6), (12, 4)], [False, False, False, False], 74, False, [False, False, False, False], 8357, 'South', (11, 4))
Element 14: (1, (11, 4), ['F', 'F', '', ''], [(13, 7), (13, 6), (12, 3)], [False, False, False, False], 72, False, [False, False, False, False], 9366, 'South', (11, 3))
Element 15: (1, (11, 3), ['F', '%', '', ''], [(14, 7), (14, 6), (12, 4)], [False, True, False, False], 70, False, [False, False, False, False], 10365, 'West', (10, 3))
Element 16: (1, (10, 3), ['.', '.', 'F', ''], [(15, 7), (14, 5), (12, 5)], [False, False, False, False], 68, False, [True, True, False, False], 11364, 'North', (10, 4))
Element 17: (1, (10, 4), ['.', '', 'F', ''], [(15, 8), (13, 5), (12, 6)], [False, False, False, False], 66, False, [True, False, False, False], 12363, 'North', (10, 5))
Element 18: (1, (10, 5), ['.', '', 'F', ''], [(15, 9), (13, 4), (13, 6)], [False, False, False, False], 64, False, [True, False, False, False], 13362, 'North', (10, 6))
Element 19: #1#
