Element 1: (2, (3, 9), ['%', '.', '%', '.'], [(5, 6), (4, 3), (14, 8)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (4, 9))
Element 2: (2, (4, 9), ['', '.', '%', '.'], [(6, 6), (5, 3), (15, 8)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (5, 9))
Element 3: (2, (5, 9), ['', '.', '%', '.'], [(7, 6), (6, 3), (15, 9)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (6, 9))
Element 4: (2, (6, 9), ['', '.', '%', '.'], [(8, 6), (7, 3), (14, 9)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (7, 9))
Element 5: (2, (7, 9), ['', '.', '%', '.'], [(9, 6), (8, 3), (13, 9)], [False, False, True, False], 90, False, [False, True, False, True], 175, 'East', (8, 9))
Element 6: (2, (8, 9), ['', '.', '%', '.'], [(10, 6), (9, 3), (13, 8)], [False, False, True, False], 88, False, [False, True, False, True], 1204, 'East', (9, 9))
Element 7: (2, (9, 9), ['', '.', '%', 'F'], [(11, 6), (10, 3), (13, 7)], [False, False, True, False], 86, False, [False, True, False, False], 3223, 'East', (10, 9))
Element 8: (2, (10, 9), ['', 'F', '%', 'F'], [(11, 7), (11, 3), (14, 7)], [False, False, True, False], 84, False, [False, False, False, False], 6232, 'East', (11, 9))
Element 9: (2, (11, 9), ['', 'G', '%', '.'], [(11, 8), (11, 4), (15, 7)], [False, False, True, False], 82, False, [False, False, False, True], 9241, 'East', (12, 9))
Element 10: (2, (12, 9), ['', '.', '%', ''], [(10, 8), (11, 5), (15, 6)], [False, False, True, False], 80, False, [False, True, False, False], 11260, 'South', (12, 8))
Element 11: (2, (12, 8), ['', '.', '', ''], [(10, 7), (10, 5), (15, 5)], [False, False, False, False], 78, False, [False, True, False, False], 13279, 'South', (12, 7))
Element 12: #1#
