Element 1: (2, (3, 6), ['%', '.', '.', '.'], [(6, 4), (1, 3), (18, 1)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (4, 6))
Element 2: (2, (4, 6), ['', '.', '.', '.'], [(7, 4), (1, 4), (17, 1)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (5, 6))
Element 3: (2, (5, 6), ['', '.', '.', '.'], [(8, 4), (1, 5), (16, 1)], [False, False, False, False], 94, False, [False, True, True, True], 97, 'East', (6, 6))
Element 4: (2, (6, 6), ['', '.', '.', '.'], [(9, 4), (1, 6), (17, 1)], [False, False, False, False], 92, False, [False, True, True, True], 126, 'East', (7, 6))
Element 5: (2, (7, 6), ['', '.', '.', '.'], [(10, 4), (1, 7), (18, 1)], [False, False, False, False], 90, False, [False, True, True, True], 1145, 'East', (8, 6))
Element 6: (2, (8, 6), ['', '.', '.', '.'], [(11, 4), (1, 8), (18, 1)], [False, False, False, False], 88, False, [False, True, True, True], 2164, 'East', (9, 6))
Element 7: (2, (9, 6), ['', '.', '.', 'F'], [(11, 5), (1, 9), (17, 1)], [False, False, False, False], 86, False, [False, True, True, False], 3183, 'East', (10, 6))
Element 8: (2, (10, 6), ['', 'F', 'F', 'G'], [(11, 6), (1, 8), (16, 1)], [False, False, False, False], 84, False, [False, False, False, False], 5182, 'North', (10, 7))
Element 9: (2, (10, 7), ['.', '', 'F', 'G'], [(11, 7), (1, 7), (17, 1)], [False, False, False, False], 82, False, [True, False, False, False], 7181, 'North', (10, 8))
Element 10: (2, (10, 8), ['.', '', 'F', 'G'], [(11, 8), (1, 6), (18, 1)], [False, False, False, False], 80, False, [True, False, False, False], 9180, 'North', (10, 9))
Element 11: (2, (10, 9), ['.', '', '%', 'G'], [(11, 9), (1, 5), (18, 1)], [False, False, True, False], 78, False, [True, False, False, False], 11179, 'West', (9, 9))
Element 12: (2, (9, 9), ['.', '.', '%', ''], [(12, 9), (1, 4), (17, 1)], [False, False, True, False], 76, False, [True, True, False, False], 11198, 'South', (9, 8))
