Element 1: (0, (14, 1), ['.', '%', '%', '%'], [(4, 7), (8, 1), (14, 4)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (13, 1))
Element 2: (0, (13, 1), ['.', '%', '.', ''], [(5, 7), (9, 1), (15, 4)], [False, True, False, False], 96, False, [True, False, True, False], 39, 'North', (13, 2))
Element 3: (0, (13, 2), ['%', '', '.', '%'], [(6, 7), (10, 1), (15, 5)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (13, 3))
Element 4: (0, (13, 3), ['.', '', '.', '.'], [(7, 7), (11, 1), (15, 6)], [False, False, False, False], 92, False, [True, False, True, True], 117, 'East', (14, 3))
Element 5: (0, (14, 3), ['', '%', '', '.'], [(8, 7), (12, 1), (15, 7)], [False, True, False, False], 90, False, [False, False, False, True], 156, 'East', (15, 3))
Element 6: (0, (15, 3), ['', '.', '', '%'], [(9, 7), (13, 1), (15, 8)], [False, False, False, True], 88, False, [False, True, False, False], 185, 'South', (15, 2))
Element 7: (0, (15, 2), ['%', '%', '', '%'], [(10, 7), (14, 1), (15, 9)], [True, True, False, True], 86, False, [False, False, False, False], 1204, 'North', (15, 3))
Element 8: (0, (15, 3), ['', '', '', '%'], [(11, 7), (13, 1), (14, 9)], [False, False, False, True], 84, False, [False, False, False, False], 2213, 'North', (15, 4))
Element 9: (0, (15, 4), ['', '', '', '%'], [(11, 8), (13, 2), (14, 8)], [False, False, False, True], 82, False, [False, False, False, False], 3222, 'North', (15, 5))
Element 10: (0, (15, 5), ['.', '', '', '%'], [(11, 9), (13, 3), (14, 7)], [False, False, False, True], 80, False, [True, False, False, False], 4231, 'West', (14, 5))
Element 11: (0, (14, 5), ['.', '', 'G', ''], [(10, 9), (13, 4), (14, 6)], [False, False, False, False], 78, False, [True, False, False, False], 5260, 'West', (13, 5))
Element 12: (0, (13, 5), ['.', '', 'G', ''], [(10, 8), (12, 4), (13, 6)], [False, False, False, False], 76, False, [True, False, False, False], 6289, 'West', (12, 5))
Element 13: (0, (12, 5), ['F', '', '.', ''], [(9, 8), (11, 4), (13, 7)], [False, False, False, False], 74, False, [False, False, True, False], 7318, 'West', (11, 5))
Element 14: (0, (11, 5), ['F', '', 'F', ''], [(9, 9), (11, 3), (13, 8)], [False, False, False, False], 72, False, [False, False, False, False], 9337, 'North', (11, 6))
Element 15: (0, (11, 6), ['F', '', '', '.'], [(8, 9), (10, 3), (13, 9)], [False, False, False, False], 70, False, [False, False, False, True], 11356, 'West', (10, 6))
Element 16: (0, (10, 6), ['.', 'F', '', ''], [(8, 8), (10, 4), (12, 9)], [False, False, False, False], 68, False, [True, False, False, False], 13375, 'South', (10, 5))
Element 17: #1#
