Element 1: (0, (13, 2), ['%', '.', '.', '%'], [(1, 5), (3, 3), (9, 6)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (13, 3))
Element 2: (0, (13, 3), ['.', '', '.', '.'], [(1, 6), (4, 3), (10, 6)], [False, False, False, False], 96, False, [True, False, True, True], 1029, 'East', (14, 3))
Element 3: (0, (14, 3), ['', '%', '.', '.'], [(1, 7), (5, 3), (11, 6)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (15, 3))
Element 4: (0, (15, 3), ['', '.', '.', '%'], [(1, 8), (6, 3), (11, 7)], [False, False, False, True], 92, False, [False, True, True, False], 3087, 'North', (15, 4))
Element 5: (0, (15, 4), ['.', '', '.', '%'], [(1, 9), (7, 3), (11, 8)], [False, False, False, True], 90, False, [True, False, True, False], 4116, 'North', (15, 5))
Element 6: (0, (15, 5), ['.', '', '.', '%'], [(1, 8), (8, 3), (11, 9)], [False, False, False, True], 88, False, [True, False, True, False], 5135, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '.', '%'], [(1, 7), (9, 3), (10, 9)], [False, False, False, True], 86, False, [True, False, True, False], 6154, 'North', (15, 7))
Element 8: (0, (15, 7), ['.', '', '.', '%'], [(1, 6), (10, 3), (10, 8)], [False, False, False, True], 84, False, [True, False, True, False], 8163, 'North', (15, 8))
Element 9: (0, (15, 8), ['.', '', '.', '%'], [(1, 5), (11, 3), (10, 7)], [False, False, False, True], 82, False, [True, False, True, False], 10172, 'North', (15, 9))
Element 10: (0, (15, 9), ['.', '', '%', '%'], [(1, 4), (11, 4), (9, 7)], [False, False, True, True], 80, False, [True, False, False, False], 11201, 'West', (14, 9))
Element 11: (0, (14, 9), ['.', '.', '%', ''], [(1, 3), (11, 5), (9, 8)], [False, False, True, False], 78, False, [True, True, False, False], 12230, 'South', (14, 8))
Element 12: (0, (14, 8), ['.', '.', '', ''], [(1, 2), (10, 5), (9, 9)], [False, False, False, False], 76, False, [True, True, False, False], 13259, 'South', (14, 7))
Element 13: #1#
