Element 1: (2, (3, 9), ['%', '.', '%', '.'], [(11, 6), (1, 4), (13, 6)], [True, False, True, False], 98, False, [False, True, False, True], 1009, 'East', (4, 9))
Element 2: (2, (4, 9), ['', '.', '%', '.'], [(11, 7), (1, 5), (14, 6)], [False, False, True, False], 96, False, [False, True, False, True], 2038, 'East', (5, 9))
Element 3: (2, (5, 9), ['', '.', '%', '.'], [(11, 8), (1, 6), (15, 6)], [False, False, True, False], 94, False, [False, True, False, True], 3067, 'East', (6, 9))
Element 4: (2, (6, 9), ['', '.', '%', '.'], [(11, 9), (1, 7), (15, 7)], [False, False, True, False], 92, False, [False, True, False, True], 4096, 'East', (7, 9))
Element 5: (2, (7, 9), ['', '.', '%', '.'], [(10, 9), (1, 8), (15, 8)], [False, False, True, False], 90, False, [False, True, False, True], 5125, 'East', (8, 9))
Element 6: (2, (8, 9), ['', '.', '%', '.'], [(10, 8), (1, 9), (15, 9)], [False, False, True, False], 88, False, [False, True, False, True], 6154, 'East', (9, 9))
Element 7: (2, (9, 9), ['', '.', '%', ''], [(10, 7), (1, 8), (14, 9)], [False, False, True, False], 86, False, [False, True, False, False], 7173, 'South', (9, 8))
Element 8: (2, (9, 8), ['.', '.', '', ''], [(10, 6), (1, 7), (14, 8)], [False, False, False, False], 84, False, [True, True, False, False], 8192, 'South', (9, 7))
Element 9: (2, (9, 7), ['.', '.', '', ''], [(10, 5), (1, 6), (14, 7)], [False, False, False, False], 82, False, [True, True, False, False], 9211, 'South', (9, 6))
Element 10: (2, (9, 6), ['.', '.', '', ''], [(11, 5), (1, 5), (13, 7)], [False, False, False, False], 80, False, [True, True, False, False], 10230, 'South', (9, 5))
Element 11: (2, (9, 5), ['.', '.', '', ''], [(11, 4), (1, 4), (13, 8)], [False, False, False, False], 78, False, [True, True, False, False], 11249, 'South', (9, 4))
Element 12: (2, (9, 4), ['.', '.', '', 'F'], [(11, 3), (1, 3), (13, 9)], [False, False, False, False], 76, False, [True, True, False, False], 12268, 'East', (10, 4))
Element 13: #1#
