Element 1: (0, (14, 1), ['.', '%', '%', '%'], [(3, 9), (6, 8), (7, 9)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (13, 1))
Element 2: (0, (13, 1), ['.', '%', '.', ''], [(4, 9), (7, 8), (8, 9)], [False, True, False, False], 96, False, [True, False, True, False], 39, 'North', (13, 2))
Element 3: (0, (13, 2), ['%', '', '.', '%'], [(5, 9), (8, 8), (9, 9)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (13, 3))
Element 4: (0, (13, 3), ['.', '', '.', '.'], [(6, 9), (9, 8), (10, 9)], [False, False, False, False], 92, False, [True, False, True, True], 1107, 'East', (14, 3))
Element 5: (0, (14, 3), ['', '%', '.', '.'], [(7, 9), (10, 8), (11, 9)], [False, True, False, False], 90, False, [False, False, True, True], 3116, 'East', (15, 3))
Element 6: (0, (15, 3), ['', '.', '.', '%'], [(8, 9), (11, 8), (12, 9)], [False, False, False, True], 88, False, [False, True, True, False], 4135, 'North', (15, 4))
Element 7: (0, (15, 4), ['.', '', '.', '%'], [(9, 9), (11, 7), (13, 9)], [False, False, False, True], 86, False, [True, False, True, False], 5154, 'North', (15, 5))
Element 8: (0, (15, 5), ['.', '', '.', '%'], [(10, 9), (11, 6), (14, 9)], [False, False, False, True], 84, False, [True, False, True, False], 6173, 'North', (15, 6))
Element 9: (0, (15, 6), ['.', '', '.', '%'], [(11, 9), (11, 5), (15, 9)], [False, False, False, True], 82, False, [True, False, True, False], 7192, 'North', (15, 7))
Element 10: (0, (15, 7), ['.', '', 'G', '%'], [(12, 9), (11, 4), (15, 8)], [False, False, False, True], 80, False, [True, False, False, False], 8211, 'West', (14, 7))
Element 11: (0, (14, 7), ['.', '.', 'G', ''], [(12, 8), (11, 3), (14, 8)], [False, False, False, False], 78, False, [True, True, False, False], 9240, 'South', (14, 6))
Element 12: (0, (14, 6), ['.', '.', 'G', ''], [(13, 8), (10, 3), (14, 7)], [False, False, False, False], 76, False, [True, True, False, False], 10259, 'South', (14, 5))
Element 13: (0, (14, 5), ['.', '.', '', ''], [(13, 7), (10, 4), (15, 7)], [False, False, False, False], 74, False, [True, True, False, False], 11278, 'South', (14, 4))
Element 14: (0, (14, 4), ['.', '', '', ''], [(13, 6), (10, 5), (15, 6)], [False, False, False, False], 72, False, [True, False, False, False], 12297, 'West', (13, 4))
Element 15: (0, (13, 4), ['.', '', 'G', ''], [(13, 5), (10, 6), (15, 5)], [False, False, False, False], 70, False, [True, False, False, False], 13316, 'West', (12, 4))
Element 16: #1#
