Element 1: (2, (7, 1), ['.', '%', '.', '.'], [(4, 2), (1, 5), (15, 4)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (8, 1))
Element 2: (2, (8, 1), ['', '%', '.', '.'], [(4, 3), (1, 6), (15, 5)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (9, 1))
Element 3: (2, (9, 1), ['', '%', '.', '.'], [(5, 3), (1, 7), (15, 6)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (10, 1))
Element 4: (2, (10, 1), ['', '%', '.', '.'], [(6, 3), (1, 8), (15, 7)], [False, True, False, False], 92, False, [False, False, True, True], 136, 'East', (11, 1))
Element 5: (2, (11, 1), ['', '%', '%', '.'], [(7, 3), (1, 9), (15, 8)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (12, 1))
Element 6: (2, (12, 1), ['', '%', '%', '.'], [(8, 3), (1, 8), (15, 9)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (13, 1))
Element 7: (2, (13, 1), ['', '%', '.', '.'], [(9, 3), (1, 7), (14, 9)], [False, True, False, False], 86, False, [False, False, True, True], 233, 'East', (14, 1))
Element 8: (2, (14, 1), ['', '%', '%', '%'], [(10, 3), (1, 6), (14, 8)], [False, True, True, True], 84, False, [False, False, False, False], 1252, 'West', (13, 1))
Element 9: (2, (13, 1), ['', '%', '.', ''], [(11, 3), (1, 5), (14, 7)], [False, True, False, False], 82, False, [False, False, True, False], 2261, 'North', (13, 2))
Element 10: (2, (13, 2), ['%', '', '.', '%'], [(11, 4), (1, 4), (14, 6)], [True, False, False, True], 80, False, [False, False, True, False], 3280, 'North', (13, 3))
Element 11: (2, (13, 3), ['.', '', '.', '.'], [(11, 5), (1, 3), (14, 5)], [False, False, False, False], 78, False, [True, False, True, True], 4309, 'East', (14, 3))
Element 12: (2, (14, 3), ['', '%', 'G', '.'], [(11, 6), (1, 2), (14, 4)], [False, True, False, False], 76, False, [False, False, False, True], 5338, 'East', (15, 3))
Element 13: (2, (15, 3), ['', '.', '', '%'], [(11, 7), (1, 1), (13, 4)], [False, False, False, True], 74, False, [False, True, False, False], 6367, 'South', (15, 2))
Element 14: (2, (15, 2), ['%', '%', '', '%'], [(11, 8), (2, 1), (13, 5)], [True, True, False, True], 72, False, [False, False, False, False], 7396, 'North', (15, 3))
Element 15: (2, (15, 3), ['', '', '', '%'], [(11, 9), (3, 1), (13, 6)], [False, False, False, True], 70, False, [False, False, False, False], 8415, 'North', (15, 4))
Element 16: (2, (15, 4), ['', '', '', '%'], [(10, 9), (4, 1), (13, 7)], [False, False, False, True], 68, False, [False, False, False, False], 9424, 'North', (15, 5))
Element 17: (2, (15, 5), ['', '', '', '%'], [(10, 8), (4, 2), (13, 8)], [False, False, False, True], 66, False, [False, False, False, False], 10433, 'North', (15, 6))
Element 18: (2, (15, 6), ['', '', '', '%'], [(10, 7), (4, 3), (13, 9)], [False, False, False, True], 64, False, [False, False, False, False], 11442, 'North', (15, 7))
Element 19: (2, (15, 7), ['', '', '', '%'], [(10, 6), (4, 4), (12, 9)], [False, False, False, True], 62, False, [False, False, False, False], 12461, 'North', (15, 8))
Element 20: (2, (15, 8), ['', '', '', '%'], [(10, 5), (5, 4), (12, 8)], [False, False, False, True], 60, False, [False, False, False, False], 13480, 'North', (15, 9))
Element 21: #1#
