Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(12, 1), (10, 2), (15, 6)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '.', '.'], [(13, 1), (10, 3), (15, 7)], [False, True, False, False], 96, False, [False, False, True, True], 1038, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '.', '.'], [(14, 1), (11, 3), (15, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '.', '.'], [(13, 1), (11, 4), (15, 9)], [False, True, False, False], 92, False, [False, False, True, True], 3086, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '', ''], [(13, 2), (11, 5), (14, 9)], [False, True, False, False], 90, False, [False, False, False, False], 4115, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', ''], [(13, 3), (11, 6), (14, 8)], [False, True, True, False], 88, False, [False, False, False, False], 5134, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', ''], [(14, 3), (11, 7), (14, 7)], [False, True, True, False], 86, False, [False, False, False, False], 6153, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '', ''], [(15, 3), (11, 8), (14, 6)], [False, True, False, False], 84, False, [False, False, False, False], 7172, 'East', (14, 1))
Element 9: (1, (14, 1), ['', '%', '%', '%'], [(15, 4), (11, 9), (14, 5)], [False, True, True, True], 82, False, [False, False, False, False], 8191, 'West', (13, 1))
Element 10: (1, (13, 1), ['', '%', '', ''], [(14, 4), (10, 9), (15, 5)], [False, True, False, False], 80, False, [False, False, False, False], 9210, 'North', (13, 2))
Element 11: (1, (13, 2), ['%', '', '', '%'], [(13, 4), (10, 8), (15, 4)], [True, False, False, True], 78, False, [False, False, False, False], 10219, 'North', (13, 3))
Element 12: (1, (13, 3), ['.', '', '', ''], [(13, 5), (10, 7), (15, 3)], [False, False, False, False], 76, False, [True, False, False, False], 11228, 'West', (12, 3))
Element 13: (1, (12, 3), ['', '%', '.', ''], [(13, 6), (10, 6), (15, 2)], [False, True, False, False], 74, False, [False, False, True, False], 12257, 'North', (12, 4))
Element 14: (1, (12, 4), ['', '', '.', ''], [(13, 7), (10, 5), (15, 3)], [False, False, False, False], 72, False, [False, False, True, False], 13276, 'North', (12, 5))
Element 15: #1#
