Element 1: (0, (3, 7), ['%', '.', '.', '.'], [(2, 1), (3, 5), (4, 2)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 7))
Element 2: (0, (4, 7), ['', '.', '.', '.'], [(3, 1), (4, 5), (4, 3)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (5, 7))
Element 3: (0, (5, 7), ['', '.', '.', '.'], [(4, 1), (5, 5), (5, 3)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (6, 7))
Element 4: (0, (6, 7), ['', '.', '.', '.'], [(4, 2), (6, 5), (6, 3)], [False, False, False, False], 92, False, [False, True, True, True], 107, 'East', (7, 7))
Element 5: (0, (7, 7), ['', '.', '.', '.'], [(4, 3), (7, 5), (7, 3)], [False, False, False, False], 90, False, [False, True, True, True], 136, 'East', (8, 7))
Element 6: (0, (8, 7), ['', '.', '.', '.'], [(4, 4), (8, 5), (8, 3)], [False, False, False, False], 88, False, [False, True, True, True], 175, 'East', (9, 7))
Element 7: (0, (9, 7), ['', '.', '.', 'F'], [(5, 4), (9, 5), (9, 3)], [False, False, False, False], 86, False, [False, True, True, False], 214, 'East', (10, 7))
Element 8: (0, (10, 7), ['', 'F', 'F', 'F'], [(6, 4), (10, 5), (10, 3)], [False, False, False, False], 84, False, [False, False, False, False], 3223, 'East', (11, 7))
Element 9: (0, (11, 7), ['', 'F', 'F', '.'], [(7, 4), (11, 5), (11, 3)], [False, False, False, False], 82, False, [False, False, False, True], 6232, 'North', (11, 8))
Element 10: (0, (11, 8), ['F', '', 'F', '.'], [(8, 4), (11, 6), (11, 4)], [False, False, False, False], 80, False, [False, False, False, True], 9241, 'North', (11, 9))
Element 11: (0, (11, 9), ['F', '', '%', '.'], [(9, 4), (10, 6), (10, 4)], [False, False, True, False], 78, False, [False, False, False, True], 12250, 'West', (10, 9))
Element 12: (0, (10, 9), ['.', 'F', '%', ''], [(9, 5), (9, 6), (10, 5)], [False, False, True, False], 76, False, [True, False, False, False], 13259, 'South', (10, 8))
Element 13: #1#
