Element 1: (3, (13, 2), ['%', '.', '.', '%'], [(7, 7), (1, 7), (5, 4)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (13, 3))
Element 2: (3, (13, 3), ['.', '', '.', '.'], [(8, 7), (1, 8), (6, 4)], [False, False, False, False], 96, False, [True, False, True, True], 68, 'East', (14, 3))
Element 3: (3, (14, 3), ['', '%', '.', '.'], [(9, 7), (1, 9), (7, 4)], [False, True, False, False], 94, False, [False, False, True, True], 107, 'East', (15, 3))
Element 4: (3, (15, 3), ['', '.', '.', '%'], [(10, 7), (1, 8), (8, 4)], [False, False, False, True], 92, False, [False, True, True, False], 1126, 'North', (15, 4))
Element 5: (3, (15, 4), ['.', '', '.', '%'], [(11, 7), (1, 7), (9, 4)], [False, False, False, True], 90, False, [True, False, True, False], 2145, 'North', (15, 5))
Element 6: (3, (15, 5), ['.', '', '.', '%'], [(11, 8), (1, 6), (10, 4)], [False, False, False, True], 88, False, [True, False, True, False], 4154, 'North', (15, 6))
Element 7: (3, (15, 6), ['.', '', '.', '%'], [(11, 9), (1, 5), (11, 4)], [False, False, False, True], 86, False, [True, False, True, False], 6173, 'North', (15, 7))
Element 8: (3, (15, 7), ['.', '', '.', '%'], [(10, 9), (1, 4), (11, 5)], [False, False, False, True], 84, False, [True, False, True, False], 8192, 'North', (15, 8))
Element 9: (3, (15, 8), ['.', '', '.', '%'], [(10, 8), (1, 3), (11, 6)], [False, False, False, True], 82, False, [True, False, True, False], 10211, 'North', (15, 9))
Element 10: (3, (15, 9), ['.', '', '%', '%'], [(9, 8), (1, 2), (10, 6)], [False, False, True, True], 80, False, [True, False, False, False], 11240, 'West', (14, 9))
Element 11: (3, (14, 9), ['.', '.', '%', ''], [(9, 9), (1, 1), (10, 5)], [False, False, True, False], 78, False, [True, True, False, False], 12269, 'South', (14, 8))
Element 12: (3, (14, 8), ['.', '.', '', ''], [(8, 9), (2, 1), (9, 5)], [False, False, False, False], 76, False, [True, True, False, False], 12308, 'South', (14, 7))
Element 13: (3, (14, 7), ['.', '.', '', ''], [(8, 8), (3, 1), (9, 6)], [False, False, False, False], 74, False, [True, True, False, False], 12347, 'South', (14, 6))
Element 14: (3, (14, 6), ['.', '.', '', ''], [(7, 8), (4, 1), (8, 6)], [False, False, False, False], 72, False, [True, True, False, False], 12386, 'South', (14, 5))
Element 15: (3, (14, 5), ['.', '.', '', ''], [(7, 9), (4, 2), (8, 5)], [False, False, False, False], 70, False, [True, True, False, False], 12425, 'South', (14, 4))
Element 16: (3, (14, 4), ['.', '', '', ''], [(6, 9), (4, 3), (7, 5)], [False, False, False, False], 68, False, [True, False, False, False], 12464, 'West', (13, 4))
Element 17: (3, (13, 4), ['.', '', '.', ''], [(6, 8), (5, 3), (7, 6)], [False, False, False, False], 66, False, [True, False, True, False], 12503, 'North', (13, 5))
Element 18: (3, (13, 5), ['.', '', '.', ''], [(5, 8), (6, 3), (6, 6)], [False, False, False, False], 64, False, [True, False, True, False], 12542, 'North', (13, 6))
Element 19: (3, (13, 6), ['.', '', '.', ''], [(5, 9), (7, 3), (6, 5)], [False, False, False, False], 62, False, [True, False, True, False], 12581, 'North', (13, 7))
Element 20: (3, (13, 7), ['.', '', '.', ''], [(4, 9), (8, 3), (5, 5)], [False, False, False, False], 60, False, [True, False, True, False], 12620, 'North', (13, 8))
Element 21: (3, (13, 8), ['.', '', '.', ''], [(4, 8), (9, 3), (5, 6)], [False, False, False, False], 58, False, [True, False, True, False], 12659, 'North', (13, 9))
Element 22: (3, (13, 9), ['.', '', '%', ''], [(4, 7), (10, 3), (5, 7)], [False, False, True, False], 56, False, [True, False, False, False], 13688, 'West', (12, 9))
Element 23: #1#
